geometry_angstrom,method,seed,k,captured_probability_mass,absolute_energy_error_hartree,selected_subspace_energy_hartree,exact_sector_energy_hartree,precision_at_k,recall_at_k,ndcg_at_k,selection_efficiency,overlap_with_real
1.0,RANDOM,25043001,16,0.013116174379087646,0.4742298403860752,-3.985258855568691,-4.459488695954766,0.0,0.0,0.004199815055983827,0.0008197608986929779,10
1.0,RANDOM,25043002,16,0.05289370901909096,0.27662847415506686,-4.182860221799699,-4.459488695954766,0.0625,0.5,0.010902566475520138,0.003305856813693185,6
1.0,RANDOM,25043003,16,0.9839687919346708,0.022893822466491187,-4.436594873488275,-4.459488695954766,0.125,1.0,0.2625495916308257,0.061498049495916925,8
1.0,RANDOM,25043004,16,0.980791947587988,0.030595178819359248,-4.428893517135407,-4.459488695954766,0.125,1.0,0.24907383004065067,0.06129949672424925,5
1.0,RANDOM,25043005,16,0.05877229935582125,0.662291748670031,-3.797196947284735,-4.459488695954766,0.0625,0.5,0.012134881117618864,0.003673268709738828,9
1.0,RANDOM,25043006,16,0.9779789643044242,0.03266313003943466,-4.4268255659153315,-4.459488695954766,0.125,1.0,0.33476446521576353,0.06112368526902651,6
1.0,RANDOM,25043007,16,0.044395635902410406,0.4199854654310906,-4.0395032305236755,-4.459488695954766,0.0625,0.5,0.009482365926613973,0.0027747272439006504,5
1.0,RANDOM,25043008,16,0.9397108586116991,0.0607929793339963,-4.39869571662077,-4.459488695954766,0.0625,0.5,0.2504337823255473,0.058731928663231195,7
1.0,RANDOM,25043009,16,0.0052369339952488955,0.41533194531219486,-4.044156750642571,-4.459488695954766,0.0,0.0,0.001154406031266778,0.00032730837470305597,6
1.0,RANDOM,25043010,16,0.018671581113349316,0.4970290951887306,-3.9624596007660355,-4.459488695954766,0.0,0.0,0.007404029275948011,0.0011669738195843322,8
1.0,RANDOM,25043011,16,0.9528187619681538,0.044786925774214836,-4.414701770180551,-4.459488695954766,0.0625,0.5,0.2873594668018426,0.059551172623009616,7
1.25,REAL,,2,0.9317380856548569,0.07529603286493014,-3.8431206006361376,-3.9184166335010677,1.0,0.5,1.0,0.46586904282742847,
1.25,CHEM_CISD,,2,0.8652725159060414,0.10823496286624446,-3.8101816706348233,-3.9184166335010677,0.5,0.25,0.9650621431801917,0.4326362579530207,1
1.25,CHEM_EN2,,2,0.9317380856548569,0.07529603286493014,-3.8431206006361376,-3.9184166335010677,1.0,0.5,1.0,0.46586904282742847,2
