geometry_angstrom,method,k,n,captured_probability_mass_mean,captured_probability_mass_median,captured_probability_mass_std,captured_probability_mass_min,captured_probability_mass_max,absolute_energy_error_hartree_mean,absolute_energy_error_hartree_median,absolute_energy_error_hartree_std,absolute_energy_error_hartree_min,absolute_energy_error_hartree_max,precision_at_k_mean,precision_at_k_median,precision_at_k_std,precision_at_k_min,precision_at_k_max,recall_at_k_mean,recall_at_k_median,recall_at_k_std,recall_at_k_min,recall_at_k_max,ndcg_at_k_mean,ndcg_at_k_median,ndcg_at_k_std,ndcg_at_k_min,ndcg_at_k_max,selection_efficiency_mean,selection_efficiency_median,selection_efficiency_std,selection_efficiency_min,selection_efficiency_max
1.0,CHEM_CISD,2,1,0.9364638563852793,0.9364638563852793,0.0,0.9364638563852793,0.9364638563852793,0.0678415116370461,0.0678415116370461,0.0,0.0678415116370461,0.0678415116370461,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.9832205969564956,0.9832205969564956,0.0,0.9832205969564956,0.9832205969564956,0.46823192819263965,0.46823192819263965,0.0,0.46823192819263965,0.46823192819263965
1.0,CHEM_CISD,4,1,0.9364970239812532,0.9364970239812532,0.0,0.9364970239812532,0.9364970239812532,0.0678415116369342,0.0678415116369342,0.0,0.0678415116369342,0.0678415116369342,0.25,0.25,0.0,0.25,0.25,0.5,0.5,0.0,0.5,0.5,0.9789896027121028,0.9789896027121028,0.0,0.9789896027121028,0.9789896027121028,0.2341242559953133,0.2341242559953133,0.0,0.2341242559953133,0.2341242559953133
1.0,CHEM_CISD,8,1,0.9365690896800984,0.9365690896800984,0.0,0.9365690896800984,0.9365690896800984,0.06784151163673968,0.06784151163673968,0.0,0.06784151163673968,0.06784151163673968,0.125,0.125,0.0,0.125,0.125,0.5,0.5,0.0,0.5,0.5,0.9760108574713059,0.9760108574713059,0.0,0.9760108574713059,0.9760108574713059,0.1170711362100123,0.1170711362100123,0.0,0.1170711362100123,0.1170711362100123
1.0,CHEM_CISD,12,1,0.9717958155104743,0.9717958155104743,0.0,0.9717958155104743,0.9717958155104743,0.04235437522210894,0.04235437522210894,0.0,0.04235437522210894,0.04235437522210894,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.0,1.0,1.0,0.9827887229847355,0.9827887229847355,0.0,0.9827887229847355,0.9827887229847355,0.08098298462587286,0.08098298462587286,0.0,0.08098298462587286,0.08098298462587286
1.0,CHEM_CISD,16,1,0.9769400272883924,0.9769400272883924,0.0,0.9769400272883924,0.9769400272883924,0.03605129292889586,0.03605129292889586,0.0,0.03605129292889586,0.03605129292889586,0.125,0.125,0.0,0.125,0.125,1.0,1.0,0.0,1.0,1.0,0.9837575847937404,0.9837575847937404,0.0,0.9837575847937404,0.9837575847937404,0.06105875170552452,0.06105875170552452,0.0,0.06105875170552452,0.06105875170552452
1.0,CHEM_EN2,2,1,0.9716905822156552,0.9716905822156552,0.0,0.9716905822156552,0.9716905822156552,0.04388758201131715,0.04388758201131715,0.0,0.04388758201131715,0.04388758201131715,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4858452911078276,0.4858452911078276,0.0,0.4858452911078276,0.4858452911078276
1.0,CHEM_EN2,4,1,0.9821448717296378,0.9821448717296378,0.0,0.9821448717296378,0.9821448717296378,0.02802556135290324,0.02802556135290324,0.0,0.02802556135290324,0.02802556135290324,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.9992534538095167,0.9992534538095167,0.0,0.9992534538095167,0.9992534538095167,0.24553621793240946,0.24553621793240946,0.0,0.24553621793240946,0.24553621793240946
1.0,CHEM_EN2,8,1,0.9951834751437878,0.9951834751437878,0.0,0.9951834751437878,0.9951834751437878,0.006291003741577761,0.006291003741577761,0.0,0.006291003741577761,0.006291003741577761,0.25,0.25,0.0,0.25,0.25,1.0,1.0,0.0,1.0,1.0,0.999660846056407,0.999660846056407,0.0,0.999660846056407,0.999660846056407,0.12439793439297347,0.12439793439297347,0.0,0.12439793439297347,0.12439793439297347
1.0,CHEM_EN2,12,1,0.9994173195768099,0.9994173195768099,0.0,0.9994173195768099,0.9994173195768099,0.0014134786915480646,0.0014134786915480646,0.0,0.0014134786915480646,0.0014134786915480646,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.0,1.0,1.0,0.9997131710840775,0.9997131710840775,0.0,0.9997131710840775,0.9997131710840775,0.08328477663140083,0.08328477663140083,0.0,0.08328477663140083,0.08328477663140083
1.0,CHEM_EN2,16,1,0.999489385275655,0.999489385275655,0.0,0.999489385275655,0.999489385275655,0.001355607391240632,0.001355607391240632,0.0,0.001355607391240632,0.001355607391240632,0.125,0.125,0.0,0.125,0.125,1.0,1.0,0.0,1.0,1.0,0.999707060255376,0.999707060255376,0.0,0.999707060255376,0.999707060255376,0.06246808657972844,0.06246808657972844,0.0,0.06246808657972844,0.06246808657972844
1.0,RANDOM,2,12,0.004446988359023162,1.3765271264930412e-05,0.009564050200776074,6.95034887915637e-35,0.03522672583037588,1.16662808789468,1.2975174982226805,0.5193641410987756,0.4230301627980344,2.0501357213675386,0.041666666666666664,0.0,0.13819269959814165,0.0,0.5,0.041666666666666664,0.0,0.13819269959814165,0.0,0.5,0.00236267169655118,8.371482722203769e-06,0.004590086259137252,0.0,0.016779403043504556,0.002223494179511581,6.882635632465206e-06,0.004782025100388037,3.475174439578185e-35,0.01761336291518794
1.0,RANDOM,4,12,0.005505766476910738,0.0009025633466199398,0.009591516962319361,3.481469629210652e-34,0.03522672583037588,0.7742061823210928,0.7886187531563926,0.33516446706183595,0.4202646269316448,1.3360464346410872,0.020833333333333332,0.0,0.06909634979907082,0.0,0.25,0.041666666666666664,0.0,0.13819269959814165,0.0,0.5,0.0026993871304283918,0.00033685346342618807,0.004576057855014886,0.0,0.016707016906267504,0.0013764416192276845,0.00022564083665498494,0.0023978792405798402,8.70367407302663e-35,0.00880668145759397
1.0,RANDOM,8,12,0.17368740989544865,0.010672626410086497,0.3590686467971202,2.0656518485714093e-05,0.9803157079266678,0.585124949752395,0.6141054384538851,0.32686526072928307,0.030952589571679567,1.1833587705943396,0.0625,0.0,0.09547032697824667,0.0,0.25,0.25,0.0,0.3818813079129867,0.0,1.0,0.05985984488334172,0.003559509505253439,0.12487377869431494,5.006120421924474e-06,0.34419069585993084,0.02171092623693108,0.0013340783012608121,0.044883580849640024,2.5820648107142617e-06,0.12253946349083347
1.0,RANDOM,12,12,0.2585589043550069,0.028286879680921456,0.41123052578331626,0.0032470022264198643,0.9803626580170832,0.4061966619120678,0.4287207364806842,0.24837100001220405,0.03062320028508303,0.819556425168749,0.05555555555555555,0.041666666666666664,0.062112999374994156,0.0,0.16666666666666666,0.3333333333333333,0.25,0.37267799624996495,0.0,1.0,0.08475258907901063,0.00770783398597809,0.1375788227866676,0.0008452826413251846,0.34390222158559447,0.02154657536291724,0.0023572399734101213,0.03426921048194302,0.00027058351886832203,0.08169688816809027
1.0,RANDOM,16,12,0.5008042398265306,0.4992415789837602,0.4690027567303746,0.0052369339952488955,0.9839687919346708,0.24715010635661858,0.16871072674453158,0.22583566589030518,0.022893822466491187,0.662291748670031,0.06770833333333333,0.0625,0.047450174891376554,0.0,0.125,0.5416666666666666,0.5,0.37960139913101243,0.0,1.0,0.1477942617761961,0.13060435557913477,0.14289490688071282,0.001154406031266778,0.3440719414167716,0.03130026498915816,0.031202598686485013,0.029312672295648413,0.00032730837470305597,0.061498049495916925
