null_rep,external_roc_auc,external_balanced_accuracy,external_accuracy,external_f1,training_spectral_topP_abs_fraction
25,0.8337349397590361,0.7856839121190644,0.7857142857142857,0.7831325301204819,0.3095586168215371
26,0.6875974486180013,0.635648476257973,0.6369047619047619,0.5906040268456376,0.3143460561377237
27,0.7934798015591777,0.6902905740609497,0.6904761904761905,0.6829268292682927,0.3162689210609499
28,0.8340184266477675,0.7208362863217577,0.7202380952380952,0.7314285714285714,0.31169657457077404
29,0.7825655563430192,0.6836995038979448,0.6845238095238095,0.6580645161290323,0.3091183128705523
30,0.669029057406095,0.6129695251594613,0.6130952380952381,0.6060606060606061,0.30774918396309126
31,0.5530829199149538,0.541814316087881,0.5416666666666666,0.5443786982248521,0.3134682519914436
32,0.7851169383416017,0.7082211197732105,0.7083333333333334,0.703030303030303,0.3148296315814794
33,0.8116229624379873,0.7391920623671155,0.7380952380952381,0.7582417582417582,0.32283719863615695
34,0.8741318214032601,0.785400425230333,0.7857142857142857,0.7777777777777778,0.31291282276612886
35,0.7204819277108434,0.6369241672572643,0.6369047619047619,0.6347305389221557,0.31549560714204644
36,0.8019844082211198,0.7076541459957477,0.7083333333333334,0.6878980891719745,0.3168142494125781
37,0.7347980155917788,0.6717930545712261,0.6726190476190477,0.6451612903225806,0.3236564396730098
38,0.6847625797306874,0.6551381998582566,0.6547619047619048,0.6627906976744186,0.3055150586139817
39,0.8861800141743443,0.8037562012756909,0.8035714285714286,0.8047337278106509,0.30498794576847854
40,0.694826364280652,0.6241672572643515,0.625,0.5935483870967742,0.3222970260134857
41,0.8786676116229625,0.8094968107725018,0.8095238095238095,0.8072289156626506,0.30490431524339406
42,0.7794472005669738,0.7141034727143869,0.7142857142857143,0.7073170731707317,0.3181663342829235
43,0.7207654145995748,0.6359319631467044,0.6369047619047619,0.6013071895424836,0.31935636710674276
44,0.7184975194897236,0.6367824238128987,0.6369047619047619,0.6303030303030303,0.32089409317543094
45,0.8558469170800851,0.7671863926293409,0.7678571428571429,0.7515923566878981,0.3112771905046865
46,0.8177179305457123,0.7320340184266478,0.7321428571428571,0.7272727272727273,0.3198557339896994
47,0.8358610914245217,0.74925584691708,0.75,0.7307692307692307,0.3196971367391028
48,0.8695960311835578,0.7736357193479801,0.7738095238095238,0.7682926829268293,0.32017911170655805
49,0.804677533664068,0.7085046066619418,0.7083333333333334,0.7100591715976331,0.3179637331754037
50,0.7442948263642807,0.6781006378454997,0.6785714285714286,0.6625,0.31144030284452145
51,0.8528703047484054,0.7435152374202694,0.7440476190476191,0.7295597484276729,0.30300556268731965
52,0.8472005669737773,0.7493975903614458,0.75,0.7341772151898734,0.3114087998888486
53,0.874698795180723,0.8097802976612332,0.8095238095238095,0.8117647058823529,0.3119512137035647
54,0.8007087172218285,0.73706591070163,0.7380952380952381,0.7105263157894737,0.31686276211622394
55,0.7879518072289156,0.7014883061658399,0.7023809523809523,0.6753246753246753,0.3048113712241896
56,0.7502480510276399,0.7150956768249468,0.7142857142857143,0.7303370786516854,0.3109565416596517
57,0.8744153082919914,0.7912827781715095,0.7916666666666666,0.782608695652174,0.3064233602124142
58,0.8158752657689582,0.7491141034727143,0.75,0.7272727272727273,0.3125671736767148
59,0.7747696669029057,0.6778171509567683,0.6785714285714286,0.6538461538461539,0.31154734013179874
60,0.6619418851878102,0.59950389794472,0.6011904761904762,0.5314685314685315,0.3158112446666504
61,0.7231750531537916,0.6255846917080085,0.625,0.64,0.3171492554340896
62,0.7030474840538625,0.642239546420978,0.6428571428571429,0.620253164556962,0.31007091264684755
63,0.7294117647058823,0.7030474840538625,0.7023809523809523,0.7159090909090909,0.32110870925034807
64,0.6718639262934089,0.5775336640680369,0.5773809523809523,0.5798816568047337,0.32517204444082026
65,0.8670446491849753,0.7975903614457831,0.7976190476190477,0.7951807228915663,0.3162111888165897
66,0.8215450035435861,0.7309000708717222,0.7321428571428571,0.697986577181208,0.31428809495256244
67,0.851169383416017,0.7795180722891566,0.7797619047619048,0.7730061349693251,0.317169831599827
68,0.8348688873139618,0.7146704464918497,0.7142857142857143,0.7209302325581395,0.3298697393561333
69,0.8958185683912119,0.809355067328136,0.8095238095238095,0.8048780487804879,0.31402386514233593
70,0.7625797306874558,0.6732104890148831,0.6726190476190477,0.6857142857142857,0.30525492182582936
71,0.823954642097803,0.7132530120481928,0.7142857142857143,0.6842105263157895,0.3126869508005218
72,0.7973068745570516,0.7328844790928419,0.7321428571428571,0.7457627118644068,0.31088145210360696
73,0.7148121899362154,0.6297661233167966,0.6309523809523809,0.5866666666666667,0.3116202797310084
74,0.7255846917080085,0.6499645641389086,0.6488095238095238,0.6775956284153005,0.31146778886289445
75,0.8698795180722891,0.7737774627923459,0.7738095238095238,0.7710843373493976,0.3197942865239471
76,0.8989369241672573,0.8034727143869596,0.8035714285714286,0.8,0.3036433633702715
77,0.839404677533664,0.7792345854004252,0.7797619047619048,0.7672955974842768,0.32036138831814287
78,0.8221119773210489,0.7260099220411056,0.7261904761904762,0.7195121951219512,0.314040410242575
79,0.6433734939759036,0.5834160170092133,0.5833333333333334,0.5833333333333334,0.31047700092318387
80,0.8087880935506733,0.7149539333805812,0.7142857142857143,0.7272727272727273,0.31006860765585426
81,0.7152374202693125,0.6726435152374202,0.6726190476190477,0.6706586826347305,0.32125158807389687
82,0.8375620127569099,0.74925584691708,0.75,0.7307692307692307,0.32127665440739045
