development_gene,development_entrez_ids,gpl570_status,matched_entrez_ids,gse236233_present_all9,eligible_v44
FIGN,55137,EXACT_SYMBOL,55137,1,1
FIGNL1,63979,EXACT_SYMBOL,63979,1,1
FIGNL2,401720,UNRESOLVED,,1,0
FILIP1,27145,EXACT_SYMBOL,27145,1,1
FILIP1L,11259,EXACT_SYMBOL,11259,1,1
FIP1L1,81608,EXACT_SYMBOL,81608,1,1
FIS,202299,ENTREZ_ID_MATCH,202299,0,0
FIS1,51024,EXACT_SYMBOL,51024,1,1
FIT1,161247,ENTREZ_ID_MATCH,161247,0,0
FITM2,128486,EXACT_SYMBOL,128486,1,1
FIZ1,84922,EXACT_SYMBOL,84922,1,1
FJX1,24147,EXACT_SYMBOL,24147,1,1
FKBP10,60681,EXACT_SYMBOL,60681,1,1
FKBP11,51303,EXACT_SYMBOL,51303,1,1
FKBP14,55033,EXACT_SYMBOL,55033,1,1
FKBP15,23307,EXACT_SYMBOL,23307,1,1
FKBP1A,2280,EXACT_SYMBOL,2280,1,1
FKBP1B,2281,EXACT_SYMBOL,2281,1,1
FKBP1P1,2282,UNRESOLVED,,0,0
FKBP2,2286,EXACT_SYMBOL,2286,1,1
FKBP3,2287,EXACT_SYMBOL,2287,1,1
FKBP4,2288,EXACT_SYMBOL,2288,1,1
FKBP5,2289,EXACT_SYMBOL,2289,1,1
FKBP6,8468,EXACT_SYMBOL,8468,1,1
FKBP7,51661,EXACT_SYMBOL,51661,1,1
FKBP8,23770,EXACT_SYMBOL,23770,1,1
FKBP9,11328,EXACT_SYMBOL,11328,1,1
FKBP9L,360132,UNRESOLVED,,0,0
FKBPL,63943,EXACT_SYMBOL,63943,1,1
FKRP,79147,EXACT_SYMBOL,79147,1,1
FKSG2,59347,ENTREZ_ID_MATCH,59347,0,0
FKSG29,100131561,EXACT_SYMBOL,100131561,0,0
FKSG30,440915,ENTREZ_ID_MATCH,440915,0,0
FKSG44,83786,ENTREZ_ID_MATCH,83786,0,0
FKSG49,400949,EXACT_SYMBOL,400949,0,0
FKSG83,83954,UNRESOLVED,,0,0
FKTN,2218,EXACT_SYMBOL,2218,1,1
FLAD1,80308,EXACT_SYMBOL,80308,1,1
FLCN,201163,EXACT_SYMBOL,201163,1,1
FLG,2312,EXACT_SYMBOL,2312,1,1
FLG2,388698,EXACT_SYMBOL,388698,1,1
FLI1,2313,EXACT_SYMBOL,2313,1,1
FLII,2314,EXACT_SYMBOL,2314,1,1
FLJ00312,399761,ENTREZ_ID_MATCH,399761,0,0
FLJ10081,55683,ENTREZ_ID_MATCH,55683,0,0
FLJ10088,389419,UNRESOLVED,,0,0
FLJ10120,55073,ENTREZ_ID_MATCH,55073,0,0
FLJ10213,55096,ENTREZ_ID_MATCH,55096,0,0
FLJ10246,55104,UNRESOLVED,,0,0
FLJ10324,55698,ENTREZ_ID_MATCH,55698,0,0
FLJ10357,55701,ENTREZ_ID_MATCH,55701,0,0
FLJ10374,55702,ENTREZ_ID_MATCH,55702,0,0
FLJ10489,379034,ENTREZ_ID_MATCH,379034,0,0
FLJ10661,286042,ENTREZ_ID_MATCH,286042,0,0
FLJ10781,55228,ENTREZ_ID_MATCH,55228,0,0
FLJ10803,55744,ENTREZ_ID_MATCH,55744,0,0
FLJ10916,55258,ENTREZ_ID_MATCH,55258,0,0
FLJ10986,55277,ENTREZ_ID_MATCH,55277,0,0
FLJ10996,54520,ENTREZ_ID_MATCH,54520,0,0
FLJ11235,54508,ENTREZ_ID_MATCH,54508,0,0
FLJ11292,55338,EXACT_SYMBOL,55338,0,0
FLJ11783,79951,UNRESOLVED,,0,0
FLJ11795,79722,ENTREZ_ID_MATCH,79722,0,0
FLJ11827,80163,UNRESOLVED,,0,0
FLJ12078,80042,UNRESOLVED,,0,0
FLJ12331,80052,ENTREZ_ID_MATCH,80052,0,0
FLJ12334,400946,ENTREZ_ID_MATCH,400946,0,0
FLJ12355,80054,ENTREZ_ID_MATCH,80054,0,0
FLJ12529,79869,ENTREZ_ID_MATCH,79869,0,0
FLJ12684,79584,UNRESOLVED,,0,0
FLJ12688,79613,ENTREZ_ID_MATCH,79613,0,0
FLJ12949,65095,ENTREZ_ID_MATCH,65095,0,0
FLJ13197,79667,ENTREZ_ID_MATCH,79667,0,0
FLJ13224,79857,EXACT_SYMBOL,79857,0,0
FLJ13305,84140,ENTREZ_ID_MATCH,84140,0,0
FLJ13611,80006,ENTREZ_ID_MATCH,80006,0,0
FLJ13614,84142,ENTREZ_ID_MATCH,84142,0,0
FLJ14082,80092,UNRESOLVED,,0,0
FLJ14100,80093,UNRESOLVED,,0,0
FLJ14107,80094,ENTREZ_ID_MATCH,80094,0,0
FLJ14166,79616,ENTREZ_ID_MATCH,79616,0,0
FLJ14186,401149,ENTREZ_ID_MATCH,401149,0,0
FLJ14213,79899,ENTREZ_ID_MATCH,79899,0,0
FLJ14712,221806,ENTREZ_ID_MATCH,221806,0,0
FLJ14816,84931,ENTREZ_ID_MATCH,84931,0,0
FLJ16124,440867,EXACT_SYMBOL,440867,0,0
FLJ16126,645010,UNRESOLVED,,0,0
FLJ16165,390928,UNRESOLVED,,0,0
FLJ16171,441116,UNRESOLVED,,0,0
FLJ16323,441390,UNRESOLVED,,0,0
FLJ16331,440044,UNRESOLVED,,0,0
FLJ16369,122706,UNRESOLVED,,0,0
FLJ16686,401124,ENTREZ_ID_MATCH,401124,0,0
FLJ16734,641928,EXACT_SYMBOL,641928,0,0
FLJ16779,100192386,EXACT_SYMBOL,100192386,0,0
FLJ16793,645121,UNRESOLVED,,0,0
FLJ20021,90024,EXACT_SYMBOL,90024,0,0
FLJ20125,54826,ENTREZ_ID_MATCH,54826,0,0
FLJ20184,54848,ENTREZ_ID_MATCH,54848,0,0
FLJ20209,57245,UNRESOLVED,,0,0
FLJ20254,54867,ENTREZ_ID_MATCH,54867,0,0
FLJ20273,54502,ENTREZ_ID_MATCH,54502,0,0
FLJ20297,55627,ENTREZ_ID_MATCH,55627,0,0
FLJ20309,54891,ENTREZ_ID_MATCH,54891,0,0
FLJ20397,54919,ENTREZ_ID_MATCH,54919,0,0
FLJ20444,403323,ENTREZ_ID_MATCH,403323,0,0
FLJ20464,54944,ENTREZ_ID_MATCH,54944,0,0
FLJ20489,55652,ENTREZ_ID_MATCH,55652,0,0
FLJ20518,647476,EXACT_SYMBOL,647476,0,0
FLJ20581,54988,ENTREZ_ID_MATCH,54988,0,0
FLJ20628,55006,ENTREZ_ID_MATCH,55006,0,0
FLJ20674,54621,ENTREZ_ID_MATCH,54621,0,0
FLJ20699,55020,ENTREZ_ID_MATCH,55020,0,0
FLJ20712,55025,EXACT_SYMBOL,55025,0,0
FLJ20718,55027,ENTREZ_ID_MATCH,55027,0,0
FLJ20850,55049,ENTREZ_ID_MATCH,55049,0,0
FLJ20920,80221,ENTREZ_ID_MATCH,80221,0,0
FLJ20972,80098,UNRESOLVED,,0,0
FLJ21511,80157,ENTREZ_ID_MATCH,80157,0,0
FLJ21687,79917,ENTREZ_ID_MATCH,79917,0,0
FLJ21767,401331,ENTREZ_ID_MATCH,401331,0,0
FLJ21839,60509,ENTREZ_ID_MATCH,60509,0,0
FLJ21865,64772,ENTREZ_ID_MATCH,64772,0,0
FLJ21986,79974,ENTREZ_ID_MATCH,79974,0,0
FLJ22184,80164,EXACT_SYMBOL,80164,0,0
FLJ22222,79701,ENTREZ_ID_MATCH,79701,0,0
FLJ22269,84179,ENTREZ_ID_MATCH,84179,0,0
FLJ22447,400221,UNRESOLVED,,0,0
FLJ22531,79703,ENTREZ_ID_MATCH,79703,0,0
FLJ22536,401237,ENTREZ_ID_MATCH,401237,0,0
FLJ22639,79854,ENTREZ_ID_MATCH,79854,0,0
FLJ22662,79887,ENTREZ_ID_MATCH,79887,0,0
FLJ22675,254439,ENTREZ_ID_MATCH,254439,0,0
FLJ22795,80154,ENTREZ_ID_MATCH,80154,0,0
FLJ23152,401236,UNRESOLVED,,0,0
FLJ23172,389177,ENTREZ_ID_MATCH,389177,0,0
FLJ23356,84197,ENTREZ_ID_MATCH,84197,0,0
FLJ23584,79640,ENTREZ_ID_MATCH,79640,0,0
FLJ23754,201252,UNRESOLVED,,0,0
FLJ23834,222256,ENTREZ_ID_MATCH,222256,0,0
FLJ23865,200317,UNRESOLVED,,0,0
FLJ25006,124923,ENTREZ_ID_MATCH,124923,0,0
FLJ25037,285905,ENTREZ_ID_MATCH,285905,0,0
FLJ25076,134111,ENTREZ_ID_MATCH,134111,0,0
FLJ25169,157848,ENTREZ_ID_MATCH,157848,0,0
FLJ25328,148231,ENTREZ_ID_MATCH,148231,0,0
FLJ25363,401082,UNRESOLVED,,0,0
FLJ25404,146378,ENTREZ_ID_MATCH,146378,0,0
FLJ25439,153657,ENTREZ_ID_MATCH,153657,0,0
FLJ25715,284241,UNRESOLVED,,0,0
FLJ25758,497049,EXACT_SYMBOL,497049,0,0
FLJ25996,401109,UNRESOLVED,,0,0
FLJ26056,375127,UNRESOLVED,,0,0
FLJ26850,400710,EXACT_SYMBOL,400710,0,0
FLJ27243,400539,UNRESOLVED,,0,0
FLJ27255,401281,UNRESOLVED,,0,0
FLJ27354,400761,EXACT_SYMBOL,400761,0,0
FLJ27365,400931,ENTREZ_ID_MATCH,400931,0,0
FLJ27465,374664,UNRESOLVED,,0,0
FLJ30058,158763,ENTREZ_ID_MATCH,158763,0,0
FLJ30092,196515,UNRESOLVED,,0,0
FLJ30375,440982,ENTREZ_ID_MATCH,440982,0,0
FLJ30428,150519,UNRESOLVED,,0,0
FLJ30430,149373,ENTREZ_ID_MATCH,149373,0,0
FLJ30594,150622,ENTREZ_ID_MATCH,150622,0,0
FLJ30679,146512,EXACT_SYMBOL,146512,0,0
FLJ30719,219848,UNRESOLVED,,0,0
FLJ30851,375190|653140,AMBIGUOUS_ENTREZ,375190|653140,0,0
FLJ31132,441522,UNRESOLVED,,0,0
FLJ31222,388387,ENTREZ_ID_MATCH,388387,0,0
FLJ31306,379025,EXACT_SYMBOL,379025,0,0
FLJ31401,200107,UNRESOLVED,,0,0
FLJ31568,150244,ENTREZ_ID_MATCH,150244,0,0
FLJ31813,326332,UNRESOLVED,,0,0
FLJ31945,440137,EXACT_SYMBOL,440137,0,0
FLJ32011,148930,ENTREZ_ID_MATCH,148930,0,0
FLJ32063,150538,ENTREZ_ID_MATCH,150538,0,0
FLJ32065,201283,ENTREZ_ID_MATCH,201283,0,0
FLJ32154,149650,EXACT_SYMBOL,149650,0,0
FLJ32214,147664,ENTREZ_ID_MATCH,147664,0,0
FLJ32252,146336,ENTREZ_ID_MATCH,146336,0,0
FLJ32255,643977,EXACT_SYMBOL,643977,0,0
FLJ32310,123624,ENTREZ_ID_MATCH,123624,0,0
FLJ32569,148811,ENTREZ_ID_MATCH,148811,0,0
FLJ32575,150197,ENTREZ_ID_MATCH,150197,0,0
FLJ32658,147872,ENTREZ_ID_MATCH,147872,0,0
FLJ32679,440321,UNRESOLVED,,0,0
FLJ32682,220081,UNRESOLVED,,0,0
FLJ32784,127731,ENTREZ_ID_MATCH,127731,0,0
FLJ32790,642696,EXACT_SYMBOL,642696,0,0
FLJ32810,143872,ENTREZ_ID_MATCH,143872,0,0
FLJ32867,139420,ENTREZ_ID_MATCH,139420,0,0
FLJ32955,150596,EXACT_SYMBOL,150596,0,0
FLJ33360,401172,EXACT_SYMBOL,401172,0,0
FLJ33387,161145,ENTREZ_ID_MATCH,161145,0,0
FLJ33534,285150,EXACT_SYMBOL,285150,0,0
FLJ33544,728283,EXACT_SYMBOL,728283,0,0
FLJ33590,285093,ENTREZ_ID_MATCH,285093,0,0
FLJ33630,644873,ENTREZ_ID_MATCH,644873,0,0
FLJ33651,285322,UNRESOLVED,,0,0
FLJ33706,284805,ENTREZ_ID_MATCH,284805,0,0
FLJ33708,285780,ENTREZ_ID_MATCH,285780,0,0
FLJ33996,283401,UNRESOLVED,,0,0
FLJ34047,285696,ENTREZ_ID_MATCH,285696,0,0
FLJ34306,374819,ENTREZ_ID_MATCH,374819,0,0
FLJ34503,285759,EXACT_SYMBOL,285759,0,0
FLJ34690,284034,UNRESOLVED,,0,0
FLJ34870,401013,UNRESOLVED,,0,0
FLJ34969,201627,ENTREZ_ID_MATCH,201627,0,0
FLJ35024,401491,ENTREZ_ID_MATCH,401491,0,0
FLJ35220,284131,ENTREZ_ID_MATCH,284131,0,0
FLJ35258,284297,ENTREZ_ID_MATCH,284297,0,0
FLJ35282,441389,UNRESOLVED,,0,0
FLJ35379,729420,ENTREZ_ID_MATCH,729420,0,0
FLJ35390,255031,ENTREZ_ID_MATCH,255031,0,0
FLJ35409,400765,ENTREZ_ID_MATCH,400765,0,0
FLJ35424,285492,ENTREZ_ID_MATCH,285492,0,0
FLJ35429,285830,ENTREZ_ID_MATCH,285830,0,0
FLJ35740,253650,ENTREZ_ID_MATCH,253650,0,0
FLJ35767,400629,ENTREZ_ID_MATCH,400629,0,0
FLJ35776,649446,ENTREZ_ID_MATCH,649446,0,0
FLJ35785,283796,ENTREZ_ID_MATCH,283796,0,0
FLJ35801,150291,ENTREZ_ID_MATCH,150291,0,0
FLJ35816,401114,EXACT_SYMBOL,401114,0,0
FLJ35848,284071,ENTREZ_ID_MATCH,284071,0,0
FLJ35880,256076,ENTREZ_ID_MATCH,256076,0,0
FLJ35894,283847,ENTREZ_ID_MATCH,283847,0,0
FLJ35934,400579,EXACT_SYMBOL,400579,0,0
FLJ35946,503569,ENTREZ_ID_MATCH,503569,0,0
FLJ36031,168455,ENTREZ_ID_MATCH,168455,0,0
FLJ36032,284485,ENTREZ_ID_MATCH,284485,0,0
FLJ36070,284358,ENTREZ_ID_MATCH,284358,0,0
FLJ36116,388666,UNRESOLVED,,0,0
FLJ36131,338999,UNRESOLVED,,0,0
FLJ36144,283685,ENTREZ_ID_MATCH,283685,0,0
FLJ36157,375337,UNRESOLVED,,0,0
FLJ36166,349152,ENTREZ_ID_MATCH,349152,0,0
FLJ36492,284047,ENTREZ_ID_MATCH,284047,0,0
FLJ36644,400617,ENTREZ_ID_MATCH,400617,0,0
FLJ36701,283860,ENTREZ_ID_MATCH,283860,0,0
FLJ36777,730971,UNRESOLVED,,0,0
FLJ36848,647115,EXACT_SYMBOL,647115,0,0
FLJ37078,222183,ENTREZ_ID_MATCH,222183,0,0
FLJ37201,283011,EXACT_SYMBOL,283011,0,0
FLJ37228,285264,UNRESOLVED,,0,0
FLJ37307,283521,ENTREZ_ID_MATCH,283521,0,0
FLJ37396,285754,UNRESOLVED,,0,0
FLJ37453,645580,EXACT_SYMBOL,,0,0
FLJ37512,643792,UNRESOLVED,,0,0
FLJ37543,285668,ENTREZ_ID_MATCH,285668,0,0
FLJ37587,283446,ENTREZ_ID_MATCH,283446,0,0
FLJ37644,400618,ENTREZ_ID_MATCH,400618,0,0
FLJ37673,285456,ENTREZ_ID_MATCH,285456,0,0
FLJ37786,642691,EXACT_SYMBOL,642691,0,0
FLJ38377,205147,ENTREZ_ID_MATCH,205147,0,0
FLJ38379,285097,EXACT_SYMBOL,285097,0,0
FLJ38482,201931,ENTREZ_ID_MATCH,201931,0,0
FLJ38576,651430,EXACT_SYMBOL,651430,0,0
FLJ38717,401261,EXACT_SYMBOL,401261,0,0
FLJ38723,255180,UNRESOLVED,,0,0
FLJ38773,284808,EXACT_SYMBOL,284808,0,0
FLJ38969,401303,ENTREZ_ID_MATCH,401303,0,0
FLJ38973,205327,ENTREZ_ID_MATCH,205327,0,0
FLJ39061,165057,UNRESOLVED,,0,0
FLJ39080,441355,EXACT_SYMBOL,441355,0,0
FLJ39632,642477,ENTREZ_ID_MATCH,642477,0,0
FLJ39639,283876,ENTREZ_ID_MATCH,283876,0,0
FLJ39653,202020,ENTREZ_ID_MATCH,202020,0,0
FLJ39660,284992,ENTREZ_ID_MATCH,284992,0,0
FLJ39739,388685,ENTREZ_ID_MATCH,388685,0,0
FLJ39827,139285,ENTREZ_ID_MATCH,139285,0,0
FLJ40039,647662,UNRESOLVED,,0,0
FLJ40113,374650,ENTREZ_ID_MATCH,374650,0,0
FLJ40125,147699,ENTREZ_ID_MATCH,147699,0,0
FLJ40194,124871,UNRESOLVED,,0,0
FLJ40244,254272,ENTREZ_ID_MATCH,254272,0,0
FLJ40288,286023,EXACT_SYMBOL,286023,0,0
FLJ40292,643210,ENTREZ_ID_MATCH,643210,0,0
FLJ40296,122183,ENTREZ_ID_MATCH,122183,0,0
FLJ40330,645784,ENTREZ_ID_MATCH,645784,0,0
FLJ40411,375316,UNRESOLVED,,0,0
FLJ40434,163742,ENTREZ_ID_MATCH,163742,0,0
FLJ40448,339059,UNRESOLVED,,0,0
FLJ40453,401217,UNRESOLVED,,0,0
FLJ40473,285226,UNRESOLVED,,0,0
FLJ40504,284085,UNRESOLVED,,0,0
FLJ40606,643549,ENTREZ_ID_MATCH,643549,0,0
FLJ40672,732283,UNRESOLVED,,0,0
FLJ40712,401044,UNRESOLVED,,0,0
FLJ40722,285966,ENTREZ_ID_MATCH,285966,0,0
FLJ40852,285962,ENTREZ_ID_MATCH,285962,0,0
FLJ41046,400940,ENTREZ_ID_MATCH,400940,0,0
FLJ41047,399968,UNRESOLVED,,0,0
FLJ41170,440200,EXACT_SYMBOL,440200,0,0
FLJ41200,401492,UNRESOLVED,,0,0
FLJ41327,401045,UNRESOLVED,,0,0
FLJ41352,150776,ENTREZ_ID_MATCH,150776,0,0
FLJ41423,399886,UNRESOLVED,,0,0
FLJ41481,400945,UNRESOLVED,,0,0
FLJ41484,650669,ENTREZ_ID_MATCH,650669,0,0
FLJ41562,401136,UNRESOLVED,,0,0
FLJ41603,389337,ENTREZ_ID_MATCH,389337,0,0
FLJ41649,401260,ENTREZ_ID_MATCH,401260,0,0
FLJ41733,400870,UNRESOLVED,,0,0
FLJ41766,400508,UNRESOLVED,,0,0
FLJ41821,401011,UNRESOLVED,,0,0
FLJ41841,401263,UNRESOLVED,,0,0
FLJ41856,388550,UNRESOLVED,,0,0
FLJ41941,100192420,UNRESOLVED,,0,0
FLJ42102,399923,UNRESOLVED,,0,0
FLJ42133,400844,UNRESOLVED,,0,0
FLJ42177,401271,UNRESOLVED,,0,0
FLJ42220,400207,UNRESOLVED,,0,0
FLJ42258,440049,UNRESOLVED,,0,0
FLJ42280,401388,UNRESOLVED,,0,0
FLJ42289,388182,ENTREZ_ID_MATCH,388182,0,0
FLJ42291,346547,UNRESOLVED,,0,0
FLJ42393,401105,UNRESOLVED,,0,0
FLJ42418,400941,ENTREZ_ID_MATCH,400941,0,0
FLJ42562,400954,ENTREZ_ID_MATCH,400954,0,0
FLJ42627,645644,EXACT_SYMBOL,645644,0,0
FLJ42709,441094,ENTREZ_ID_MATCH,441094,0,0
FLJ42842,440446,UNRESOLVED,,0,0
FLJ42875,440556,ENTREZ_ID_MATCH,440556,0,0
FLJ42953,400892,UNRESOLVED,,0,0
FLJ42957,400077,UNRESOLVED,,0,0
FLJ42986,389012,UNRESOLVED,,0,0
FLJ43080,642987,ENTREZ_ID_MATCH,642987,0,0
FLJ43093,401258,UNRESOLVED,,0,0
FLJ43276,388165,UNRESOLVED,,0,0
FLJ43390,646113,ENTREZ_ID_MATCH,646113,0,0
FLJ43663,378805,ENTREZ_ID_MATCH,378805,0,0
FLJ43681,388574,UNRESOLVED,,0,0
FLJ43752,401253,UNRESOLVED,,0,0
FLJ43763,642316,UNRESOLVED,,0,0
FLJ43806,399563,UNRESOLVED,,0,0
FLJ43826,342666,UNRESOLVED,,0,0
FLJ43859,389761,ENTREZ_ID_MATCH,389761,0,0
FLJ43860,389690,UNRESOLVED,,0,0
FLJ43870,400686,UNRESOLVED,,0,0
FLJ43879,401039,UNRESOLVED,,0,0
FLJ43950,347127,UNRESOLVED,,0,0
FLJ43980,124149,UNRESOLVED,,0,0
FLJ43987,388960,UNRESOLVED,,0,0
FLJ44005,400797,UNRESOLVED,,0,0
FLJ44006,400997,UNRESOLVED,,0,0
FLJ44048,401024,ENTREZ_ID_MATCH,401024,0,0
FLJ44054,643365,ENTREZ_ID_MATCH,643365,0,0
FLJ44060,346288,UNRESOLVED,,0,0
FLJ44076,401080,UNRESOLVED,,0,0
FLJ44082,389762,ENTREZ_ID_MATCH,389762,0,0
FLJ44112,374467,UNRESOLVED,,0,0
FLJ44124,641737,UNRESOLVED,,0,0
FLJ44186,346689,ENTREZ_ID_MATCH,346689,0,0
FLJ44216,375484,ENTREZ_ID_MATCH,375484,0,0
FLJ44290,375347,UNRESOLVED,,0,0
FLJ44313,400658,UNRESOLVED,,0,0
FLJ44342,645460,UNRESOLVED,,0,0
FLJ44379,132203,ENTREZ_ID_MATCH,132203,0,0
FLJ44385,400934,UNRESOLVED,,0,0
FLJ44450,388942,ENTREZ_ID_MATCH,388942,0,0
FLJ44451,100101122,UNRESOLVED,,0,0
FLJ44477,401157,UNRESOLVED,,0,0
FLJ44606,401207,ENTREZ_ID_MATCH,401207,0,0
FLJ44635,392490,UNRESOLVED,,0,0
FLJ44653,399833,ENTREZ_ID_MATCH,399833,0,0
FLJ44674,400535,UNRESOLVED,,0,0
FLJ44790,400850,UNRESOLVED,,0,0
FLJ44817,400224,UNRESOLVED,,0,0
FLJ44861,388428,UNRESOLVED,,0,0
FLJ44881,400661,UNRESOLVED,,0,0
FLJ44955,401278,UNRESOLVED,,0,0
FLJ45032,643853,ENTREZ_ID_MATCH,643853,0,0
FLJ45079,400624,UNRESOLVED,,0,0
FLJ45121,400556,UNRESOLVED,,0,0
FLJ45139,400867,UNRESOLVED,,0,0
FLJ45202,401508,UNRESOLVED,,0,0
FLJ45244,400242,ENTREZ_ID_MATCH,400242,0,0
FLJ45248,401472,UNRESOLVED,,0,0
FLJ45256,400511,UNRESOLVED,,0,0
FLJ45300,399957,UNRESOLVED,,0,0
FLJ45337,400754,UNRESOLVED,,0,0
FLJ45340,402483,ENTREZ_ID_MATCH,402483,0,0
FLJ45422,441140,UNRESOLVED,,0,0
FLJ45445,399844,ENTREZ_ID_MATCH,399844,0,0
FLJ45455,388336,ENTREZ_ID_MATCH,388336,0,0
FLJ45513,729220,EXACT_SYMBOL,729220,1,1
FLJ45537,401535,UNRESOLVED,,0,0
FLJ45684,400666,UNRESOLVED,,0,0
FLJ45721,401123,UNRESOLVED,,0,0
FLJ45831,400576,UNRESOLVED,,0,0
FLJ45832,400841,UNRESOLVED,,0,0
FLJ45872,401478,UNRESOLVED,,0,0
FLJ45964,401040,UNRESOLVED,,0,0
FLJ45966,401120,UNRESOLVED,,0,0
FLJ45974,401337,UNRESOLVED,,0,0
FLJ45983,399717,ENTREZ_ID_MATCH,399717,0,0
FLJ45994,400645,UNRESOLVED,,0,0
FLJ46010,401191,UNRESOLVED,,0,0
FLJ46020,400863,UNRESOLVED,,0,0
FLJ46026,400627,EXACT_SYMBOL,400627,0,0
FLJ46109,653399,UNRESOLVED,,0,0
FLJ46154,196296,UNRESOLVED,,0,0
FLJ46156,341883,UNRESOLVED,,0,0
FLJ46210,389152,UNRESOLVED,,0,0
FLJ46230,400679,UNRESOLVED,,0,0
FLJ46257,400932,UNRESOLVED,,0,0
FLJ46284,441369,UNRESOLVED,,0,0
FLJ46300,399827,UNRESOLVED,,0,0
FLJ46309,649598,UNRESOLVED,,0,0
FLJ46321,389763,ENTREZ_ID_MATCH,389763,0,0
FLJ46347,389064,UNRESOLVED,,0,0
FLJ46358,400110,UNRESOLVED,,0,0
FLJ46361,375940,UNRESOLVED,,0,0
FLJ46363,400002,UNRESOLVED,,0,0
FLJ46380,388591,ENTREZ_ID_MATCH,388591,0,0
FLJ46446,441501,UNRESOLVED,,0,0
FLJ46552,401230,UNRESOLVED,,0,0
FLJ46836,401554,UNRESOLVED,,0,0
FLJ46838,440865,UNRESOLVED,,0,0
FLJ46906,441172,UNRESOLVED,,0,0
FLJ77644,728772,UNRESOLVED,,0,0
FLJ90036,255403,ENTREZ_ID_MATCH,255403,0,0
FLJ90086,389389,UNRESOLVED,,0,0
FLJ90231,112937,ENTREZ_ID_MATCH,112937,0,0
FLJ90650,206338,ENTREZ_ID_MATCH,206338,0,0
FLJ90680,400926,EXACT_SYMBOL,400926,0,0
FLJ90757,440465,ENTREZ_ID_MATCH,440465,0,0
FLNA,2316,EXACT_SYMBOL,2316,1,1
FLNB,2317,EXACT_SYMBOL,2317,1,1
FLNC,2318,EXACT_SYMBOL,2318,1,1
FLOT1,10211,EXACT_SYMBOL,10211,1,1
FLOT2,2319,EXACT_SYMBOL,2319,1,1
FLRT1,23769,EXACT_SYMBOL,23769,1,1
FLRT2,23768,EXACT_SYMBOL,23768,1,1
FLRT3,23767,EXACT_SYMBOL,23767,1,1
FLT1,2321,EXACT_SYMBOL,2321,1,1
FLT3,2322,EXACT_SYMBOL,2322,1,1
FLT3LG,2323,EXACT_SYMBOL,2323,1,1
FLT4,2324,EXACT_SYMBOL,2324,1,1
FLVCR1,28982,EXACT_SYMBOL,28982,1,1
FLVCR2,55640,EXACT_SYMBOL,55640,1,1
FLYWCH1,84256,EXACT_SYMBOL,84256,1,1
FLYWCH2,114984,EXACT_SYMBOL,114984,1,1
FMN1,342184,EXACT_SYMBOL,342184,1,1
FMN2,56776,EXACT_SYMBOL,56776,1,1
FMNL1,752,EXACT_SYMBOL,752,1,1
FMNL2,114793,EXACT_SYMBOL,114793,1,1
FMNL3,91010,EXACT_SYMBOL,91010,1,1
FMO1,2326,EXACT_SYMBOL,2326,1,1
FMO2,2327,EXACT_SYMBOL,2327,1,1
FMO3,2328,EXACT_SYMBOL,2328,1,1
FMO4,2329,EXACT_SYMBOL,2329,1,1
FMO5,2330,EXACT_SYMBOL,2330,1,1
FMO6P,388714,EXACT_SYMBOL,388714,0,0
FMO9P,116123,EXACT_SYMBOL,116123,0,0
FMOD,2331,EXACT_SYMBOL,2331,1,1
FMR1,2332,EXACT_SYMBOL,2332,1,1
FMR1NB,158521,EXACT_SYMBOL,158521,1,1
FN1,2335,EXACT_SYMBOL,2335,1,1
FN3K,64122,EXACT_SYMBOL,64122,1,1
FN3KRP,79672,EXACT_SYMBOL,79672,1,1
FNBP1,23048,EXACT_SYMBOL,23048,1,1
FNBP1L,54874,EXACT_SYMBOL,54874,1,1
FNBP4,23360,EXACT_SYMBOL,23360,1,1
FNDC1,84624,EXACT_SYMBOL,84624,1,1
FNDC3A,22862,EXACT_SYMBOL,22862,1,1
FNDC3B,64778,EXACT_SYMBOL,64778,1,1
FNDC4,64838,EXACT_SYMBOL,64838,1,1
FNDC5,252995,EXACT_SYMBOL,252995,1,1
FNDC7,163479,EXACT_SYMBOL,163479,1,1
FNDC8,54752,EXACT_SYMBOL,54752,1,1
FNIP1,96459,EXACT_SYMBOL,96459,1,1
FNIP2,57600,EXACT_SYMBOL,57600,1,1
FNTA,2339,EXACT_SYMBOL,2339,1,1
FNTB,2342,EXACT_SYMBOL,2342,1,1
FOLH1,2346,EXACT_SYMBOL,2346,1,1
FOLH1B,219595,EXACT_SYMBOL,219595,0,0
FOLR1,2348,EXACT_SYMBOL,2348,1,1
FOLR2,2350,EXACT_SYMBOL,2350,1,1
FOLR3,2352,EXACT_SYMBOL,2352,1,1
FOLR4,390243,UNRESOLVED,,0,0
FOS,2353,EXACT_SYMBOL,2353,1,1
FOSB,2354,EXACT_SYMBOL,2354,1,1
FOSL1,8061,EXACT_SYMBOL,8061,1,1
FOSL2,2355,EXACT_SYMBOL,2355,1,1
FOXA1,3169,EXACT_SYMBOL,3169,1,1
FOXA2,3170,EXACT_SYMBOL,3170,1,1
FOXA3,3171,EXACT_SYMBOL,3171,1,1
FOXB1,27023,EXACT_SYMBOL,27023,1,1
FOXB2,442425,UNRESOLVED,,1,0
FOXC1,2296,EXACT_SYMBOL,2296,1,1
