development_gene,development_entrez_ids,gpl570_status,matched_entrez_ids,gse236233_present_all9,eligible_v44
LOC100133998,100133998,UNRESOLVED,,0,0
LOC100133999,100133999,UNRESOLVED,,0,0
LOC100134000,100134000,UNRESOLVED,,0,0
LOC100134002,100134002,UNRESOLVED,,0,0
LOC100134006,100134006,UNRESOLVED,,0,0
LOC100134007,100134007,UNRESOLVED,,0,0
LOC100134009,100134009,UNRESOLVED,,0,0
LOC100134011,100134011,UNRESOLVED,,0,0
LOC100134016,100134016,UNRESOLVED,,0,0
LOC100134018,100134018,UNRESOLVED,,0,0
LOC100134022,100134022,UNRESOLVED,,0,0
LOC100134025,100134025,UNRESOLVED,,0,0
LOC100134027,100134027,UNRESOLVED,,0,0
LOC100134029,100134029,UNRESOLVED,,0,0
LOC100134031,100134031,UNRESOLVED,,0,0
LOC100134032,100134032,UNRESOLVED,,0,0
LOC100134035,100134035,UNRESOLVED,,0,0
LOC100134041,100134041,UNRESOLVED,,0,0
LOC100134047,100134047,UNRESOLVED,,0,0
LOC100134050,100134050,UNRESOLVED,,0,0
LOC100134052,100134052,UNRESOLVED,,0,0
LOC100134053,100134053,UNRESOLVED,,0,0
LOC100134055,100134055,UNRESOLVED,,0,0
LOC100134057,100134057,UNRESOLVED,,0,0
LOC100134058,100134058,UNRESOLVED,,0,0
LOC100134060,100134060,UNRESOLVED,,0,0
LOC100134067,100134067,UNRESOLVED,,0,0
LOC100134068,100134068,UNRESOLVED,,0,0
LOC100134071,100134071,UNRESOLVED,,0,0
LOC100134073,100134073,UNRESOLVED,,0,0
LOC100134076,100134076,UNRESOLVED,,0,0
LOC100134081,100134081,UNRESOLVED,,0,0
LOC100134083,100134083,UNRESOLVED,,0,0
LOC100134091,100134091,EXACT_SYMBOL,100134091,0,0
LOC100134098,100134098,UNRESOLVED,,0,0
LOC100134099,100134099,UNRESOLVED,,0,0
LOC100134100,100134100,UNRESOLVED,,0,0
LOC100134101,100134101,UNRESOLVED,,0,0
LOC100134102,100134102,UNRESOLVED,,0,0
LOC100134103,100134103,UNRESOLVED,,0,0
LOC100134108,100134108,UNRESOLVED,,0,0
LOC100134118,100134118,UNRESOLVED,,0,0
LOC100134121,100134121,UNRESOLVED,,0,0
LOC100134122,100134122,UNRESOLVED,,0,0
LOC100134134,100134134,UNRESOLVED,,0,0
LOC100134138,100134138,UNRESOLVED,,0,0
LOC100134139,100134139,UNRESOLVED,,0,0
LOC100134140,100134140,UNRESOLVED,,0,0
LOC100134144,100134144,UNRESOLVED,,0,0
LOC100134147,100134147,UNRESOLVED,,0,0
LOC100134152,100134152,UNRESOLVED,,0,0
LOC100134153,100134153,UNRESOLVED,,0,0
LOC100134157,100134157,UNRESOLVED,,0,0
LOC100134159,100134159,UNRESOLVED,,0,0
LOC100134160,100134160,UNRESOLVED,,0,0
LOC100134162,100134162,UNRESOLVED,,0,0
LOC100134167,100134167,UNRESOLVED,,0,0
LOC100134170,100134170,UNRESOLVED,,0,0
LOC100134172,100134172,UNRESOLVED,,0,0
LOC100134173,100134173,UNRESOLVED,,0,0
LOC100134174,100134174,UNRESOLVED,,0,0
LOC100134176,100134176,UNRESOLVED,,0,0
LOC100134178,100134178,UNRESOLVED,,0,0
LOC100134182,100134182,UNRESOLVED,,0,0
LOC100134188,100134188,UNRESOLVED,,0,0
LOC100134189,100134189,UNRESOLVED,,0,0
LOC100134199,100134199,UNRESOLVED,,0,0
LOC100134201,100134201,UNRESOLVED,,0,0
LOC100134209,100134209,UNRESOLVED,,0,0
LOC100134210,100134210,UNRESOLVED,,0,0
LOC100134214,100134214,UNRESOLVED,,0,0
LOC100134216,100134216,UNRESOLVED,,0,0
LOC100134217,100134217,UNRESOLVED,,0,0
LOC100134222,100134222,UNRESOLVED,,0,0
LOC100134226,100134226,UNRESOLVED,,0,0
LOC100134227,100134227,UNRESOLVED,,0,0
LOC100134228,100134228,UNRESOLVED,,0,0
LOC100134229,100134229,ENTREZ_ID_MATCH,100134229,0,0
LOC100134230,100134230,UNRESOLVED,,0,0
LOC100134233,100134233,UNRESOLVED,,0,0
LOC100134234,100134234,UNRESOLVED,,0,0
LOC100134235,100134235,UNRESOLVED,,0,0
LOC100134236,100134236,UNRESOLVED,,0,0
LOC100134239,100134239,UNRESOLVED,,0,0
LOC100134240,100134240,UNRESOLVED,,0,0
LOC100134241,100134241,UNRESOLVED,,0,0
LOC100134242,100134242,UNRESOLVED,,0,0
LOC100134244,100134244,UNRESOLVED,,0,0
LOC100134245,100134245,UNRESOLVED,,0,0
LOC100134246,100134246,UNRESOLVED,,0,0
LOC100134248,100134248,UNRESOLVED,,0,0
LOC100134252,100134252,UNRESOLVED,,0,0
LOC100134253,100134253,UNRESOLVED,,0,0
LOC100134256,100134256,UNRESOLVED,,0,0
LOC100134259,100134259,ENTREZ_ID_MATCH,100134259,0,0
LOC100134261,100134261,UNRESOLVED,,0,0
LOC100134265,100134265,UNRESOLVED,,0,0
LOC100134266,100134266,UNRESOLVED,,0,0
LOC100134267,100134267,UNRESOLVED,,0,0
LOC100134269,100134269,UNRESOLVED,,0,0
LOC100134272,100134272,UNRESOLVED,,0,0
LOC100134273,100134273,UNRESOLVED,,0,0
LOC100134274,100134274,UNRESOLVED,,0,0
LOC100134276,100134276,UNRESOLVED,,0,0
LOC100134277,100134277,UNRESOLVED,,0,0
LOC100134279,100134279,UNRESOLVED,,0,0
LOC100134280,100134280,UNRESOLVED,,0,0
LOC100134282,100134282,UNRESOLVED,,0,0
LOC100134291,100134291,UNRESOLVED,,0,0
LOC100134292,100134292,UNRESOLVED,,0,0
LOC100134294,100134294,UNRESOLVED,,0,0
LOC100134300,100134300,UNRESOLVED,,0,0
LOC100134301,100134301,UNRESOLVED,,0,0
LOC100134303,100134303,UNRESOLVED,,0,0
LOC100134304,100134304,UNRESOLVED,,0,0
LOC100134308,100134308,UNRESOLVED,,0,0
LOC100134314,100134314,UNRESOLVED,,0,0
LOC100134315,100134315,UNRESOLVED,,0,0
LOC100134318,100134318,UNRESOLVED,,0,0
LOC100134320,100134320,UNRESOLVED,,0,0
LOC100134322,100134322,UNRESOLVED,,0,0
LOC100134327,100134327,UNRESOLVED,,0,0
LOC100134328,100134328,UNRESOLVED,,0,0
LOC100134329,100134329,UNRESOLVED,,0,0
LOC100134330,100134330,UNRESOLVED,,0,0
LOC100134331,100134331,UNRESOLVED,,0,0
LOC100134333,100134333,UNRESOLVED,,0,0
LOC100134338,100134338,UNRESOLVED,,0,0
LOC100134346,100134346,UNRESOLVED,,0,0
LOC100134348,100134348,UNRESOLVED,,0,0
LOC100134353,100134353,UNRESOLVED,,0,0
LOC100134357,100134357,UNRESOLVED,,0,0
LOC100134359,100134359,UNRESOLVED,,0,0
LOC100134360,100134360,UNRESOLVED,,0,0
LOC100134361,100134361,UNRESOLVED,,0,0
LOC100134363,100134363,UNRESOLVED,,0,0
LOC100134364,100134364,UNRESOLVED,,0,0
LOC100134365,100134365,UNRESOLVED,,0,0
LOC100134366,100134366,UNRESOLVED,,0,0
LOC100134368,100134368,EXACT_SYMBOL,100134368,0,0
LOC100134370,100134370,UNRESOLVED,,0,0
LOC100134372,100134372,UNRESOLVED,,0,0
LOC100134373,100134373,UNRESOLVED,,0,0
LOC100134376,100134376,UNRESOLVED,,0,0
LOC100134379,100134379,UNRESOLVED,,0,0
LOC100134381,100134381,UNRESOLVED,,0,0
LOC100134383,100134383,UNRESOLVED,,0,0
LOC100134384,100134384,UNRESOLVED,,0,0
LOC100134387,100134387,UNRESOLVED,,0,0
LOC100134393,100134393,UNRESOLVED,,0,0
LOC100134395,100134395,UNRESOLVED,,0,0
LOC100134396,100134396,UNRESOLVED,,0,0
LOC100134397,100134397,UNRESOLVED,,0,0
LOC100134399,100134399,UNRESOLVED,,0,0
LOC100134400,100134400,UNRESOLVED,,0,0
LOC100134403,100134403,UNRESOLVED,,0,0
LOC100134404,100134404,UNRESOLVED,,0,0
LOC100134406,100134406,UNRESOLVED,,0,0
LOC100134407,100134407,UNRESOLVED,,0,0
LOC100134409,100134409,UNRESOLVED,,0,0
LOC100134412,100134412,UNRESOLVED,,0,0
LOC100134413,100134413,UNRESOLVED,,0,0
LOC100134414,100134414,UNRESOLVED,,0,0
LOC100134420,100134420,UNRESOLVED,,0,0
LOC100134423,100134423,UNRESOLVED,,0,0
LOC100134424,100134424,UNRESOLVED,,0,0
LOC100134426,100134426,UNRESOLVED,,0,0
LOC100134431,100134431,UNRESOLVED,,0,0
LOC100134435,100134435,UNRESOLVED,,0,0
LOC100134436,100134436,UNRESOLVED,,0,0
LOC100134440,100134440,UNRESOLVED,,0,0
LOC100134444,100134444,ENTREZ_ID_MATCH,100134444,0,0
LOC100134455,100134455,UNRESOLVED,,0,0
LOC100134459,100134459,UNRESOLVED,,0,0
LOC100134461,100134461,UNRESOLVED,,0,0
LOC100134466,100134466,UNRESOLVED,,0,0
LOC100134468,100134468,UNRESOLVED,,0,0
LOC100134470,100134470,UNRESOLVED,,0,0
LOC100134474,100134474,UNRESOLVED,,0,0
LOC100134475,100134475,UNRESOLVED,,0,0
LOC100134497,100134497,UNRESOLVED,,0,0
LOC100134498,100134498,UNRESOLVED,,0,0
LOC100134499,100134499,UNRESOLVED,,0,0
LOC100134504,100134504,UNRESOLVED,,0,0
LOC100134506,100134506,UNRESOLVED,,0,0
LOC100134515,100134515,UNRESOLVED,,0,0
LOC100134516,100134516,UNRESOLVED,,0,0
LOC100134517,100134517,UNRESOLVED,,0,0
LOC100134522,100134522,UNRESOLVED,,0,0
LOC100134524,100134524,UNRESOLVED,,0,0
LOC100134528,100134528,UNRESOLVED,,0,0
LOC100134530,100134530,UNRESOLVED,,0,0
LOC100134537,100134537,UNRESOLVED,,0,0
LOC100134539,100134539,UNRESOLVED,,0,0
LOC100134540,100134540,UNRESOLVED,,0,0
LOC100134543,100134543,UNRESOLVED,,0,0
LOC100134549,100134549,UNRESOLVED,,0,0
LOC100134550,100134550,UNRESOLVED,,0,0
LOC100134551,100134551,UNRESOLVED,,0,0
LOC100134557,100134557,UNRESOLVED,,0,0
LOC100134560,100134560,UNRESOLVED,,0,0
LOC100134562,100134562,UNRESOLVED,,0,0
LOC100134563,100134563,UNRESOLVED,,0,0
LOC100134568,100134568,UNRESOLVED,,0,0
LOC100134571,100134571,UNRESOLVED,,0,0
LOC100134580,100134580,UNRESOLVED,,0,0
LOC100134582,100134582,UNRESOLVED,,0,0
LOC100134584,100134584,UNRESOLVED,,0,0
LOC100134587,100134587,UNRESOLVED,,0,0
LOC100134591,100134591,UNRESOLVED,,0,0
LOC100134592,100134592,UNRESOLVED,,0,0
LOC100134598,100134598,UNRESOLVED,,0,0
LOC100134600,100134600,UNRESOLVED,,0,0
LOC100134601,100134601,UNRESOLVED,,0,0
LOC100134609,100134609,UNRESOLVED,,0,0
LOC100134624,100134624,UNRESOLVED,,0,0
LOC100134634,100134634,UNRESOLVED,,0,0
LOC100134638,100134638,UNRESOLVED,,0,0
LOC100134644,100134644,UNRESOLVED,,0,0
LOC100134648,100134648,UNRESOLVED,,0,0
LOC100134651,100134651,UNRESOLVED,,0,0
LOC100134654,100134654,UNRESOLVED,,0,0
LOC100134655,100134655,UNRESOLVED,,0,0
LOC100134658,100134658,UNRESOLVED,,0,0
LOC100134660,100134660,UNRESOLVED,,0,0
LOC100134667,100134667,UNRESOLVED,,0,0
LOC100134668,100134668,UNRESOLVED,,0,0
LOC100134669,100134669,UNRESOLVED,,0,0
LOC100134672,100134672,UNRESOLVED,,0,0
LOC100134674,100134674,UNRESOLVED,,0,0
LOC100134675,100134675,UNRESOLVED,,0,0
LOC100134676,100134676,UNRESOLVED,,0,0
LOC100134687,100134687,UNRESOLVED,,0,0
LOC100134688,100134688,UNRESOLVED,,0,0
LOC100134699,100134699,UNRESOLVED,,0,0
LOC100134700,100134700,UNRESOLVED,,0,0
LOC100134703,100134703,UNRESOLVED,,0,0
LOC100134708,100134708,UNRESOLVED,,0,0
LOC100134710,100134710,UNRESOLVED,,0,0
LOC100134711,100134711,UNRESOLVED,,0,0
LOC100134712,100134712,UNRESOLVED,,0,0
LOC100134713,100134713,ENTREZ_ID_MATCH,100134713,0,0
LOC100134719,100134719,UNRESOLVED,,0,0
LOC100134722,100134722,UNRESOLVED,,0,0
LOC100134728,100134728,UNRESOLVED,,0,0
LOC100134734,100134734,UNRESOLVED,,0,0
LOC100134735,100134735,UNRESOLVED,,0,0
LOC100134739,100134739,UNRESOLVED,,0,0
LOC100134742,100134742,UNRESOLVED,,0,0
LOC100134743,100134743,UNRESOLVED,,0,0
LOC100134744,100134744,UNRESOLVED,,0,0
LOC100134764,100134764,UNRESOLVED,,0,0
LOC100134766,100134766,UNRESOLVED,,0,0
LOC100134768,100134768,UNRESOLVED,,0,0
LOC100134769,100134769,UNRESOLVED,,0,0
LOC100134773,100134773,UNRESOLVED,,0,0
LOC100134774,100134774,UNRESOLVED,,0,0
LOC100134778,100134778,UNRESOLVED,,0,0
LOC100134785,100134785,UNRESOLVED,,0,0
LOC100134787,100134787,UNRESOLVED,,0,0
LOC100134791,100134791,UNRESOLVED,,0,0
LOC100134793,100134793,UNRESOLVED,,0,0
LOC100134794,100134794,UNRESOLVED,,0,0
LOC100134796,100134796,UNRESOLVED,,0,0
LOC100134802,100134802,UNRESOLVED,,0,0
LOC100134805,100134805,UNRESOLVED,,0,0
LOC100134812,100134812,UNRESOLVED,,0,0
LOC100134814,100134814,UNRESOLVED,,0,0
LOC100134815,100134815,UNRESOLVED,,0,0
LOC100134816,100134816,UNRESOLVED,,0,0
LOC100134819,100134819,UNRESOLVED,,0,0
LOC100134821,100134821,UNRESOLVED,,0,0
LOC100134822,100134822,EXACT_SYMBOL,100134822,0,0
LOC100134825,100134825,UNRESOLVED,,0,0
LOC100134868,100134868,UNRESOLVED,,0,0
LOC100144603,100144603,ENTREZ_ID_MATCH,100144603,0,0
LOC100144604,100144604,ENTREZ_ID_MATCH,100144604,0,0
LOC100169752,100169752,ENTREZ_ID_MATCH,100169752,0,0
LOC100170939,100170939,UNRESOLVED,,0,0
LOC100188947,100188947,UNRESOLVED,,0,0
LOC100188949,100188949,UNRESOLVED,,0,0
LOC100189589,100189589,ENTREZ_ID_MATCH,100189589,0,0
LOC100190938,100190938,ENTREZ_ID_MATCH,100190938,0,0
LOC100190939,100190939,ENTREZ_ID_MATCH,100190939,0,0
LOC100190940,100190940,UNRESOLVED,,0,0
LOC100190986,100190986,EXACT_SYMBOL,100190986,0,0
LOC100192378,100192378,ENTREZ_ID_MATCH,100192378,0,0
LOC100192379,100192379,ENTREZ_ID_MATCH,100192379,0,0
LOC100192426,100192426,UNRESOLVED,,0,0
LOC100216001,100216001,UNRESOLVED,,0,0
LOC100216545,100216545,ENTREZ_ID_MATCH,100216545,0,0
LOC100233209,100233209,ENTREZ_ID_MATCH,100233209,0,0
LOC113230,113230,EXACT_SYMBOL,113230,0,0
LOC113386,113386,UNRESOLVED,,0,0
LOC115648,115648,UNRESOLVED,,0,0
LOC116349,116349,ENTREZ_ID_MATCH,116349,0,0
LOC116412,116412,ENTREZ_ID_MATCH,116412,0,0
LOC116437,116437,ENTREZ_ID_MATCH,116437,0,0
LOC118945,118945,UNRESOLVED,,0,0
LOC119358,119358,UNRESOLVED,,0,0
LOC120364,120364,UNRESOLVED,,0,0
LOC120376,120376,ENTREZ_ID_MATCH,120376,0,0
LOC120824,120824,UNRESOLVED,,0,0
LOC121006,121006,ENTREZ_ID_MATCH,121006,0,0
LOC121296,121296,UNRESOLVED,,0,0
LOC121456,121456,UNRESOLVED,,0,0
LOC121792,121792,UNRESOLVED,,0,0
LOC121838,121838,ENTREZ_ID_MATCH,121838,0,0
LOC121906,121906,UNRESOLVED,,0,0
LOC121952,121952,ENTREZ_ID_MATCH,121952,0,0
LOC121981,121981,UNRESOLVED,,0,0
LOC122038,122038,UNRESOLVED,,0,0
LOC123688,123688,ENTREZ_ID_MATCH,123688,0,0
LOC123855,123855,UNRESOLVED,,0,0
LOC123876,123876,ENTREZ_ID_MATCH,123876,0,0
LOC124216,124216,UNRESOLVED,,0,0
LOC124220,124220,ENTREZ_ID_MATCH,124220,0,0
LOC124512,124512,ENTREZ_ID_MATCH,124512,0,0
LOC124685,124685,UNRESOLVED,,0,0
LOC126075,126075,ENTREZ_ID_MATCH,126075,0,0
LOC126235,126235,UNRESOLVED,,0,0
LOC126520,126520,ENTREZ_ID_MATCH,126520,0,0
LOC126536,126536,ENTREZ_ID_MATCH,126536,0,0
LOC126661,126661,ENTREZ_ID_MATCH,126661,0,0
LOC126767,126767,UNRESOLVED,,0,0
LOC126860,126860,UNRESOLVED,,0,0
LOC126987,126987,UNRESOLVED,,0,0
LOC127011,127011,UNRESOLVED,,0,0
LOC127099,127099,UNRESOLVED,,0,0
LOC127150,127150,UNRESOLVED,,0,0
LOC127295,127295,UNRESOLVED,,0,0
LOC127406,127406,UNRESOLVED,,0,0
LOC127602,127602,ENTREZ_ID_MATCH,127602,0,0
LOC128102,128102,UNRESOLVED,,0,0
LOC128192,128192,UNRESOLVED,,0,0
LOC128322,128322,ENTREZ_ID_MATCH,128322,0,0
LOC129870,129870,UNRESOLVED,,0,0
LOC130678,130678,UNRESOLVED,,0,0
LOC130773,130773,UNRESOLVED,,0,0
LOC131054,131054,UNRESOLVED,,0,0
LOC131055,131055,UNRESOLVED,,0,0
LOC131185,131185,UNRESOLVED,,0,0
LOC131691,131691,UNRESOLVED,,0,0
LOC131873,131873,ENTREZ_ID_MATCH,131873,0,0
LOC131909,131909,UNRESOLVED,,0,0
LOC132203,132203,ENTREZ_ID_MATCH,132203,0,0
LOC132241,132241,ENTREZ_ID_MATCH,132241,0,0
LOC132706,132706,UNRESOLVED,,0,0
LOC132707,132707,UNRESOLVED,,0,0
LOC133185,133185,UNRESOLVED,,0,0
LOC133491,133491,ENTREZ_ID_MATCH,133491,0,0
LOC133609,133609,UNRESOLVED,,0,0
LOC133874,133874,ENTREZ_ID_MATCH,133874,0,0
LOC133993,133993,UNRESOLVED,,0,0
LOC134121,134121,ENTREZ_ID_MATCH,134121,0,0
LOC134145,134145,ENTREZ_ID_MATCH,134145,0,0
LOC134466,134466,ENTREZ_ID_MATCH,134466,0,0
LOC134505,134505,UNRESOLVED,,0,0
LOC134541,134541,UNRESOLVED,,0,0
LOC134997,134997,UNRESOLVED,,0,0
LOC136143,136143,UNRESOLVED,,0,0
LOC136157,136157,UNRESOLVED,,0,0
LOC136288,136288,ENTREZ_ID_MATCH,136288,0,0
LOC137107,137107,UNRESOLVED,,0,0
LOC138652,138652,UNRESOLVED,,0,0
LOC138864,138864,UNRESOLVED,,0,0
LOC139046,139046,UNRESOLVED,,0,0
LOC139116,139116,UNRESOLVED,,0,0
LOC139363,139363,UNRESOLVED,,0,0
LOC139431,139431,UNRESOLVED,,0,0
LOC139542,139542,UNRESOLVED,,0,0
LOC139587,139587,UNRESOLVED,,0,0
LOC139735,139735,ENTREZ_ID_MATCH,139735,0,0
LOC142937,142937,EXACT_SYMBOL,142937,0,0
LOC143188,143188,EXACT_SYMBOL,143188,0,0
LOC143543,143543,UNRESOLVED,,0,0
LOC143666,143666,UNRESOLVED,,0,0
LOC143678,143678,ENTREZ_ID_MATCH,143678,0,0
LOC143941,143941,ENTREZ_ID_MATCH,143941,0,0
LOC144383,144383,UNRESOLVED,,0,0
LOC144438,144438,UNRESOLVED,,0,0
LOC144481,144481,ENTREZ_ID_MATCH,144481,0,0
LOC144678,144678,UNRESOLVED,,0,0
LOC144742,144742,ENTREZ_ID_MATCH,144742,0,0
LOC144776,144776,ENTREZ_ID_MATCH,144776,0,0
LOC144817,144817,ENTREZ_ID_MATCH,144817,0,0
LOC145783,145783,EXACT_SYMBOL,145783,0,0
LOC145814,145814,UNRESOLVED,,0,0
LOC145820,145820,ENTREZ_ID_MATCH,145820,0,0
LOC145837,145837,EXACT_SYMBOL,145837,0,0
LOC145845,145845,EXACT_SYMBOL,145845,0,0
LOC145853,145853,ENTREZ_ID_MATCH,145853,0,0
LOC146053,146053,UNRESOLVED,,0,0
LOC146177,146177,ENTREZ_ID_MATCH,146177,0,0
LOC146439,146439,ENTREZ_ID_MATCH,146439,0,0
LOC146481,146481,UNRESOLVED,,0,0
LOC146517,146517,UNRESOLVED,,0,0
LOC146909,146909,ENTREZ_ID_MATCH,146909,0,0
LOC147645,147645,ENTREZ_ID_MATCH,147645,0,0
LOC147646,147646,ENTREZ_ID_MATCH,147646,0,0
LOC147650,147650,ENTREZ_ID_MATCH,147650,0,0
LOC147670,147670,ENTREZ_ID_MATCH,147670,0,0
LOC147710,147710,UNRESOLVED,,0,0
LOC147727,147727,ENTREZ_ID_MATCH,147727,0,0
LOC147804,147804,UNRESOLVED,,0,0
LOC147975,147975,UNRESOLVED,,0,0
LOC148003,148003,UNRESOLVED,,0,0
LOC148137,148137,ENTREZ_ID_MATCH,148137,0,0
LOC148203,148203,ENTREZ_ID_MATCH,148203,0,0
LOC148413,148413,EXACT_SYMBOL,148413,0,0
LOC148430,148430,UNRESOLVED,,0,0
LOC148696,148696,EXACT_SYMBOL,148696,0,0
LOC148709,148709,EXACT_SYMBOL,148709,0,0
LOC148766,148766,UNRESOLVED,,0,0
LOC148915,148915,UNRESOLVED,,0,0
LOC149069,149069,ENTREZ_ID_MATCH,149069,0,0
LOC149086,149086,ENTREZ_ID_MATCH,149086,0,0
LOC149134,149134,ENTREZ_ID_MATCH,149134,0,0
LOC149224,149224,UNRESOLVED,,0,0
LOC149351,149351,EXACT_SYMBOL,149351,0,0
LOC149448,149448,UNRESOLVED,,0,0
LOC149478,149478,ENTREZ_ID_MATCH,149478,0,0
LOC149501,149501,UNRESOLVED,,0,0
LOC149620,149620,ENTREZ_ID_MATCH,149620,0,0
LOC149837,149837,ENTREZ_ID_MATCH,149837,0,0
LOC149950,149950,UNRESOLVED,,0,0
LOC150051,150051,EXACT_SYMBOL,150051,0,0
LOC150185,150185,ENTREZ_ID_MATCH,150185,0,0
LOC150207,150207,UNRESOLVED,,0,0
LOC150223,150223,ENTREZ_ID_MATCH,150223,0,0
LOC150356,150356,ENTREZ_ID_MATCH,150356,0,0
LOC150383,150383,ENTREZ_ID_MATCH,150383,0,0
LOC150568,150568,ENTREZ_ID_MATCH,150568,0,0
LOC150577,150577,ENTREZ_ID_MATCH,150577,0,0
LOC150759,150759,ENTREZ_ID_MATCH,150759,0,0
LOC150763,150763,ENTREZ_ID_MATCH,150763,0,0
LOC150786,150786,ENTREZ_ID_MATCH,150786,0,0
LOC151121,151121,EXACT_SYMBOL,151121,0,0
LOC151162,151162,UNRESOLVED,,0,0
LOC151174,151174,EXACT_SYMBOL,151174,0,0
LOC151234,151234,UNRESOLVED,,0,0
LOC151300,151300,ENTREZ_ID_MATCH,151300,0,0
LOC151457,151457,UNRESOLVED,,0,0
LOC151534,151534,ENTREZ_ID_MATCH,151534,0,0
LOC151579,151579,UNRESOLVED,,0,0
LOC151658,151658,ENTREZ_ID_MATCH,151658,0,0
LOC151760,151760,EXACT_SYMBOL,151760,0,0
LOC152024,152024,ENTREZ_ID_MATCH,152024,0,0
LOC152084,152084,UNRESOLVED,,0,0
LOC152118,152118,ENTREZ_ID_MATCH,152118,0,0
LOC152195,152195,ENTREZ_ID_MATCH,152195,0,0
LOC152217,152217,ENTREZ_ID_MATCH,152217,0,0
LOC152225,152225,EXACT_SYMBOL,152225,0,0
LOC152578,152578,EXACT_SYMBOL,152578,0,0
LOC152586,152586,EXACT_SYMBOL,152586,0,0
LOC152663,152663,UNRESOLVED,,0,0
LOC152667,152667,UNRESOLVED,,0,0
LOC152742,152742,ENTREZ_ID_MATCH,152742,0,0
LOC152845,152845,UNRESOLVED,,0,0
LOC153328,153328,ENTREZ_ID_MATCH,153328,0,0
LOC153561,153561,UNRESOLVED,,0,0
LOC153684,153684,EXACT_SYMBOL,153684,0,0
LOC154449,154449,UNRESOLVED,,0,0
LOC154761,154761,EXACT_SYMBOL,154761,0,0
LOC154822,154822,ENTREZ_ID_MATCH,154822,0,0
LOC154860,154860,UNRESOLVED,,0,0
LOC154872,154872,EXACT_SYMBOL,154872,0,0
LOC155060,155060,EXACT_SYMBOL,155060,0,0
LOC155100,155100,UNRESOLVED,,0,0
LOC157627,157627,ENTREZ_ID_MATCH,157627,0,0
LOC158160,158160,ENTREZ_ID_MATCH,158160,0,0
LOC158257,158257,ENTREZ_ID_MATCH,158257,0,0
LOC158301,158301,UNRESOLVED,,0,0
LOC158318,158318,UNRESOLVED,,0,0
LOC158345,158345,UNRESOLVED,,0,0
LOC158376,158376,ENTREZ_ID_MATCH,158376,0,0
LOC158381,158381,ENTREZ_ID_MATCH,158381,0,0
LOC158572,158572,ENTREZ_ID_MATCH,158572,0,0
LOC158730,158730,UNRESOLVED,,0,0
LOC158825,158825,UNRESOLVED,,0,0
LOC161527,161527,UNRESOLVED,,0,0
LOC162073,162073,ENTREZ_ID_MATCH,162073,0,0
LOC162632,162632,UNRESOLVED,,0,0
LOC163233,163233,UNRESOLVED,,0,0
LOC164380,164380,ENTREZ_ID_MATCH,164380,0,0
LOC165186,165186,ENTREZ_ID_MATCH,165186,0,0
LOC168474,168474,UNRESOLVED,,0,0
LOC169834,169834,ENTREZ_ID_MATCH,169834,0,0
LOC196120,196120,UNRESOLVED,,0,0
LOC196549,196549,UNRESOLVED,,0,0
LOC196752,196752,UNRESOLVED,,0,0
LOC196993,196993,ENTREZ_ID_MATCH,196993,0,0
LOC197135,197135,ENTREZ_ID_MATCH,197135,0,0
LOC197350,197350,ENTREZ_ID_MATCH,197350,0,0
LOC199800,199800,ENTREZ_ID_MATCH,199800,0,0
LOC199882,199882,UNRESOLVED,,0,0
LOC199897,199897,UNRESOLVED,,0,0
LOC200030,200030,ENTREZ_ID_MATCH,200030,0,0
LOC200261,200261,ENTREZ_ID_MATCH,200261,0,0
LOC200420,200420,ENTREZ_ID_MATCH,200420,0,0
LOC200493,200493,UNRESOLVED,,0,0
LOC200726,200726,UNRESOLVED,,0,0
LOC201140,201140,ENTREZ_ID_MATCH,201140,0,0
LOC201175,201175,UNRESOLVED,,0,0
LOC201229,201229,ENTREZ_ID_MATCH,201229,0,0
LOC201651,201651,ENTREZ_ID_MATCH,201651,0,0
LOC201725,201725,ENTREZ_ID_MATCH,201725,0,0
LOC202051,202051,ENTREZ_ID_MATCH,202051,0,0
LOC202134,202134,ENTREZ_ID_MATCH,202134,0,0
LOC202181,202181,EXACT_SYMBOL,202181,0,0
LOC202227,202227,UNRESOLVED,,0,0
LOC202459,202459,ENTREZ_ID_MATCH,202459,0,0
LOC202781,202781,ENTREZ_ID_MATCH,202781,0,0
LOC203235,203235,UNRESOLVED,,0,0
LOC203510,203510,UNRESOLVED,,0,0
LOC203547,203547,ENTREZ_ID_MATCH,203547,0,0
LOC205251,205251,ENTREZ_ID_MATCH,205251,0,0
LOC206227,206227,UNRESOLVED,,0,0
LOC219347,219347,ENTREZ_ID_MATCH,219347,0,0
LOC220077,220077,EXACT_SYMBOL,220077,0,0
LOC220115,220115,UNRESOLVED,,0,0
LOC220416,220416,ENTREZ_ID_MATCH,220416,0,0
LOC220429,220429,UNRESOLVED,,0,0
LOC220433,220433,UNRESOLVED,,0,0
LOC220594,220594,ENTREZ_ID_MATCH,220594,0,0
LOC220686,220686,UNRESOLVED,,0,0
LOC220729,220729,EXACT_SYMBOL,220729,0,0
LOC220930,220930,ENTREZ_ID_MATCH,220930,0,0
LOC220998,220998,UNRESOLVED,,0,0
LOC221136,221136,UNRESOLVED,,0,0
LOC221442,221442,ENTREZ_ID_MATCH,221442,0,0
LOC221710,221710,ENTREZ_ID_MATCH,221710,0,0
LOC221981,221981,ENTREZ_ID_MATCH,221981,0,0
