fold,repeat,fold_within_repeat,r,n_train,n_test,n_pos_train,n_pos_test,leading_abs_eigenvalue,pr_auc,roc_auc,balanced_accuracy,sensitivity,specificity
73,15,3,4,77,19,11,2,64.98460857116514,0.3611111111111111,0.7647058823529411,0.6617647058823529,0.5,0.8235294117647058
73,15,3,8,77,19,11,2,64.98460857116514,0.45,0.8823529411764706,0.8823529411764706,1.0,0.7647058823529411
73,15,3,16,77,19,11,2,64.98460857116514,0.3666666666666667,0.8529411764705882,0.6911764705882353,0.5,0.8823529411764706
74,15,4,4,77,19,10,3,64.81647073511192,0.7380952380952381,0.7708333333333333,0.6145833333333333,0.6666666666666666,0.5625
74,15,4,8,77,19,10,3,64.81647073511192,0.6111111111111112,0.6666666666666666,0.7395833333333333,0.6666666666666666,0.8125
74,15,4,16,77,19,10,3,64.81647073511192,0.8055555555555556,0.9583333333333334,0.8020833333333333,0.6666666666666666,0.9375
75,15,5,4,77,19,10,3,68.10885344476259,0.44285714285714284,0.8333333333333334,0.75,1.0,0.5
75,15,5,8,77,19,10,3,68.10885344476259,0.2547008547008547,0.5833333333333333,0.5416666666666666,0.3333333333333333,0.75
75,15,5,16,77,19,10,3,68.10885344476259,0.23333333333333334,0.5833333333333334,0.4375,0.0,0.875
76,16,1,4,76,20,10,3,71.47613860469855,0.1824074074074074,0.49019607843137253,0.5980392156862745,0.6666666666666666,0.5294117647058824
76,16,1,8,76,20,10,3,71.47613860469855,0.20787545787545786,0.5686274509803921,0.6568627450980392,0.6666666666666666,0.6470588235294118
76,16,1,16,76,20,10,3,71.47613860469855,0.41111111111111115,0.8431372549019608,0.8823529411764706,1.0,0.7647058823529411
77,16,2,4,77,19,11,2,56.79052098025532,0.2111111111111111,0.6764705882352942,0.7058823529411764,1.0,0.4117647058823529
77,16,2,8,77,19,11,2,56.79052098025532,0.3333333333333333,0.8235294117647058,0.6323529411764706,0.5,0.7647058823529411
77,16,2,16,77,19,11,2,56.79052098025532,0.5769230769230769,0.6764705882352942,0.6911764705882353,0.5,0.8823529411764706
78,16,3,4,77,19,11,2,59.04581979754423,0.225,0.7058823529411764,0.5735294117647058,0.5,0.6470588235294118
78,16,3,8,77,19,11,2,59.04581979754423,0.5909090909090909,0.7352941176470589,0.6323529411764706,0.5,0.7647058823529411
78,16,3,16,77,19,11,2,59.04581979754423,0.5769230769230769,0.6764705882352942,0.6617647058823529,0.5,0.8235294117647058
79,16,4,4,77,19,10,3,58.077405340031774,0.173109243697479,0.4166666666666667,0.40625,0.0,0.8125
79,16,4,8,77,19,10,3,58.077405340031774,0.3032679738562092,0.6041666666666666,0.6041666666666666,0.3333333333333333,0.875
79,16,4,16,77,19,10,3,58.077405340031774,0.24523809523809526,0.625,0.40625,0.0,0.8125
80,16,5,4,77,19,10,3,63.478593902170026,0.8666666666666667,0.9583333333333334,0.875,1.0,0.75
80,16,5,8,77,19,10,3,63.478593902170026,0.5714285714285714,0.7291666666666667,0.7083333333333333,0.6666666666666666,0.75
80,16,5,16,77,19,10,3,63.478593902170026,0.7666666666666666,0.8541666666666666,0.8020833333333333,0.6666666666666666,0.9375
81,17,1,4,76,20,10,3,70.56187485089237,0.4666666666666667,0.8627450980392156,0.7450980392156863,0.6666666666666666,0.8235294117647058
81,17,1,8,76,20,10,3,70.56187485089237,0.40277777777777773,0.8235294117647058,0.7156862745098038,0.6666666666666666,0.7647058823529411
81,17,1,16,76,20,10,3,70.56187485089237,0.33134920634920634,0.7647058823529411,0.5784313725490196,0.3333333333333333,0.8235294117647058
82,17,2,4,77,19,11,2,61.5062394794548,0.3269230769230769,0.6470588235294117,0.6323529411764706,0.5,0.7647058823529411
82,17,2,8,77,19,11,2,61.5062394794548,0.14583333333333331,0.4411764705882353,0.6029411764705883,0.5,0.7058823529411765
82,17,2,16,77,19,11,2,61.5062394794548,0.1388888888888889,0.47058823529411764,0.4117647058823529,0.0,0.8235294117647058
83,17,3,4,77,19,11,2,60.064204588423365,0.6666666666666666,0.8823529411764706,0.7058823529411764,1.0,0.4117647058823529
83,17,3,8,77,19,11,2,60.064204588423365,0.8333333333333333,0.9705882352941176,0.8823529411764706,1.0,0.7647058823529411
83,17,3,16,77,19,11,2,60.064204588423365,0.5833333333333333,0.9411764705882353,0.9705882352941176,1.0,0.9411764705882353
84,17,4,4,77,19,10,3,69.07132404551707,0.5625,0.6875,0.6770833333333333,0.6666666666666666,0.6875
84,17,4,8,77,19,10,3,69.07132404551707,0.22086247086247088,0.5416666666666667,0.47916666666666663,0.3333333333333333,0.625
84,17,4,16,77,19,10,3,69.07132404551707,0.41666666666666663,0.75,0.7708333333333333,0.6666666666666666,0.875
85,17,5,4,77,19,10,3,50.05566067841172,0.5396825396825397,0.7708333333333333,0.5104166666666666,0.3333333333333333,0.6875
85,17,5,8,77,19,10,3,50.05566067841172,0.5916666666666666,0.8333333333333333,0.7395833333333333,0.6666666666666666,0.8125
85,17,5,16,77,19,10,3,50.05566067841172,0.6095238095238096,0.8541666666666666,0.6041666666666666,0.3333333333333333,0.875
86,18,1,4,76,20,10,3,62.73370390046474,0.30757575757575756,0.7254901960784313,0.6568627450980392,0.6666666666666666,0.6470588235294118
86,18,1,8,76,20,10,3,62.73370390046474,0.17032967032967034,0.4509803921568627,0.3235294117647059,0.0,0.6470588235294118
86,18,1,16,76,20,10,3,62.73370390046474,0.5,0.8431372549019607,0.6372549019607843,0.3333333333333333,0.9411764705882353
87,18,2,4,77,19,11,2,62.82742696427708,0.5769230769230769,0.6764705882352942,0.4852941176470588,0.5,0.47058823529411764
87,18,2,8,77,19,11,2,62.82742696427708,0.5714285714285714,0.6470588235294117,0.7205882352941176,0.5,0.9411764705882353
87,18,2,16,77,19,11,2,62.82742696427708,0.75,0.9411764705882353,0.7205882352941176,0.5,0.9411764705882353
88,18,3,4,77,19,11,2,51.76123534636502,0.29166666666666663,0.7941176470588235,0.8823529411764706,1.0,0.7647058823529411
88,18,3,8,77,19,11,2,51.76123534636502,0.6428571428571428,0.8529411764705882,0.6323529411764706,0.5,0.7647058823529411
88,18,3,16,77,19,11,2,51.76123534636502,0.41666666666666663,0.8823529411764706,0.9117647058823529,1.0,0.8235294117647058
89,18,4,4,77,19,10,3,67.35425922407077,0.7777777777777777,0.875,0.8125,1.0,0.625
89,18,4,8,77,19,10,3,67.35425922407077,0.626984126984127,0.75,0.7395833333333333,0.6666666666666666,0.8125
89,18,4,16,77,19,10,3,67.35425922407077,0.7666666666666666,0.8541666666666666,0.8333333333333333,0.6666666666666666,1.0
90,18,5,4,77,19,10,3,65.46786834528547,0.4935897435897436,0.6666666666666666,0.6458333333333333,0.6666666666666666,0.625
90,18,5,8,77,19,10,3,65.46786834528547,0.4699074074074074,0.5833333333333333,0.47916666666666663,0.3333333333333333,0.625
90,18,5,16,77,19,10,3,65.46786834528547,0.34090909090909094,0.6875,0.5416666666666666,0.3333333333333333,0.75
91,19,1,4,76,20,10,3,62.86101736979869,0.3125,0.6078431372549019,0.5686274509803921,0.6666666666666666,0.47058823529411764
91,19,1,8,76,20,10,3,62.86101736979869,0.26517273576097106,0.588235294117647,0.6274509803921569,0.6666666666666666,0.5882352941176471
91,19,1,16,76,20,10,3,62.86101736979869,0.6333333333333333,0.8823529411764706,0.7450980392156863,0.6666666666666666,0.8235294117647058
92,19,2,4,77,19,11,2,52.60819206995492,0.26785714285714285,0.7647058823529411,0.7941176470588236,1.0,0.5882352941176471
92,19,2,8,77,19,11,2,52.60819206995492,0.26666666666666666,0.7647058823529411,0.8823529411764706,1.0,0.7647058823529411
92,19,2,16,77,19,11,2,52.60819206995492,0.29166666666666663,0.7647058823529411,0.6617647058823529,0.5,0.8235294117647058
93,19,3,4,77,19,11,2,66.36587661221014,0.25,0.7352941176470588,0.6029411764705883,0.5,0.7058823529411765
93,19,3,8,77,19,11,2,66.36587661221014,0.23809523809523808,0.588235294117647,0.4411764705882353,0.0,0.8823529411764706
93,19,3,16,77,19,11,2,66.36587661221014,0.31666666666666665,0.5882352941176471,0.7205882352941176,0.5,0.9411764705882353
94,19,4,4,77,19,10,3,70.12669026133533,0.4444444444444444,0.8125,0.6458333333333333,0.6666666666666666,0.625
94,19,4,8,77,19,10,3,70.12669026133533,0.6324786324786325,0.7708333333333333,0.6458333333333333,0.6666666666666666,0.625
94,19,4,16,77,19,10,3,70.12669026133533,0.5353535353535354,0.75,0.6666666666666666,0.3333333333333333,1.0
95,19,5,4,77,19,10,3,57.00350181665689,0.5333333333333333,0.6875,0.5729166666666666,0.3333333333333333,0.8125
95,19,5,8,77,19,10,3,57.00350181665689,0.5032679738562091,0.625,0.5729166666666666,0.3333333333333333,0.8125
95,19,5,16,77,19,10,3,57.00350181665689,0.5575757575757576,0.7708333333333333,0.6354166666666666,0.3333333333333333,0.9375
96,20,1,4,76,20,10,3,58.755214112134624,0.5138888888888888,0.8627450980392156,0.7058823529411764,1.0,0.4117647058823529
96,20,1,8,76,20,10,3,58.755214112134624,0.6428571428571428,0.8823529411764706,0.7745098039215685,0.6666666666666666,0.8823529411764706
96,20,1,16,76,20,10,3,58.755214112134624,0.3416666666666666,0.784313725490196,0.7450980392156863,0.6666666666666666,0.8235294117647058
97,20,2,4,77,19,11,2,55.3360727023536,0.23333333333333334,0.5588235294117647,0.6617647058823529,0.5,0.8235294117647058
97,20,2,8,77,19,11,2,55.3360727023536,0.16666666666666666,0.5588235294117647,0.4117647058823529,0.0,0.8235294117647058
97,20,2,16,77,19,11,2,55.3360727023536,0.2,0.6470588235294118,0.47058823529411764,0.0,0.9411764705882353
98,20,3,4,77,19,11,2,67.96616948430665,0.15476190476190477,0.5,0.6029411764705883,0.5,0.7058823529411765
98,20,3,8,77,19,11,2,67.96616948430665,0.3214285714285714,0.6176470588235294,0.6323529411764706,0.5,0.7647058823529411
98,20,3,16,77,19,11,2,67.96616948430665,0.35,0.7352941176470589,0.6617647058823529,0.5,0.8235294117647058
99,20,4,4,77,19,10,3,71.56885493847409,0.4797979797979798,0.7916666666666666,0.71875,1.0,0.4375
99,20,4,8,77,19,10,3,71.56885493847409,0.3492063492063492,0.6666666666666666,0.6770833333333333,0.6666666666666666,0.6875
99,20,4,16,77,19,10,3,71.56885493847409,0.5138888888888888,0.8541666666666666,0.7708333333333333,0.6666666666666666,0.875
100,20,5,4,77,19,10,3,58.86058845825852,0.3055555555555556,0.7083333333333334,0.5104166666666666,0.3333333333333333,0.6875
100,20,5,8,77,19,10,3,58.86058845825852,0.31746031746031744,0.7291666666666666,0.6458333333333333,0.6666666666666666,0.625
100,20,5,16,77,19,10,3,58.86058845825852,0.29444444444444445,0.6875,0.5416666666666666,0.3333333333333333,0.75
