null_rep	AB_cosine	AC_cosine	BC_cosine	AB_w1	AC_w1	BC_w1	minimum_pairwise_cosine	maximum_pairwise_w1
60	0.9618488616472408	0.9881426776246147	0.9876021744218112	0.02336453864285509	0.0762948220266395	0.06344059245002698	0.9618488616472408	0.0762948220266395
61	0.985177211401524	0.9942641990159714	0.9840564329051465	0.03827854257874985	0.07564450064488991	0.048167217245262614	0.9840564329051465	0.07564450064488991
62	0.9622008187444139	0.9930692039664191	0.97743225392156	0.018411589361785934	0.06986120515031463	0.06511671027449767	0.9622008187444139	0.06986120515031463
63	0.9858313324976309	0.9965597152220801	0.9765014204762381	0.014277598699034631	0.08577251495425704	0.07878279285580353	0.9765014204762381	0.08577251495425704
64	0.9685377846611558	0.9931909896389969	0.9728164701578506	0.009589237041057255	0.07793489442672841	0.07162185743492412	0.9685377846611558	0.07793489442672841
65	0.968921554627562	0.9934996102509447	0.9769822444277689	0.01523860418398697	0.06714207566945964	0.057185895034303776	0.968921554627562	0.06714207566945964
66	0.9721325755870184	0.9931105640483974	0.9778724043875067	0.025326826381720045	0.08338705875821843	0.07017465657471425	0.9721325755870184	0.08338705875821843
67	0.9573929191482459	0.9756891928909771	0.9939492545310844	0.01191565558651801	0.07479508072829515	0.07893320050277065	0.9573929191482459	0.07893320050277065
68	0.9705942339713545	0.9924341628233879	0.9762053133839859	0.018918163357679544	0.08746823605511468	0.07340136214329777	0.9705942339713545	0.08746823605511468
69	0.9647832612653499	0.9934426825925793	0.9680485388118308	0.008331937309562757	0.07481529594320667	0.07346502349661074	0.9647832612653499	0.07481529594320667
70	0.9641533129252186	0.9789616328468834	0.9933500532955253	0.028502871509462506	0.07775707607681498	0.05993946469130663	0.9641533129252186	0.07775707607681498
71	0.9805286125875644	0.996072147415025	0.9894064301766851	0.028657277140114346	0.08116630623298482	0.06175032275116956	0.9805286125875644	0.08116630623298482
72	0.989028184738834	0.9961401394251026	0.9918453473311862	0.01481133351067649	0.07512469227923628	0.06602883231071453	0.989028184738834	0.07512469227923628
73	0.9781680863615786	0.9942975217098371	0.9869460109033101	0.00940969279814294	0.06796863073446542	0.06688084505781487	0.9781680863615786	0.06796863073446542
74	0.9798574216928262	0.9955491768840063	0.9847231074423741	0.020044460617106838	0.08249377642386048	0.0692341208642352	0.9798574216928262	0.08249377642386048
75	0.9619937769759488	0.9930008560585284	0.9775264100485264	0.015692789011499748	0.0801596246343665	0.0687515511888007	0.9619937769759488	0.0801596246343665
76	0.9741721463444631	0.9979189488605759	0.9752895201971293	0.02073272284323461	0.08161616418334393	0.06328564163623591	0.9741721463444631	0.08161616418334393
77	0.9786103404217228	0.9962326489062666	0.985830185745805	0.01671192367675182	0.06566773017122655	0.057578585518580395	0.9786103404217228	0.06566773017122655
78	0.9791782196624431	0.9909094052807065	0.9919284347542574	0.029240017990338353	0.08131509015518314	0.06354043294881423	0.9791782196624431	0.08131509015518314
79	0.9779453481128413	0.9960036145450426	0.9798087462090526	0.017963661556916772	0.06924292262040807	0.06421187418963319	0.9779453481128413	0.06924292262040807
80	0.9588463974685052	0.9865110141708928	0.989444704951655	0.00976802095480023	0.06695909853080238	0.06261315224196533	0.9588463974685052	0.06695909853080238
81	0.9761919404128897	0.9863780591787743	0.9838183424327296	0.018063255854465738	0.0737983399941181	0.06139943622409296	0.9761919404128897	0.0737983399941181
82	0.9850181453463771	0.99591394397559	0.9863852670988928	0.027139723521198176	0.0768081158640681	0.05434732455517444	0.9850181453463771	0.0768081158640681
83	0.9799071236121673	0.993970586980364	0.9912587590177776	0.0204352810094822	0.08239058288187524	0.07042954626090522	0.9799071236121673	0.08239058288187524
84	0.9733222918678488	0.9915451301605935	0.9889279989088773	0.03046864208454839	0.09015617780597907	0.07159734064968994	0.9733222918678488	0.09015617780597907
85	0.9886432678642785	0.9974538130208205	0.9841317358276961	0.027189256945954046	0.08180837879354169	0.059798938835930876	0.9841317358276961	0.08180837879354169
86	0.969098082559537	0.9931347008296221	0.9815826133740054	0.023320620805600344	0.09531396910596172	0.0755644216272982	0.969098082559537	0.09531396910596172
