gene	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16
F13A1	0.06990059147257623	0.029445686150081595	-0.06364304799252582	0.08563835519226577	-0.07888011797015645	-0.03451259215808553	0.041789846132178864	-0.10060842403157366	-0.05387471205609479	-0.03050708993075412	0.061336954145143854	-0.007554046859419222	-0.0014839153870925246	-0.02091845462911348	0.039532170947683076	0.07275895520483175
CCL3L1	0.06195607735342773	-0.032314446571225536	0.09890380054317434	0.05664666892398127	0.028583998871436877	0.055077399741370145	0.008055266671712049	-0.011942346443660469	-0.014799278995170959	-0.04407357602642589	0.035889145853265705	0.00569081381234401	0.055446660623938424	-0.13897316722658312	0.05017782774765059	0.056855254515089104
HP	-0.08279744371723204	-0.08440405236761166	0.01788679841335718	0.05236511896058223	-0.005066418695005004	-0.026047469877743215	0.021522266095328615	0.004779675088757529	-0.06138070792092528	0.04374363584849276	0.009736412381907204	0.02402102291029161	0.042149269581008016	0.025539365947456087	0.03917713830500507	-0.023595678667688927
CA1	-0.028647654361636656	0.04487357239739157	-0.06263398339900221	0.08488825709964896	0.19918837784768859	0.03162220797113207	0.03148827139562292	0.054368591907128686	0.015556867760693994	0.006129826071051532	-0.009316265094216852	0.028570888219618146	-0.0014388307956191913	0.05403488241555911	-0.04546264202364201	-0.03512895320798133
RBPMS2	0.024251538196746445	0.10328356508471523	-0.10682569922289824	0.10938275523620354	-0.07625225107576848	-0.02438400674230091	-0.025478756232881743	-0.012534128036500692	-0.08229413828490922	-0.023529190339123422	0.015086944942009694	0.004941672944615867	0.05190440389204072	-0.10292501157204437	0.000283133754984941	0.010284623006078537
HIST1H2BG	-0.04317545544869078	0.09620530672450982	0.02087061904136224	0.006266534340131892	-0.07493319718913247	0.13216698474688202	0.08747905320961974	0.10415314249122648	-0.013816740065227926	0.04785787026685646	0.002085298124977648	0.12181851153320504	-0.06455003756737139	-0.08612815785774366	-0.07315766746095867	-0.014317627282253342
GZMK	0.07658262380010279	-0.0755417295847215	-0.04470066502898055	0.019952489316047733	0.02686536115312819	-0.0035577133008759055	-0.02770409362233513	0.07284355170393181	-0.06405195521124478	0.045457335795182754	-0.01022356423399505	0.005292905506361625	0.060931966284997086	-0.009215845000923557	-0.019343454682884852	-0.02520018171300282
HBG1	0.03494714599622896	-0.03608886817044916	-0.024067404903788135	0.05891325688444818	0.11166339955925637	-0.011125983633304139	0.03279340417499359	-0.05820353274550727	-0.07309579630756854	0.14364669136154923	-0.0392176727506406	0.19231737716738934	-0.05849772013505385	-0.00401782738355435	-0.022813646691289477	-0.0917788777349293
HIST1H1D	-0.05583707282892918	0.09272526834258946	0.03977154190915499	-0.020260821632598743	-0.05068310396137714	0.11079158314822676	0.08967271126728173	0.09436588942561315	-0.01895144733620789	0.058991313529333185	-0.0527135633116707	0.09161153803612682	-0.05700018646868441	-0.07116313056918477	-0.01863351875260357	0.054117322982193704
EGR2	0.06708502436663134	-0.07712379068678564	0.011379076969856712	0.03244343908938204	0.028012898643269345	-0.014783928741005047	0.06720395488443842	-0.06752751668945393	0.066236199492147	-0.042353648256330256	0.17868345781170758	-0.032645080360985554	0.04071191530596836	-0.047555596817449704	0.07529941392849962	-0.00967535784469678
