i,j,overlap,same_repeat
5,38,0.7055323842626358,0
5,39,0.6210638064969457,0
5,40,0.7375668497490226,0
5,41,0.6855003643500832,0
5,42,0.7153941612556864,0
5,43,0.6277306155172304,0
5,44,0.6930907130901467,0
5,45,0.7073832517326997,0
5,46,0.738823958462916,0
5,47,0.7449636724617349,0
5,48,0.6569793598664522,0
5,49,0.6960416322623056,0
5,50,0.70536288018634,0
5,51,0.6777598521510304,0
5,52,0.6808254728381604,0
5,53,0.653075988739099,0
5,54,0.6591031425283425,0
5,55,0.6591845605427001,0
5,56,0.6902381651214813,0
5,57,0.5771164526247552,0
5,58,0.7336890628908733,0
5,59,0.6965588069181341,0
5,60,0.6952495241752388,0
5,61,0.6911488266864017,0
5,62,0.6620905386091842,0
5,63,0.6920607674174046,0
5,64,0.7382470525619127,0
5,65,0.7141510809758093,0
5,66,0.6553285619255594,0
5,67,0.7307418771153047,0
5,68,0.6896879856842879,0
5,69,0.653226586806947,0
5,70,0.7266142253601509,0
5,71,0.7107889480024533,0
5,72,0.7623293606970716,0
5,73,0.6212248831520256,0
5,74,0.6602741865092461,0
5,75,0.69102932978203,0
5,76,0.6508958662241973,0
5,77,0.7333577533541389,0
5,78,0.7364319677911355,0
5,79,0.6842427438160941,0
5,80,0.6977138126052778,0
5,81,0.7101988714022889,0
5,82,0.7171267217782151,0
5,83,0.6342510671357249,0
5,84,0.729991937058886,0
5,85,0.6074533190501271,0
5,86,0.6947168845610339,0
5,87,0.6448384556563113,0
5,88,0.7426033820930794,0
5,89,0.791922939292667,0
5,90,0.7172876577243578,0
5,91,0.6567623932803868,0
5,92,0.6658544446304057,0
5,93,0.7049449728212487,0
5,94,0.716924291559938,0
5,95,0.7536933708009999,0
5,96,0.6380217350120821,0
5,97,0.6896439531553774,0
5,98,0.6602212721571771,0
5,99,0.6872602652465163,0
6,7,0.6477468157560219,1
6,8,0.6096985838337883,1
6,9,0.6987584734231026,1
6,10,0.7263702656933213,0
6,11,0.6500212740691537,0
6,12,0.690248712898379,0
6,13,0.7335804111639086,0
6,14,0.6869703412037425,0
6,15,0.7270362597980417,0
6,16,0.642742061089981,0
6,17,0.7083052152655045,0
6,18,0.7074604285172172,0
6,19,0.7517707385144567,0
6,20,0.7461376220591457,0
