null_rep	AC_spectrum_cosine	AC_distance_w1	BC_spectrum_cosine	BC_distance_w1
121	0.615226610610644	0.1788626229960912	0.5660754786135113	0.14534664348320198
122	0.6042820396432417	0.1778661352704746	0.5557058145235056	0.1443509921307077
123	0.5938955591822763	0.1843869989374934	0.5440301034484781	0.15087134854318332
124	0.5978573635599637	0.1869861392119066	0.5486399699522575	0.15347036980689138
125	0.6002561497750625	0.18522879065535794	0.5511301704342413	0.1517129794568843
126	0.6054336425642278	0.19178321176847735	0.5559181424553701	0.1582642557166129
127	0.5917957472802254	0.18535920976665432	0.5416939877993967	0.15184287957495737
128	0.6078380698051127	0.18931595881870164	0.5590358892693794	0.155800364964927
129	0.6025088897323514	0.1824054282833435	0.5521596529399408	0.1488865414811794
130	0.5962683586357512	0.18840647405549946	0.5467581725483734	0.15489067357249528
131	0.6132604386065305	0.18315655092769254	0.5643014111639512	0.1496394525730284
132	0.585616222980788	0.1795429229335604	0.5346915380540298	0.1460271633801929
133	0.6119028198383872	0.1938906089265113	0.5624804906242828	0.16037532989279044
134	0.6017249260486226	0.19474344451035547	0.551212612150909	0.16122592673748457
135	0.5992625617457287	0.18838104750341061	0.5503995965693651	0.15486326711330817
136	0.6154260874156965	0.19995202789236638	0.5669801176486939	0.16643588672204457
137	0.5971540707108333	0.18750555071835262	0.5477968817928827	0.15398929300392694
138	0.6125933690541673	0.18008982220243117	0.5643754832087039	0.14656863830340774
139	0.5953776153672828	0.19981779916861855	0.5458623447331417	0.16630194164879422
140	0.6101886756894158	0.18844982340838343	0.561179310610698	0.15493331976979455
141	0.5973522478342562	0.19178968270768218	0.5481563868200524	0.15827354616806177
142	0.5957228708227873	0.1832925181767215	0.5454777657023467	0.1497757018261782
