null_rep,mean_normalized_projector_overlap,median_normalized_projector_overlap
440,0.056182535472765895,0.05602026789999244
441,0.05606142272055632,0.05594792525962878
442,0.056085177486759626,0.0559535039286074
443,0.05632328735074805,0.05614001651607084
444,0.05617372278854648,0.05604949409012095
445,0.056115086002335175,0.056055633954150016
446,0.05627988381534714,0.056114443146186195
447,0.05618026609156257,0.05598730981614093
448,0.056279937866602,0.056196615655779616
449,0.056214205007953065,0.05615989222172438
450,0.056315472972347444,0.05632781094684872
451,0.05627491798077916,0.05609551454608265
452,0.05619001848667528,0.056211595248567815
453,0.056133767864114364,0.055995566943334726
454,0.056164086451350834,0.056092395449805654
455,0.05621492334649483,0.05612158611877298
456,0.0563746293733714,0.05619948620428722
457,0.056153504345209056,0.056118401946457494
458,0.056237154085643906,0.0561425947126072
459,0.056213557591365426,0.056168681129736955
460,0.056234847752182536,0.05611324174659138
461,0.05615752702713983,0.055935339281237735
462,0.056176328543892894,0.05606239741312809
463,0.056282469293880394,0.05616715644123254
464,0.056274282549536314,0.05622803798230837
465,0.05626781761663355,0.0561648286360979
466,0.056101156742033205,0.05588568634923556
467,0.05615154091802054,0.05599719076141295
468,0.05622833234801449,0.056044788329311486
469,0.056193042850679546,0.05600731675726259
470,0.05621990022539662,0.05601113874500721
471,0.056276949099761726,0.05609301261857783
472,0.0561459190227594,0.05606209876519195
473,0.056099950116482694,0.05597845677978151
474,0.05618745936747372,0.05608715189899083
475,0.05616179609284516,0.05601602735914059
476,0.056042195886846155,0.05590187057713675
477,0.056217875969955276,0.0561040367887199
478,0.05612057453406858,0.0560747158887409
479,0.056104103167289476,0.055916801276292255
480,0.056132884163956336,0.05603008301370317
481,0.0562249118590248,0.056185644506849916
482,0.05621043814533943,0.05604229214024155
483,0.056179515092589824,0.05599339344238488
484,0.05616209960100249,0.05601199749474138
485,0.05604848976960805,0.0559239237100257
486,0.056206736068827826,0.05607129521387268
487,0.05628605312958024,0.056142745137727726
488,0.05620969078493337,0.05603279704949875
489,0.05623478380256299,0.05618874541957028
490,0.05620312119383217,0.05612192150157696
491,0.05616339801674285,0.056019291833457205
492,0.05619913582303113,0.05612267097432794
493,0.056348860878173666,0.056158271093918244
494,0.05633403759300106,0.056137338456524966
495,0.05613689551529987,0.05609630024809563
496,0.05630144494590732,0.056164791022749405
497,0.056221340829227306,0.0560535681791812
498,0.056020559064291556,0.05592541839349666
499,0.0561454858818097,0.056016508784074714
500,0.05630713500471227,0.056110686321635066
501,0.056148883253716676,0.0560468272143834
502,0.05624010466631938,0.056130753951182284
503,0.05605850622803544,0.05594874128542151
