gsm	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	mean_knn_distance	density_proxy	local_anisotropy	distance_to_centroid
GSM3737719	-10.700184980183776	2.217842150601362	-4.03565104421881	-1.8412453123868904	-3.137696771136352	3.025964817000599	1.9613709153670993	0.2509559770490658	0.190068362504865	-1.3096604485115537	-2.909264905873055	1.1557634715439566	2.530129639631987	0.01912872007102694	-2.017301288833807	-1.0603546746956083	8.682173059098368	0.11517853804491356	0.3498613257666562	13.606900136786889
GSM3737720	-9.786997401060159	5.745674545008531	2.7602900788683185	1.047085047105431	0.687172395156056	-0.11149247497243374	1.1987837588078325	1.522166627848215	0.7790331837106562	-1.324887010656824	-0.16827664546977691	0.8809458237757309	-2.470888420599338	0.6249416032239312	-0.7752584129196521	-0.6413265060715257	7.602644333056126	0.1315331819024982	0.265841251098332	12.346139497498672
GSM3737721	24.31977812693812	4.069874226041033	3.0119550410820874	1.576729883737173	-0.7222289902759956	3.0496238918881406	-2.68966528215719	-2.208279801826402	0.9118512878275756	1.839520707409391	-0.5065545307431147	-0.46918848370087374	-0.7224108953096766	-0.9230039830217283	-1.1916229872270188	-1.8414536815591567	15.07502694917935	0.06633487312302094	0.3963360755534473	25.541785952707638
GSM3737722	-1.3987316906066138	-6.332713151107724	1.4330383445142096	-0.2281507221182579	-0.650314070250009	-0.915038849439514	-0.8469958229958839	-2.450440846491911	-3.748175668310567	-2.1888395330629438	3.8831776298014606	1.9588326089565913	-1.3776346813257034	-2.4296741849482233	0.19616461029848936	-0.754192166106116	9.872515284924322	0.10129130937147637	0.3960449002883325	9.915242708683916
GSM3737723	-10.8849882882024	5.765226661715005	-0.46490679700724924	-1.168626125199401	-2.401130848838572	-5.107581827136423	-0.33597779360074054	-1.183298372901858	0.864440222758575	-2.5281623599997065	-0.6594794038700174	-0.8835981635202759	2.189503419482694	1.9897807684120503	0.9019048573354725	-0.4500868075645026	9.338737535251846	0.10708085501119344	0.2968756959683937	14.310563066809904
GSM3737724	8.829313659917368	0.28706046977286265	0.9402152046813356	9.456400437568965	1.3957722304555282	-1.871448410263238	-2.381019268941305	4.094978665407164	-0.7005149151037008	1.5424114172897916	0.4544302889639596	0.014075375887279432	-0.6141194201134684	-0.597279527276333	0.2388546907640721	-1.9892559942301484	12.739014924430865	0.07849900529452422	0.37254625509464445	14.284951353995671
GSM3737725	-1.2358808773548318	-0.9152957565130508	1.187215360565481	4.421135711881645	2.613233987456528	-1.0813430200130363	-3.166210984086029	3.695802590005272	1.11511082280056	-2.9285000909941696	-0.19757762221742342	-0.6322921058311024	1.0380036141153481	-0.012569483371871639	0.3790466474981668	-1.8169537217451956	10.03430185614187	0.09965815403368725	0.31525572811119884	8.35369704843639
GSM3737726	-2.47117328047192	-5.611128583566154	1.6334500358347597	-1.5898993262591525	1.959380260430528	2.639548508713794	0.8683534992886356	1.2613350875207014	-2.0451897912600048	-0.5261049506535319	0.2322844716825657	1.3613631310371879	-2.003627783526717	-2.540991000750255	-0.6923802001005188	-0.14015303398312684	9.525138314334516	0.10498535212816604	0.42687453908249334	8.560130706662337
GSM3737727	14.877348145514983	1.241675360823724	0.18983145788776368	7.328925786674183	-2.4454225973359778	-0.6430332242602288	2.4489148331501704	-4.045344318714199	-1.3738777060709362	2.2583601510829387	0.01112454372075163	2.0749018581980825	-0.9501208880092936	1.2899224141615118	-1.7181180796650342	1.4020944338876409	12.98016621230887	0.07704061594000546	0.41180792808335676	18.004430363413885
GSM3737728	-9.520319682733144	3.681158050729779	-3.693998606831031	2.177523645996137	-1.5642597702707388	1.4669189335727675	1.83458867411877	-0.5803811739177875	-1.144710352435863	2.098158330056724	0.237816351649558	-0.18693978750501655	1.1864130262027763	-1.7765829962121666	-2.5495685634948857	-0.5180128188380199	8.866727478311814	0.11278118138241042	0.4150753068372545	12.166041160158704
GSM3737729	4.202659696384649	-5.156721801981158	4.274839047955326	-2.6097587170103473	-1.3266258258281216	-7.736499025451037	0.48030792858513743	3.824662471121165	0.3776210660674788	-2.802518988643633	1.6519904949744832	0.4620625788764218	1.2459691214695923	-3.3481502054263252	-0.4420960261038537	0.0675159665176595	11.13612456230997	0.08979784613620377	0.24950923472373457	13.027399994462284
