gene	subspace_leverage	projector_mass_fraction	effective_gene_beta	abs_effective_gene_beta	classifier_weight_share	leverage_rank_desc	abs_beta_rank_desc	weight_share_rank_desc
PGLYRP1	0.03095888695100161	0.0019349304344376005	-0.025677318941892742	0.025677318941892742	0.00014494655205050589	233	206	206
TROAP	0.03095480364416822	0.0019346752277605139	0.04587164107894664	0.04587164107894664	0.0004625909081219731	234	172	172
MMP9	0.030910709643609258	0.0019319193527255786	-0.019769803344322955	0.019769803344322955	8.592375267908025e-05	235	223	223
SLC2A5	0.030813201691585974	0.0019258251057241234	0.1616060928933698	0.1616060928933698	0.005741481885356698	236	56	56
ORM1	0.030325880282544942	0.0018953675176590589	0.02997953557636534	0.02997953557636534	0.00019758698726127471	237	197	197
RNASE3	0.030165039525129427	0.0018853149703205892	0.09399300752735192	0.09399300752735192	0.0019422254025068615	238	119	119
CEACAM1	0.03012501415484474	0.0018828133846777962	-0.12044558627712897	0.12044558627712897	0.0031892628765135544	239	89	89
ARID5B	0.030057181853894183	0.0018785738658683865	0.022648275806392604	0.022648275806392604	0.00011276616943377438	240	217	217
OLR1	0.029809858278538465	0.001863116142408654	-0.0845151442752376	0.0845151442752376	0.0015702818543914421	241	128	128
TYMS	0.029142623506185277	0.0018214139691365798	0.07976793966883744	0.07976793966883744	0.0013988311257771145	242	133	133
SLPI	0.02904244350735529	0.0018151527192097057	-0.003662324259995715	0.003662324259995715	2.948642531026287e-06	243	252	252
PDE6H	0.0289354172793971	0.0018084635799623188	-0.054631524292949075	0.054631524292949075	0.0006561379750231846	244	163	163
KLRB1	0.028887858876395518	0.0018054911797747198	-0.032594995504179124	0.032594995504179124	0.0002335664117313557	245	194	194
PIK3IP1	0.028837145957940517	0.0018023216223712823	0.08950669875303505	0.08950669875303505	0.001761244365555742	246	122	122
CD2	0.028302613083277712	0.001768913317704857	-0.12115770534503703	0.12115770534503703	0.003227086575565465	247	88	88
ANXA3	0.027880185366840046	0.0017425115854275029	-0.13419600297062212	0.13419600297062212	0.003959020029268196	248	74	74
ARG1	0.027029377491998026	0.0016893360932498766	0.019837522835956616	0.019837522835956616	8.651340736200606e-05	249	222	222
RGL4	0.026915354559126765	0.0016822096599454228	0.028916242273319622	0.028916242273319622	0.00018381978229186467	250	199	199
CD247	0.026613448223548636	0.0016633405139717897	0.049863420162067684	0.049863420162067684	0.0005466038234443573	251	166	166
PLCH2	0.026526689280700164	0.0016579180800437602	-0.023070686694535943	0.023070686694535943	0.00011701177856156974	252	215	215
FAR2	0.02649447287744502	0.0016559045548403138	-0.004667579376158873	0.004667579376158873	4.789519681741468e-06	253	250	250
ITPR3	0.022160482741944005	0.0013850301713715003	-0.0497260446030557	0.0497260446030557	0.0005435961449620446	254	167	167
CLEC5A	0.021065006020645097	0.0013165628762903186	-0.02868681747801853	0.02868681747801853	0.000180914459149312	255	200	200
PLEKHA1	0.01590677055854058	0.0009941731599087862	-0.046347269712721975	0.046347269712721975	0.0004722335606729535	256	171	171
