resample,n_samples,n_gcb,n_abc,overlap_fraction_with_frozen16,panel,null_panel,coupling_mean,coupling_median,coupling_max,topP_abs_fraction
424,280,146,134,0.3125,EYA2|FOXG1|TCL1A|UMODL1|HTR3A|RGS13|DNER|FCER2|LINC01021|ICOS|LOC101928173|MMP20|DNAH8|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|JCHAIN|LOC613266,ORM2///ORM1|LGSN|S100Z|FAM111B|LIN28B|KCNN3|C17orf99|STXBP6|FAM30A|CCL22|SFRP2|LYPD6B|NLRP4|MGST1|PNMAL1|BEX2,0.058323394121014595,0.05947144772202092,0.10969140095430763,0.3866216402971394
425,280,146,134,0.0625,RGS13|CR1L|CD1C|HTR3A|HLF|IGHV1-69|NME8|VPREB3|ZPBP2|CCDC110|COL11A1|DNAH8|ZNF385B|FCER2|HEPACAM2|PNMAL1,AQP9|RPS4Y1|UHMK1|FAM167A-AS1|KCNN3|LOC101930067|COL9A3|GPM6A|WISP2|LINC00877|MAGEB18|ASB5|NLRP11|COMP|RSPH1|IL17RB,0.058294361740278106,0.05786152372389933,0.09965019122104256,0.38512607295672674
426,280,146,134,0.1875,IL12B|TCL1B|UMODL1|DNAH8|HBA2///HBA1|PDZRN4|EYA2|CRYBA4|NLRP7|TCL1A|NMU|HBB|C17orf99|TUBB2B|ITIH3|BIK,C7orf57|ZYG11A|MMP1|WFDC21P|PPBP|LOC100134317///LOC284412|PCSK1|SDR16C5|CTGF|TFPI2|FDCSP|ARL14|LOC101927811|FAM111B|ASPN|MAL2,0.05824406204291394,0.05645188523598255,0.12432975693657446,0.413188481929917
427,280,146,134,0.25,LOC105375172|RGS13|BIK|EML6|KRT5|EPHA4|S100A2|ASZ1|NMU|DNAH8|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|TCL1A|EYA2|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|NLRP7|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH,MT1M|LOC100287497|LCTL|C7orf57|KRT5|VPREB3|WISP2|MME|PCSK1|PDZD2|ANKRD36BP2|CCL21|FAR2P3///FAR2P2|FCER2|IGLJ3///CKAP2|PNMA6A,0.058312821244003644,0.057158242013300095,0.10257681893149206,0.3978270143940858
428,280,146,134,0.375,HTR3A|HBB|EML6|BIK|MARCO|SPIC|SI|CCR6|FAR2P3///FAR2P2|LOC283454///HRK|MMP20|TRPM4|RGS13|KCCAT333|DAPL1|CLGN,MME|IL12B|RGS13|CAMP|LOC101927811|TNFRSF17|TPSB2|LOC105375172|MUC16|RAB25|HTR3A|SUGCT|LOC100287497|KDM5D|MYOT|C3orf67,0.058321185808143064,0.05659648179432564,0.09885337480777052,0.3795195308984795
429,280,146,134,0.125,CSRP3|CRYM|UMODL1|MYL1|SMPX|ZNF711|CAMP|STEAP2|JCHAIN|EPCAM|CCL17|DNER|IL12B|LAMP5|LINC00996|H2AFB1///H2AFB2///H2AFB3,CPXM1|CD24|SYT14|LHX8|C3orf67|LOC100134317///LOC284412|PNMA6A|ZNF750|PTPN20|HIST1H1B|FAM129C|LOC101930067|PCSK1|S100Z|MGST1|MYOCD,0.05821765905429532,0.056599758339097445,0.11508475660817932,0.3947242967815239
430,280,146,134,0.375,LOC200772|MYOCD|RGS13|HLA-DQA1|DNAH8|UMODL1|TCL1A|HBB|FAM30A|LOC283454///HRK|EPHB1|PNMAL1|BIK|UGT2B17|BEX2|EML6,C15orf48|GPM6A|MT1M|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|LINC01102|FAR2P3///FAR2P2|LOC100130744|CLGN|VPREB3|CILP|PXDNL|LINC00877|ZBTB32|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|TAC1|WISP2,0.058269142262873774,0.057106910913613966,0.10887419591225672,0.40176677864490895
431,280,146,134,0.25,LOC283454///HRK|LINC01405|CPXM1|EYA2|TCL1B|TCL1A|RGS13|FAM167A-AS1|WFDC21P|CLIP2|KRT14|KCNN3|BEX2|DAPL1|MUC16|LEP,IGK///IGKC|CXCL14|UHMK1|SOX8|ITIH3|GPAT2|ZIC2|COL11A1|CHIT1|STXBP6|SYT17|LINC01405|KRT5|MATN3|IGKV1OR2-108|MAGEB2,0.05824576283864905,0.057194290559267544,0.11261205852016881,0.405460797189767
432,280,146,134,0.25,LECT2|ITIH3|EML6|UMODL1|DHRS9|MMP1|MLC1|CPXM1|TCL1A|CD1C|ARNT2|RASSF6|HEPACAM2|UGT2B17|IGLJ3///CKAP2|RGS13,MAGEA6|STEAP2|ZBTB32|FAM111B|MAGEA4|TSPAN8|SDR16C5|AP3D1|LECT2|LINC01102|NLRP4|OVAAL|SAXO2|TCL1A|UMODL1|LOC613266,0.05825606959756253,0.05801320001243783,0.12060513375540396,0.4112076856749659
433,280,146,134,0.1875,PNMAL1|LRRN1|SYT17|GPR158|KCCAT333|BTBD16|LOC105372840|C17orf99|LOC283454///HRK|DNER|HTR3A|PITX1|FDCSP|ZNF711|NTS|MMP12,KRT14|CILP|UMODL1|C15orf48|STAG3|SOX2-OT|LOC101928173|KRT5|PPBP|AICDA|CRYBA4|ANKRD36BP2|CSRP3|CA3|CTCFL|HTR3A,0.0582846206236174,0.05733185596307555,0.0996443502918035,0.38829186956106765
434,280,146,134,0.3125,LOC283454///HRK|TCL1A|LILRA4|DNER|SYT17|LILRA3|MYOCD|MMP20|DNAH8|LHX8|LOC105372840|SH3GL2|KLRC2///KLRC1|ICOS|LMO2|NLRP4,MAGEA6|VPREB3|SFRP4|OVAAL|HMCN1|MIS18BP1|ORM1|EIF1AY|ACTA1|FAM167A-AS1|CHI3L1|ZNF385B|SLN|MYL1|PROK2|PNMAL1,0.05829205008425309,0.057388662033215826,0.11521907387292339,0.3923679220554678
435,280,146,134,0.3125,LECT2|UMODL1|JCHAIN|IGSF11|RGS13|DNER|BIK|SPIC|LINC01619|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|KCCAT333|ASMT|SACS-AS1|LOC101929272|BEX2|BTBD16,SOX8|TRPM4|MMP12|MAL2|KLRC2///KLRC1|RSPH1|AP3D1|EML6|EYA2|KRT14|STEAP2|GJB2|CTAG2|C17orf99|CD74|LINC01405,0.05829843937243054,0.05695494090528689,0.12348410979934527,0.4033864543028002
436,280,146,134,0.3125,MYOCD|ASZ1|IGKV1OR2-108|DNAH8|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|LOC613266|IL12B|LOC100509457///HLA-DQA1|NOL4|TCL1B|HLF|HLA-DQB1|SPIC|FAM30A|IGK///IGKC|HTR3A,PNMAL1|HLA-DQA1|MAGEA6|KCNN3|HK3|KRT5|PABPC5|RAB25|SACS-AS1|C15orf48|LEP|CCDC110|KCNK12|FAM30A|CNTN3|CTAG2,0.058253767203135465,0.05716351392041972,0.11152277138397877,0.3976708879334466
437,280,146,134,0.25,LINC00877|HTR3A|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|TCL1A|CCDC110|MAGEA4|MMP3|MYOCD|CCL17|NMU|LOC101929272|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|MMP20|MYOT|KLRC2///KLRC1|GJB2,COL9A3|LRRN1|ASB5|LGSN|CXCL14|EML6|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|LOC283454///HRK|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|IL17RB|USP9Y|PABPC5|CCDC110|CAMP|MGST1|NME8,0.058337591529481876,0.0590035126496683,0.09488822653910232,0.40216312883716604
438,280,146,134,0.25,SFTPD|MYOT|DNAH8|PSMA8|EYA2|PRAME|MMP20|NCKAP5|DNER|RGS13|FAM167A-AS1|XIRP2|SFTA3|SFTA2|EML6|FCER2,ZPBP2|GJB2|CD74|TRPM4|XIRP2|TSPAN8|KDM5D|ZYG11A|SUSD5|ZNF257|SOX2-OT|COL11A1|MT1M|MMP1|ZNF711|ASMT,0.0582418847405308,0.056808347631033075,0.12470910235582318,0.3942516430782831
439,280,146,134,0.25,MYOCD|RAB25|HTR3A|HBB|CTAG2|LRRN1|MMP20|HBA2///HBA1|FDCSP|UMODL1|LOC100505878|BIK|CCL17|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|KRT5|FCER2,FCER2|HTR3A|LRP1B|MYOCD|IGKV1OR2-108|RSPH1|LINC00877|STON1-GTF2A1L///GTF2A1L|HBA2///HBA1|HLA-DQA1|SERPINA9|LOC101930114|KCCAT333|WFDC21P|LINC00487|CTCFL,0.05831166613245865,0.05778363377806538,0.10467886069670602,0.41874947397738044
440,280,146,134,0.25,BTBD16|CSAG2///CSAG3|KCCAT333|LINC01619|FAM167A-AS1|IL12B|NFE4|IGLJ3///IGLV@///IGLC1|UMODL1|PNMAL1|EML6|CHIT1|LOC283454///HRK|WFDC21P|LOC105375172|MLK7-AS1,FAM167A-AS1|CSAG2///CSAG3|NTS|MMP20|BEX2|LOC101927811|LOC101927820|NFE4|SMC3|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|ORM1|LOC101930415|COMP|STAG3|TSPAN8|NOL4,0.058289031588541686,0.05849255739636182,0.10881443238856561,0.38790988398037446
441,280,146,134,0.125,LOC283454///HRK|SACS-AS1|AICDA|LOC105372840|KCCAT333|MARCO|BTBD16|HTR3A|CLIP2|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|LOC613266|EYA2|DNAH8|EEF1A2|RPS4Y1|C11orf53,EIF1AY|MAGEB1|LGALS2|LOC283454///HRK|LINC01102|PDGFRL|HIST1H1B|LOC101927811|GPAT3|EPCAM|H2AFB1///H2AFB2///H2AFB3|MT1M|STAG3|KRT14|KRT13|C1QA,0.058318895767580946,0.05641474483980798,0.09781921164846186,0.41115266440169856
442,280,146,134,0.125,DNAH8|NOL4|SPIC|BTBD16|HTR3A|CAMP|CENPV|MMP3|EPHB1|LOC105372840|C17orf99|LOC613266|PNMAL1|RNF183|C15orf48|LOC100653057///CES1,ASMT|NME8|SNX29P1///SNX29P2|FSTL5|EYA2|ZBTB32|AICDA|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|ZPBP2|HMCN1|PITX1|GOLIM4|KRT14|STAG3|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|FCGR3B///FCGR3A,0.05827222545697675,0.057363127377366444,0.11219103025951155,0.3992892361771628
443,280,146,134,0.25,TCL1B|LGSN|MAGEA6///MAGEA3|PDZRN4|UMODL1|CKAP2///IGLC1|JCHAIN|PITX1|CCDC110|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|IGKV1OR2-108|MMP3|EML6|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|LOC200772|ZIC2,LOC102724689|PPBP|ABCG5|COL11A1|TCL1A|PKHD1L1|OLFM4|CCL22|ZNF876P|CD74|AICDA|LOC101928173|LRRN1|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|SERPINA9|LOC100653057///CES1,0.05829008638972702,0.0570414144633972,0.10807463436438572,0.41042890781497054
444,280,146,134,0.1875,LOC105372840|JCHAIN|EPHB1|NPIPA5///NPIPB6///NPIPB8///NPIPB3|PRAME|HLA-DQA1|SLC16A9|TCL1A|MYOT|C17orf99|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|VSIG4|C16orf74|CCL17|DNER|PCSK1,AQP9|MMP12|ASPN|LOC283454///HRK|COL11A1|ZNF385B|RAB25|MMP1|IGK///IGKC|LOC101928173|SUGCT|ORM2///ORM1|MUC16|LOC102724689|LILRA3|GOLIM4,0.05831142394999983,0.05783946596089077,0.09979686528067633,0.38724867079632097
445,280,146,134,0.125,SPIC|SLN|CETP|MAGEA1|SYT17|MYL2|IGHD|FDCSP|GJB2|LOC101928173|HLF|UBASH3A|LOC100653057///CES1|TCL1A|EYA2|C2CD4A,EEF1A2|CHIT1|SCARA5|LOC100509457///HLA-DQA1|CXCL14|PNMA6A|SLN|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|MYOCD|ZNF876P|IGK///IGKC|LOC101927811|KDM5D|EPYC|COL9A3|CETP,0.05830509765470253,0.05836571302108136,0.11282572315577287,0.4053560147383904
446,280,146,134,0.375,HBA2///HBA1|SPIC|SI|MYOCD|HBB|LOC283454///HRK|IGHV4-31///IGHM///IGHG3///IGHG1///IGHA1|MMP20|NOL4|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|IGK///IGKC|FCER2|BIK|UMODL1|PNMAL1|LOC105375172,ZIC2|UMODL1|MAL2|C7orf57|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|CCL22|SFRP2|C4orf22|AQP9|LILRA3|LINC01297|NLRP4|IGLJ3///CKAP2|NLRP7|C17orf99|IL22RA2,0.058280873637218886,0.05778766282583048,0.11252077738524702,0.3870242422459886
447,280,146,134,0.25,CTAG2|BIK|KRT14|EML6|IL12B|PROK2|KRT5|HLF|LOC283454///HRK|EPCAM|FAM30A|ZIC2|ICOS|RPS4Y1|COL11A1|MMP20,UHMK1|C4orf22|AQP9|H2AFB1///H2AFB2///H2AFB3|MMP7|ADIRF|ICOS|MARCO|RNF183|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|CHIT1|EPYC|LOC100509457///HLA-DQA1|SMPX|NOL4|SAXO2,0.058273159840049174,0.05611392196053119,0.09795959385767959,0.4017144815577333
448,280,146,134,0.1875,TCL1A|NMU|LOC613266|HLF|LINC01619|NOL4|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|DNAH8|PTPN20|FDCSP|HTR3A|STXBP6|EML6|MAGEA6|SPIC|CCL21,MAGEB2|EYA2|MUC16|RGS13|SYT17|OLFM4|DNAJC12|IGK///IGKC|C7orf57|IGHV1-69|XIST|TPSB2|PCSK1|PRAME|FCRL4|OMD,0.05827023541417693,0.05753221386789249,0.10679761155436594,0.39643099939021514
449,280,146,134,0.1875,KCCAT333|KRT14|NMU|KRT6A|RAB25|RIBC2|SPIC|TNNC1|NLRP11|EML6|CCDC110|CA3|HLF|CTTNBP2|LOC101930114|S100A2,ORM1|SERPINA9|KIAA0226L|XIRP2|SDR16C5|PLA2G2A|CD1C|HMCN1|SPIC|STEAP2|C3orf67|FDCSP|CRNDE|ZNF711|MIS18BP1|EIF1AY,0.05824539007672007,0.05588917359110178,0.10061836269980297,0.39406683331493525
450,280,146,134,0.125,ASZ1|DNER|EPCAM|MMP13|SYT17|MUC16|JCHAIN|EML6|GJB6|FCER2|DNAH8|LOC105372840|ABCG5|NOL4|BIK|IL17RB,FCAMR|COL11A1|CR1L|COL9A3|TFPI2|WFDC21P|ASPN|FAM30A|CCL21|GPR158|NMU|SFTA2|TPSB2|KCCAT333|FHOD3|ASZ1,0.0583403701259652,0.057036769613469686,0.09693679128349685,0.4016404391799486
451,280,146,134,0.375,MMP20|TCL1B|CPXM1|ZIC2|MUC16|WFDC21P|LRRN1|CTAG2|MYOCD|DNAH8|VPREB3|ZNF711|LINC00877|UMODL1|RGS13|NOL4,FHOD3|RAB25|SFRP4|IGLJ3///IGLV@///IGLC1|LOC101930067|GJB6|TRPM4|FOSB|S100A2|LOC101930114|HIST1H1B|FAR2P3///FAR2P2|NMU|UBASH3A|C15orf48|COMP,0.05827117275052911,0.05786596118168076,0.11655231607601246,0.42013038600366776
452,280,146,134,0.0625,PDZRN4|DNAH8|KRT14|C7orf57|NOL4|HTR3A|XK|CLGN|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|LOC105372840|ORM1|ORM2///ORM1|RGS13|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|CCDC110|C16orf74,CTTNBP2|ZNF876P|CHIT1|C3orf67|LOC105375172|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|UMODL1|IGKV1OR2-108|SAA2-SAA4///SAA2///SAA1|NPIPA5///NPIPB6///NPIPB8///NPIPB3|UGT2B17|FSTL5|LRP1B|WISP2|NLRP4|CCL21,0.058258319619312805,0.05622859344866597,0.13633337481516697,0.3942090027761267
453,280,146,134,0.3125,SI|EYA2|TCL1A|MYOCD|CXCL6|MAGEA9B///MAGEA9|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|PNMAL1|GPM6A|IGK///IGKC|MARCO|AICDA|UMODL1|KCNN3|LEP|PRAME,CRYBA4|HK3|KRT14|AICDA|LINC01527|XK|LOC101927811|PITX1|ZBTB32|LGALS2|OVAAL|TCL1A|GPM6A|LINC01405|RGL4|MLC1,0.05833363119695961,0.05723868541673945,0.09623503622818483,0.3979600506262783
454,280,146,134,0.25,TCL1B|EYA2|DNER|HTR3A|TUBB2B|FSTL5|HEPACAM2|MAGEA4|SYT17|PXDNL|SPRR1B|HLF|UMODL1|FAM30A|UBASH3A|MMP20,FCAMR|COL11A1|SUSD5|TMEM158|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|RGS13|KCNN3|JCHAIN|SOX8|TNFRSF17|CHI3L1|MFAP4|WFDC21P|PITX1|LYPD6B|NOL4,0.058283283943707756,0.05698572433722264,0.10432087264399108,0.398628448823952
455,280,146,134,0.1875,SYT17|DNAH8|MMP3|UGT2B17|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|NMU|CCL17|TCL1A|LILRA4|MMP20|GJB6|SI|TRPM4|MYOCD|IGHD|CTAG1A///CTAG1B,PPBP|CCDC110|TRIM59///IFT80|RAB25|RASSF6|IGLJ3///IGLV@///IGLC1|SOX8|EPCAM|MSTN|DAPL1|SOX2-OT|HSF5|MMP1|ICOS|OVAAL|FCRL4,0.05829899126162208,0.0575842479504437,0.10653368673732402,0.41779453304464287
456,280,146,134,0.1875,PROK2|HTR3A|BTBD16|LGSN|MYOT|WISP2|ASB5|ZNF711|KCCAT333|ZNF385B|TNFRSF17|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|EML6|NOL4|IGKV1OR2-108|NME8,PROK2|RNF183|SERPINA9|CD163|LOC613266|MLK7-AS1|ASB5|SFRP2|LINC01297|MFAP4|BEX2|LEP|AICDA|TRIM59///IFT80|SMC3|MAGEA12,0.058315742661520925,0.058089377711295985,0.10589225280468591,0.39682801417708086
457,280,146,134,0.125,LECT2|TCL1A|LOC101928173|ASZ1|EPCAM|DNAH8|UGT2B17|DTX1|TUBB2B|USP9Y|HLA-DQB1|KCCAT333|GPAT3|IGHD|LOC100509457///HLA-DQA1|MME,KCNH8|MIS18BP1|HPDL|MMP12|JCHAIN|MAL2|LOC101927811|NPY1R|PTPN20|EEF1A2|FAM30A|HAGLROS|LEP|SMC3|DNER|LILRA3,0.05823590255710443,0.05798002084469732,0.131107389873364,0.3846840146511838
458,280,146,134,0.0625,MAGEA4|HLF|IGHD|ARL14|MYL2|CLGN|TNNC1|IL17RB|CSRP3|MYOT|ZNF711|SYT17|XIRP2|MYOCD|PLAC8|CTTNBP2,IGLJ3///CKAP2|CTGF|HHCM|LINC01021|LOC101929272|UGT2B17|RAB25|KRT5|BTBD16|SUGCT|IL22RA2|TREM1|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|MATN3|LOC101930415|ZBTB32,0.0583467110537728,0.05702484984572,0.1005257262221518,0.3978921444176154
459,280,146,134,0.125,TCL1A|LOC613266|HLF|MAGEA4|FCER2|IL12B|LILRA3|RGS13|DNAH8|CYS1|LOC102724689|JCHAIN|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|C17orf99|UGT2B17|DPEP2,LINC00487|SCARA5|GTSF1|PKHD1L1|FSTL5|HIST1H3B|LTF|MATN3|LGSN|FAR2P3///FAR2P2|HEPACAM2|LOC101930415|TMEM158|LINC01297|IGK///IGKC|TPSB2,0.058255150286261145,0.05660418109397021,0.10574985136017824,0.4093232072657154
460,280,146,134,0.4375,SDR16C5|TREM1|EPCAM|TCL1A|CTAG2|IGK///IGKC|ORM2///ORM1|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|MMP20|UMODL1|LRRN1|DNER|ZNF257|ICOS|KRT14|HLF,SUGCT|CYS1|MMP1|XK|MATN3|DNER|LINC01102|MMP3|SDR16C5|LOC100509457///HLA-DQA1|ORM2///ORM1|SPIC|MIS18BP1|LYPD6B|TRIM59///IFT80|CCL22,0.058283010469503946,0.057503179066452026,0.1049515320444434,0.39830004019612597
461,280,146,134,0.375,LINC01102|ASB5|NOL4|UMODL1|ASMT|COL24A1|DNAH8|RGS13|LILRA3|HEPACAM2|KCCAT333|LOC283454///HRK|DNER|TUBB2B|SPIC|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3,MIS18BP1|ZNF257|BIK|PABPC5|C4orf22|IL13RA2|MARCO|ORM2///ORM1|HTR3A|LOC101930415|GPAT2|CTCFL|EML6|NME8|STEAP2|SNX29P1///SNX29P2,0.05827834263353919,0.05841753256128576,0.10204323341316295,0.40191621339455996
462,280,146,134,0.3125,TCL1A|KRT5|MYL2|LOC101930114|CPXM1|CA3|RGS13|CD1C|EML6|ABCG5|KRT14|DNER|MMP13|UMODL1|SSX4B///SSX4|SPRR1B,MMP12|KDM5D|ZNF711|CD74|COL10A1|IGKV1OR2-108|GPAT2|IL12B|TCL1A|UGT2B17|MMP13|CTAG2|EEF1A2|S100A2|HLA-DQA1|GOLIM4,0.0582651643175922,0.05759301276038617,0.1089869866766991,0.4078163693372229
463,280,146,134,0.25,CSRP3|UMODL1|MYOCD|NMU|LILRA4|DHRS9|HAGLROS|C2CD4A|LRRN1|FAM30A|HLF|MMP20|TCL1A|MUC16|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|CENPV,MYOT|FAM167A-AS1|ASZ1|LILRA4|ZNF257|LOC101927820|CAMP|FSTL5|PROK2|KLRC2///KLRC1|COL11A1|NCKAP5|HLF|CHIT1|IL22RA2|SUSD5,0.05826531556047172,0.056668365799043954,0.10478185366260619,0.39485854430585804
464,280,146,134,0.125,BTBD16|MUC16|EYA2|HSF5|LECT2|FCER2|CCL17|FCRLA|FDCSP|TCL1A|CCL22|SYT17|NME8|CA3|RAB25|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1,C3orf67|HPDL|MT1M|MAGEA6///MAGEA3|GPAT2|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|KLRC2///KLRC1|HIST1H1B|KCCAT333|LOC613266|LOC101060091|VSIG4|HK3|PNMAL1|WISP2|EYA2,0.05828046438944273,0.05672544644685194,0.10737507854251725,0.3982758009786714
465,280,146,134,0.375,BAIAP2L1|KRT5|DNER|SACS-AS1|TCL1A|MYOCD|RGS13|DNAH8|CHIT1|PXDNL|NLRP7|NLRP11|MMP20|MAGEA6///MAGEA3|SPIC|JCHAIN,SAXO2|CCL21|MAGEB2|NLRP11|EPYC|CCL17|FDCSP|PRCAT47|RAB25|LOC102724689|HSF5|IGKV1OR2-108|H2AFB1///H2AFB2///H2AFB3|S100A9|PDGFRL|MMP7,0.05830438737889462,0.05791159007274041,0.1087185952775214,0.41376252653783024
466,280,146,134,0.0,CRYBA4|FCER2|JCHAIN|CSRP3|DNAH8|TNNC1|CILP|MYL2|LILRA3|FAM167A-AS1|HLF|IL12B|NOL4|CA3|IL17RB|PPBP,SOX2-OT|CRNDE|PROK2|AICDA|PCSK1|FCER2|MYL2|FCRL4|MAGEB2|TFPI2|P2RY12|LOC100509457///HLA-DQA1|WISP2|TCL1B|IGKV1OR2-108|LOC105375172,0.05826295085898928,0.058043411474451634,0.10336813580549592,0.3937630297187827
467,280,146,134,0.1875,HTR3A|GPM6A|FAR2P3///FAR2P2|IGLJ3///IGLV@///IGLC1|PXDNL|APELA|LOC105372840|C2CD4A|ASB5|UMODL1|EYA2|NPIPA5///NPIPB6///NPIPB8///NPIPB3|CTAG1A///CTAG1B|CD1C|MLC1|SPIC,LTF|MLK7-AS1|KCNK12|SACS-AS1|ORM1|LOC613266|LINC01021|LOC105372840|AQP9|ZPBP2|FABP4|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|MMP7|EML6|MYH1|KCCAT333,0.058280334880589146,0.0580580541430739,0.09786267144517428,0.39313264834483735
468,280,146,134,0.3125,DNER|TCL1A|JCHAIN|RGS13|TCL1B|LOC105375172|CTAG2|NMU|IL17RB|LOC101930114|C17orf99|HLF|HTR3A|IL12B|SYT17|DHRS9,HMCN1|STEAP2|TCL1B|HEPACAM2|EML6|COMP|SFRP2|SNX29P1///SNX29P2|MEF2B///BORCS8///BORCS8-MEF2B|LOC101927811|DHRS9|SUSD5|CLIP2|S100Z|CCDC110|LINC01021,0.05824833047165684,0.05643385028409337,0.11008335778317004,0.39425789444510134
469,280,146,134,0.1875,LINC01619|EYA2|DNER|HSF5|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|LRRN1|JCHAIN|LOC101060091|MAL2|RASSF6|XCL2///XCL1|EML6|EPHB1|CETP|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|MMP3,ASZ1|C7orf57|FAR2P3///FAR2P2|SNX29P1///SNX29P2|WISP2|NME8|LOC100653057///CES1|LINC01102|LOC105372840|S100A8|CETP|MUC16|HIST1H1B|IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1|LRRN1|RNF183,0.058285355484218156,0.057800404709617254,0.10336423875920225,0.4149190446204193
470,280,146,134,0.25,ZNF385B|NLRP4|RGS13|CHIT1|EYA2|ASZ1|LINC01405|CTAG2|NME8|ADIRF|MUC16|LOC283454///HRK|TCL1B|SFRP2|JCHAIN|NLRP11,ICOS|RAB25|HIST1H1B|ZBTB32|ASMT|KCNK12|UHMK1|CEP290|COL9A3|IGKV1OR2-108|UGT2B17|IL13RA2|MMP3|FSTL5|LVRN|SNX29P1///SNX29P2,0.058316422637742935,0.05658493132062911,0.09855049027710046,0.4020490181393117
471,280,146,134,0.25,LECT2|MUC16|FCRLA|TCL1A|UMODL1|RASSF6|CPXM1|TCL1B|GREM1|CD1C|LOC105375172|HEPACAM2|CRNDE|MMP3|GTSF1|DNER,FCRL4|TFPI2|NPY1R|DDX53|IL22RA2|RNF128|KCCAT333|C17orf99|ITIH3|HIST1H1B|HTR3A|RAB25|ANKRD36BP2|LOC101929219///C1orf186|FAM167A-AS1|PXDNL,0.05822575849902015,0.05739282466829426,0.12739869934401624,0.41023149250031227
472,280,146,134,0.1875,MYOCD|CD1C|RASSF6|CXCL8|UMODL1|PNMAL1|CYS1|ZNF711|PDZRN4|UGT2B17|LOC101930114|LOC105375172|MYOT|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|DNAH8|SOST,LYPD6B|LEP|ZYG11A|EPHA4|TSPAN8|KLHL13|SNX29P1///SNX29P2|MMP3|ORM1|FHOD3|ICOS|VPREB3|FDCSP|CCL17|PLA2G2D|LOC102724689,0.058293252924911644,0.057620085619757705,0.11088397007013352,0.39104521189956054
