resample,n_samples,n_gcb,n_abc,overlap_fraction_with_frozen16,panel,null_panel,coupling_mean,coupling_median,coupling_max,topP_abs_fraction
250,280,146,134,0.375,SMPX|CSRP3|LOC283454///HRK|UMODL1|CA3|HLF|SPRR3|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|IGHD|XIRP2|SPIC|LOC105375172|RNF183|MMP20|XK|TCL1B,FSTL5|PDGFRL|UGT2A3|CTAG2|ADIRF|IGHV1-69|C17orf99|LINC01021|AP3D1|HIST1H3B|MAGEB1|MMP1|GJB2|SFTA3|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|SPAG16,0.058230303230703266,0.05673653786981323,0.1253830634657815,0.38912557762682304
251,280,146,134,0.3125,DNER|SPIC|S100A2|BIK|ASZ1|MYOCD|RGS13|ASMT|KRT6A|ADIRF|KRT14|XCL2///XCL1|SPRR1B|SYT17|DPEP2|TCL1A,CXCL14|VSIG4|SDR16C5|WISP2|IL12B|LEP|MAL2|EIF1AY|ASMT|OLFM4|HIST1H3B|SMC3|CCL17|ZYG11A|IL17RB|EYA2,0.0582702139327761,0.05819794846733941,0.11100828309301061,0.39750517064910257
252,280,146,134,0.0625,ZNF711|UMODL1|MAL2|USP9Y|SH3GL2|DNAH8|EIF1AY|TXLNGY|KRT6A|GPM6A|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|MYBPC1|FOXG1|HTR3A|C17orf99|RPS4Y1,COL9A3|IGHD|SOX2-OT|IL22RA2|LHX8|C1QB|P2RY12|S100Z|PKHD1L1|HLF|PTPN20|SMPX|CCL17|C15orf48|LOC105375172|ZYG11A,0.058307861839708125,0.05712934609170911,0.09725727794713204,0.40719722453323437
253,280,146,134,0.125,LOC105375172|ASB5|EML6|MYOT|KCCAT333|DNAH8|CCDC110|EYA2|CYS1|NME8|TUBB2B|DHRS9|AICDA|SFTA3|JCHAIN|LOC101930114,KRT13|LINC01102|LMO2|LRRN1|ORM2///ORM1|CKAP2///IGLC1|MMP20|HK3|TREM1|TRPM4|PLA2G2A|GJB6|LOC101930067|GTSF1|DAPL1|S100Z,0.05828816789222873,0.05645105534052759,0.10414064117113825,0.40394973881006685
254,280,146,134,0.125,RGS13|MLC1|LOC613266|KRT6A|CD5L|MMP3|DHRS9|TCL1A|JCHAIN|NMU|HTR3A|FAM167A-AS1|LILRA3|C17orf99|ZNF883|MMP1,ORM1|CCL20|SUGCT|CETP|LMO2|SYT17|NCKAP5|ICOS|GJB2|ASMT|CCDC110|RGS13|IGHD|XK|TXLNGY|IGK///IGKC,0.05826572694954804,0.056643425797761465,0.11473778582357211,0.3911098393084838
255,280,146,134,0.125,LINC01619|CRYBA4|LOC283454///HRK|AICDA|NOL4|ASZ1|MMP12|FAR2P3///FAR2P2|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|VPREB3|RASSF6|ITIH3|IGKV1OR2-108|LOC613266|LINC00996|GPM6A,PTPN20|SEC31B|RAB25|HMCN1|UBASH3A|ORM2///ORM1|RNF183|AICDA|IYD|AQP9|LINC00487|LOC102724689|PITX1|LHX8|EPHB1|HEPACAM2,0.05829220806109635,0.05740945771745973,0.10391761220138591,0.40197508029058565
256,280,146,134,0.5,TRPM4|XK|LOC105375172|KCCAT333|MYOCD|DAPL1|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|DNAH8|HLF|RGS13|EML6|ZNF711|SPIC|DNER|RNF183|UGT2B17,C1QB|CCL17|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|KCNH8|HIST1H1B|MMP20|MME|PRAME|C7orf57|LRRN1|CCL21|WFDC21P|SDR16C5|SFRP2|FCRL4|ZYG11A,0.05821515633311858,0.05623758700620715,0.10955359822543058,0.39490450040226893
257,280,146,134,0.3125,LOC613266|P2RY12|MAGEA6///MAGEA3|DNER|RGS13|KCCAT333|CCDC110|CENPV|JCHAIN|COL11A1|FAM30A|SNX29P1///SNX29P2|FAR2P3///FAR2P2|UMODL1|SYT17|TCL1A,LGSN|C15orf48|FCAMR|MUC16|KLHL13|SOX2-OT|ANKRD36BP2|MT1M|PRAME|ZBTB32|UHMK1|AQP9|KRT5|OVAAL|C2CD4A|MFAP4,0.05834091911315493,0.05767502744577489,0.09693475374206881,0.4000937874728731
258,280,146,134,0.1875,LECT2|NLRP7|LOC105372840|C17orf99|LINC01405|TCL1B|C16orf74|JCHAIN|FAM167A-AS1|EML6|TMEM52B|KCCAT333|GJB2|CKAP2///IGLC1|CHIT1|LOC100653057///CES1,FHOD3|LOC101927811|C17orf99|LOC100509457///HLA-DQA1|LOC100653057///CES1|CD5L|S100Z|MAGEA1|MAGEB2|SFRP4|HK3|NLRP7|PCSK1|LOC101930067|VPREB3|MAL2,0.0582986406689282,0.05638629659778427,0.1277677211852469,0.41873278723720997
259,280,146,134,0.25,UMODL1|LOC101929219///C1orf186|CCL22|LOC283454///HRK|IGSF11|LINC01619|CENPV|TPRG1|TNFRSF17|SPIC|CTAG2|DNAH8|EYA2|SH3GL2|OVAAL|PTPN20,CTAG2|KCCAT333|C7orf57|STAG3|MT1M|LOC613266|LOC100130744|ADIRF|IGLJ3///IGLV@///IGLC1|SFTA3|ZNF876P|COL9A3|ICOS|RAB25|LINC01527|CILP,0.05829925940739485,0.05744184277953066,0.10838999669316755,0.398699100848742
260,280,146,134,0.1875,LINC01021|UGT2B17|BTBD16|OGDHL|JCHAIN|KRT14|CSRP3|SI|SOST|KCCAT333|EPYC|EPCAM|TCL1B|LHX8|SPRR1B|MMP20,TCL1B|CILP|IL17RB|MAGEB2|LILRA4|LINC00877|KCCAT333|TNNC1|NLRP4|DAPL1|ZBTB32|CKAP2///IGLC1|KCNK12|LOC100509457///HLA-DQA1|LRP1B|SDR16C5,0.05829497596907836,0.0567994468903949,0.1186359109606769,0.4164555615522425
261,280,146,134,0.1875,WFDC21P|LOC101928173|MMP12|MMP13|HLF|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|SYT17|MMP20|UMODL1|FCRL4|TCL1A|KRT13|MLC1|C15orf48|PITX1|FAM167A-AS1,FHOD3|HIST1H1B|SAXO2|KRT6A|NLRP4|MAGEA1|S100Z|MMP20|MATN3|SPRR1B|SEC31B|LOC100509457///HLA-DQA1|C3orf67|FAM167A-AS1|CTTNBP2|OVAAL,0.05824841803750186,0.056284137403322824,0.106953326196093,0.40529590251341135
262,280,146,134,0.0625,CCDC110|JCHAIN|PNMAL1|DNAH8|KRT14|BIK|CENPV|HTR3A|VPREB3|C4orf22|IGHD|EML6|CAMP|LOC101929450|SFTA3|LYPD6B,TSIX|LRP1B|C1QA|MME|DNAH8|UBASH3A|TG|COMP|SFRP2|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|KCNH8|SULF1|COL9A3|SMC3|UGT2B17|CTCFL,0.05829545954987331,0.057228075232852636,0.11223078185361175,0.40635507296974643
263,280,146,134,0.1875,BIK|LOC613266|FHOD3|EML6|ITIH3|CRYBA4|ASZ1|SFTA3|DNAH8|LOC283454///HRK|ZNF257|LOC101929272|MMP20|H2AFB1///H2AFB2///H2AFB3|ZIC2|HLF,PITX1|LOC283454///HRK|FCAMR|S100A8|MME|CTTNBP2|CA3|SFRP4|CD74|FHOD3|SYT17|CCL20|LOC102724689|WISP2|KCNK12|HLA-DQA1,0.058252583955705727,0.05742856458776271,0.1253525923965081,0.38855590251112243
264,280,146,134,0.125,LOC283454///HRK|NME8|CD24|CPXM1|CCL17|LOC101930114|SYT17|LOC102723648|EYA2|NMU|EPHB1|UMODL1|WISP2|RPS4Y1|NLRP11|AICDA,TRPM4|KRT13|NPIPA5///NPIPB5///NPIPB11///NPIPB8///LOC613037///NPIPB4///NPIPB3|WFDC21P|CAMP|SHISA8|LGSN|WISP2|USP9Y|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|FSTL5|ASB5|CPXM1|PDZRN4|RSPH1|CTTNBP2,0.058333078304520884,0.057597622074562455,0.11222252779250413,0.40785276417191524
265,280,146,134,0.1875,KCNK12|SPRR1B|MAGEA6///MAGEA3|RGS13|KRT5|HLF|TNFRSF17|TPSB2|TCL1B|ASMT|LOC105375172|KRT14|MMP3|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|CCL17|IGK///IGKC,NME8|LOC105375172|NLRP7|HLF|EYA2|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|FOSB|C3orf67|LOC101930415|SERPINA9|GPM6A|KLRC2///KLRC1|STXBP6|LINC00487|ZNF257|GPAT2,0.05832783125037379,0.05727804758490822,0.0971653395555623,0.397195252089452
266,280,146,134,0.4375,MYOCD|S100A7|DHRS9|LOC105375172|SPRR1B|NOL4|SPIC|RGS13|KRTDAP|MUC16|COL11A1|BIK|RNF183|DNER|MMP20|EML6,ITIH3|SOX2-OT|H2AFB1///H2AFB2///H2AFB3|ORM2///ORM1|TFPI2|LIN28B|S100A2|LOC102723648|MAGEA6///MAGEA3|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|SI|C7orf57|SCARA5|SFRP4|PCSK1|FCER2,0.0582391008970725,0.05687743955688908,0.11096775922369316,0.39580425379451684
267,280,146,134,0.125,MAGEA4|LILRA3|BEX2|JCHAIN|SPIC|UBASH3A|WISP2|LAMP5|CHI3L1|PROK2|PDZRN4|SACS-AS1|MYOCD|LRRN1|LINC01619|EPCAM,PSMA8|LINC00487|SFRP2|EYA2|LINC01527|MMP13|TNFRSF17|CLGN|IGLJ3///CKAP2|MAL2|XK|PNMA6A|CCR10|RSPH1|SERPINA9|NPIPA5///NPIPB5///NPIPB11///NPIPB8///LOC613037///NPIPB4///NPIPB3,0.05827759904646658,0.057150439195112354,0.09688541127260912,0.38944444170302606
268,280,146,134,0.375,MYOCD|HTR3A|MAL2|CSRP3|IGKV1OR2-108|C4orf22|IGK///IGKC|FAM30A|SPRR1B|DNER|TCL1A|MLK7-AS1|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|MMP20|LINC01541,SI|MAGEA6|HEPACAM2|ICOS|LOC101928173|TCL1B|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|XIST|TFPI2|NPIPA5///NPIPB6///NPIPB8///NPIPB3|PROK2|IGLJ3///CKAP2|MMP7|PABPC5|HSF5|PLA2G2D,0.05830591910135213,0.05879875683322376,0.1024547371301575,0.40016457212461365
269,280,146,134,0.0,FAM167A-AS1|ZNF711|HEPACAM2|LRRN1|ZIC2|DAPL1|SMPX|MYBPC1|RIBC2|MYH1|MYOT|MYL2|LEP|SFRP4|FCER2|DNAH8,SYT17|JCHAIN|SACS-AS1|CPLX1|FABP4|ZIC2|ELOVL7|SOX2-OT|CETP|MMP1|LINC01405|PDGFRL|ABCG5|EYA2|PSMA8|MT1M,0.058267925183890804,0.05642622570815044,0.10565303806967115,0.393915201634641
270,280,146,134,0.1875,LOC105375172|IGKV1OR2-108|DNAH8|CTCFL|SUSD5|KCNK12|CENPV|PXDNL|HTR3A|RGS13|LILRA3|MMP13|RNF183|CPLX1|JCHAIN|UMODL1,CTCFL|CPLX1|LIN28B|PPP1R14A|LOC100505878|IGLJ3///CKAP2|TUBB2B|LILRA3|LOC440864///MSH6|COL11A1|DNER|SFRP4|SACS-AS1|CCDC110|MMP20|FAM167A-AS1,0.05833298653044098,0.05731902393892843,0.10118058923153973,0.40062473242478214
271,280,146,134,0.5,PITX1|LOC283454///HRK|TCL1B|XIST|RGS13|DHRS9|C17orf99|RNF183|DNER|SYT17|TCL1A|UMODL1|LILRA4|BEX2|MMP20|TRPM4,FCGR3B///FCGR3A|IGKV1OR2-108|ELOVL7|ZNF876P|CLGN|MAL2|ORM1|GPR158|UMODL1|SDR16C5|IL22RA2|P2RY12|HEPACAM2|ZYG11A|LOC440864///MSH6|MARCO,0.05830982589720747,0.057185872505896206,0.10855462124622395,0.4037202627787763
272,280,146,134,0.25,HTR3A|SYT17|LINC01405|CTCFL|RGS13|HLA-DQA1|PITX1|BIK|KCCAT333|FSTL5|C2CD4A|C17orf99|ZIC2|CRYBA4|IGK///IGKC|TCL1A,NLRP7|ASB5|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|LINC00877|EPCAM|TRIM59///IFT80|EEF1A2|KCNN3|OLFM4|MAGEA1|TRPM4|MMP20|FOSB|C1QA|JCHAIN|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH,0.0582714717688575,0.05794848568669285,0.10020989399585846,0.4008863155784899
273,280,146,134,0.1875,PNMAL1|TAC1|DNER|LINC01021|MUC16|IL17RB|TCL1A|MARCO|CPXM1|TUBB2B|TCL1B|RSPH1|OGDHL|HLF|CD5L|KRT5,NLRP7|MAGEA6///MAGEA3|DAPL1|MMP12|CTAG1A///CTAG1B|PRAME|S100A8|RASSF6|EIF1AY|PABPC5|BIK|RPS4Y1|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|NLRP4|LINC01405|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1,0.05829459761943058,0.05808551745935665,0.10948606977915185,0.40156451287042877
274,280,146,134,0.3125,MYOCD|LOC613266|FABP4|DNER|GPM6A|PROK2|IL17RB|XIST|CD5L|RNF183|MUC16|HTR3A|LOC283454///HRK|TCL1A|IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1|ORM2///ORM1,LOC100130744|CD1C|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|BEX2|SERPINA9|HOTAIR|LOC105372840|RAB25|GOLIM4|RSPH1|S100Z|EPHB1|CILP|IGLJ3///CKAP2|UMODL1|CKAP2///IGLC1,0.05831197907582783,0.05766820219501116,0.10184202098739652,0.4143588600771804
275,280,146,134,0.25,CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|RASSF6|MLC1|TCL1A|ASZ1|RGS13|UMODL1|GJB2|HTR3A|CENPV|LOC105372840|LOC283454///HRK|CCDC110|DNAH8|C4orf22|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH,AICDA|COL9A3|LOC440864///MSH6|LINC00487|OLFM4|ZNF385B|LILRA4|TSPAN8|DNAH8|HIST1H3B|NLRP7|LOC101927811|SFRP4|CCL17|FAM111B|CD74,0.05825556628751117,0.056518698797270964,0.11464653189572484,0.37895046216648176
276,280,146,134,0.3125,HTR3A|BTBD16|LOC283454///HRK|MAJIN|TCL1A|RGS13|DNER|MYOT|LRRN1|LOC613266|CD1C|LOC105372840|KCCAT333|DNAH8|LINC01021|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1,OVAAL|KLHL13|EPCAM|SPIC|CAMP|PCSK1|CA3|HPDL|LINC00877|COL11A1|SPRR1B|TNFRSF17|LIPI|LOC100130744|IGLJ3///IGLV@///IGLC1|PXDNL,0.05827927339059936,0.05748234405231377,0.10245382821352475,0.4315937436572382
277,280,146,134,0.3125,DHRS9|DNER|LGALS2|UGT2B17|SYT14|EYA2|LOC613266|EML6|HLF|CCL17|LOC283454///HRK|STXBP6|RGS13|HTR3A|UMODL1|LINC00525,ZNF385B|H2AFB1///H2AFB2///H2AFB3|MARCO|NLRP7|GPAT2|CHIT1|NCKAP5|HTR2B|NLRP11|TRIM59///IFT80|DHRS9|KCNH8|FCAMR|NOL4|OVAAL|DAPL1,0.0582689283353843,0.05764119280074924,0.10174191495975303,0.39535381048485796
278,280,146,134,0.25,CSRP3|SPIC|MYOCD|UBASH3A|LOC283454///HRK|SMPX|TCL1A|ZNF883|MYBPC1|HEPACAM2|MYL2|EPHB1|XIRP2|ASB5|RAB25|GJB2,PPP1R14A|CCL22|TXLNGY|C1QA|LOC100653057///CES1|MAGEA6|XK|HTR3A|SFTA3|COL9A3|EPCAM|CCL17|GJB2|TCL1B|FOSB|GPM6A,0.05823874814837728,0.05639604611386766,0.11372446733149058,0.39243867946280137
279,280,146,134,0.125,TUBB2B|DNAH8|BTBD16|IGHD|S100A7|HEPACAM2|BIK|RGS13|EIF1AY|LOC613266|TCL1A|EYA2|KRT13|JCHAIN|MMP3|ZNF385B,LINC00996|SUGCT|SPINK2|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|HPDL|MATN3|ORM2///ORM1|SMC3|LOC101930415|HTR3A|NLRP11|KRT5|LILRA3|IL22RA2|CHIT1|FHOD3,0.05827020007187028,0.05713346935351519,0.10810782146266723,0.4176725396507613
280,280,146,134,0.25,RGS13|MMP3|TCL1A|LECT2|UMODL1|SPRR1B|RNF183|S100A2|KRT5|ZNF711|LINC00403|KRT14|PCSK1|KRT13|MMP12|CHI3L1,LOC100130744|HEPACAM2|MYOCD|EIF1AY|IGKV1OR2-108|NCKAP5|NPIPA5///NPIPB5///NPIPB11///NPIPB8///LOC613037///NPIPB4///NPIPB3|CTAG1A///CTAG1B|DNER|LINC00525|SMC3|C3orf67|EPHA4|LILRA3|ORM2///ORM1|LGALS2,0.05822556708198898,0.05620265103713327,0.1051859513837306,0.40418765932253675
281,280,146,134,0.125,BTBD16|MAGEA4|TCL1A|MYOT|CXCL6|ANKRD36BP2|LOC101929272|HLF|JCHAIN|CHIT1|LINC00525|MMP1|ITIH3|PNMAL1|MYOCD|ADIRF,KDM5D|IGHV1-69|ZNF257|KCCAT333|SOX2-OT|SCARA5|VSIG4|CXCL6|RAB25|MAGEB1|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|LOC613266|EIF1AY|CTTNBP2|STXBP6|KLRC2///KLRC1,0.058329945008032076,0.05755260770992876,0.10081361976940506,0.4024117983168696
282,280,146,134,0.1875,TMEM52B|FCRLA|CPXM1|LECT2|JCHAIN|EML6|TMEM38A|CCDC110|SLN|FDCSP|VPREB3|GTSF1|TCL1B|SMPX|DNER|RASSF6,LTF|MYOCD|COMP|OVAAL|NME8|LOC101927811|NOL4|MUC16|LINC01102|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|GOLIM4|LOC105374042|LINC01021|FAR2P3///FAR2P2|HAGLROS|LOC102723648,0.05829924081355173,0.05730378204285834,0.1185586059589643,0.4022360499182502
283,280,146,134,0.125,ZNF711|AICDA|LILRA3|FDCSP|LECT2|KRT13|PRAME|LOC101928173|DNER|NLRP7|MYOCD|CCR10|ARL14|IGHD|MARCO|FCGR3B///FCGR3A,CTCFL|NME8|LINC01102|HPDL|NCKAP5|UBASH3A|IGLJ3///CKAP2|CAMP|ZNF711|NOL4|SOX2-OT|PCSK1|FCAMR|C4orf22|LIN28B|TFPI2,0.05830929066823126,0.05866001622146899,0.10537693182964657,0.404674053147226
284,280,146,134,0.3125,FAM9C|TCL1A|UMODL1|MMP3|PROK2|SPRR1B|IGHD|UBASH3A|MMP13|KRT6A|DNER|MMP20|FSTL5|CETP|LOC283454///HRK|RGL4,MMP20|RPS4Y1|KLHL13|UMODL1|STAG3|IL17RB|CHRM3-AS2|HLA-DRB4|NME8|SOX8|MAGEA6///MAGEA3|STXBP6|LRP1B|GTSF1|IGHD|LGALS2,0.05824551215450317,0.056246940866707756,0.09916179901212455,0.4003980510473355
285,280,146,134,0.3125,RNF183|TCL1A|JCHAIN|DNER|IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1|ASB5|EPHB1|UGT2B17|MAGEA12|LOC105375172|LOC101929272|CHIT1|LOC283454///HRK|CCL21|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|LEP,CCR10|MLK7-AS1|ZIC2|TXLNGY|LOC102724689|ZNF385B|ADIRF|TPSB2|FABP4|USP9Y|CCL20|SFRP4|MAGEA6///MAGEA3|UHMK1|KCNH8|SMC3,0.05833745992634466,0.05870165463912951,0.09714012995220155,0.4138154419654518
286,280,146,134,0.375,IGSF11|EML6|SMPX|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|NOL4|HTR3A|KCNN3|SDR16C5|KCCAT333|TCL1A|ASB5|LOC283454///HRK|SPIC|TNFRSF17|DNAH8,HMCN1|HSF5|ORM2///ORM1|SNX29P1///SNX29P2|GTSF1|CENPV|MAGEA9B///MAGEA9|COL9A3|SOX8|LIN28B|LILRA4|TUBB2B|SPINK2|EPHA4|PSMA8|MMP20,0.05831024709400002,0.05824447539884464,0.09717861016195703,0.3909896112965635
287,280,146,134,0.25,HLF|MYL1|RGS13|KCCAT333|SOX2-OT|SACS-AS1|MEF2B///BORCS8///BORCS8-MEF2B|CCL17|BIK|SMPX|SPIC|NLRP7|IGKV1OR2-108|MYOCD|RASSF6|DNAH8,KRT14|HMCN1|ZBTB32|CLGN|CETP|SFRP4|DNER|CCL22|SOX2-OT|TRPM4|VSIG4|IL12B|SFRP2|MMP1|COL11A1|NLRP7,0.058250409304333325,0.05739773547681938,0.1121231977571841,0.39362532998978783
288,280,146,134,0.0625,CCL17|UGT2B17|UBASH3A|SMPX|LIN28B|P2RY12|MAGEA6|EPHB1|ZYG11A|HLF|HLA-DQB1|NMU|HMCN1|USP9Y|RNF183|TNFRSF17,LILRA4|ASB5|FCRL4|NPIPA5///NPIPB6///NPIPB8///NPIPB3|LINC00877|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|LRRN1|CCDC110|NLRP7|CD163|LOC102724689|CTTNBP2|S100A2|IGHD|C15orf48|LINC00487,0.05827862806064975,0.05687510584210767,0.09802457700164546,0.40185230516072257
289,280,146,134,0.125,BTBD16|TCL1A|CA3|LINC01405|SLN|ASZ1|LINC01268|DNAH8|COL11A1|PNMAL1|CTCFL|MYL2|RAB25|MAL2|SYT17|TCL1B,COL11A1|CCR10|LGALS2|TCL1A|LOC283454///HRK|XIST|HK3|LOC101928173|CILP|SYT14|MAGEA1|LOC100130744|RPS4Y1|ZNF385B|FDCSP|SFTA3,0.05824747448214268,0.056907186279648546,0.10847533313882159,0.40161495282418014
290,280,146,134,0.375,RGS13|GPM6A|TCL1A|DSCR8|UBASH3A|LECT2|RNF183|KRT5|NLRP7|UMODL1|IL12B|MMP13|MMP20|BEX2|MYOCD|PRAME,MT1M|LOC105375172|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|ASPN|LINC00877|ZIC2|LTF|NTS|SDR16C5|S100A8|LOC100509457///HLA-DQA1|LOC105372840|LOC101930114|TRIM59///IFT80|XIST|GPM6A,0.05828966741313518,0.05624575483889142,0.1301253713861292,0.40710233384648487
291,280,146,134,0.375,RAB25|KCCAT333|P2RY12|TCL1A|XIRP2|UMODL1|RNF183|IGK///IGKC|ZIC2|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|MYBPC1|DNAH8|EPCAM|TNNC1|JCHAIN|ZNF711,IGLJ3///CKAP2|ZNF385B|P2RY12|DNER|EPCAM|LOC100505878|IGKV1OR2-108|RSPH1|ZNF711|GPAT2|IGHV1-69|RASSF6|DAPL1|LOC101930114|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|MGST1,0.0582748005571173,0.05806080859824016,0.11165741523117757,0.3889192639661443
292,280,146,134,0.25,NLRP11|FCER2|PXDNL|IGK///IGKC|LOC100509457///HLA-DQA1|LOC613266|FDCSP|XIST|GTSF1|DHRS9|SPIC|HLA-DQB1|KCCAT333|EML6|HLF|WFDC21P,EIF1AY|PNMAL1|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|FCGR3B///FCGR3A|PABPC5|ZNF711|ASB5|CCL22|KRT5|TXLNGY|PPP1R14A|SMC3|GOLIM4|LEP|STATH|MYOT,0.05834617020572777,0.058049547891109554,0.09934301839887019,0.4188642448591843
293,280,146,134,0.0625,FAM167A-AS1|LINC01405|DNER|SYT17|CHIT1|EPHA4|LOC200772|CENPV|CXCL8|CKAP2///IGLC1|FCRL4|EYA2|MMP3|VPREB3|CXCL6|PROK2,CXCL8|TNFRSF17|LVRN|VSIG4|S100A9|HMCN1|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|CTTNBP2|MAGEB2|LOC100509457///HLA-DQA1|RGS13|KLRC2///KLRC1|CENPV|ZYG11A|RSPH1|LOC101929272,0.05824547553663111,0.05624075447712645,0.10962758096681512,0.39128455182549227
294,280,146,134,0.0625,TCL1B|SMPX|BTBD16|ASB5|CCL17|IL13RA2|RAB25|SUGCT|MARCO|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|LINC01405|LILRA4|WFDC21P|LILRA3|MAGEA6///MAGEA3|EYA2,LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|FSTL5|LGSN|PKHD1L1|CETP|KCNH8|CAMP|LINC01405|TSIX|HLA-DQA1|MMP13|SFTA3|TPSB2|SOX2-OT|HMCN1|HLA-DQB1,0.05829423586871126,0.058078445548432125,0.10288309761529993,0.41254814121774774
295,280,146,134,0.125,RGS13|FAM30A|ASZ1|XIRP2|SPRR1B|BIK|UGT2B17|AICDA|MYL2|KCCAT333|MMP1|TRPM4|CAMP|FABP4|KRT13|CTCFL,LINC00877|AP3D1|ASZ1|KRT14|ZNF257|S100Z|MAGEB2|XIST|OVAAL|MAGEA6///MAGEA3|NLRP11|LCTL|H2AFB1///H2AFB2///H2AFB3|ORM2///ORM1|LINC00403|CILP,0.05827856314594427,0.057238934560102345,0.09968078277703511,0.39808943906232963
296,280,146,134,0.1875,LOC105375172|HEPACAM2|KCCAT333|DNAH8|LOC101929272|MYOT|MUC16|ACTA1|CSRP3|RNF183|LYPD6B|MYL2|KRT5|EML6|DPEP2|MYL1,TSIX|DAPL1|STXBP6|HPDL|MIS18BP1|HLA-DQA1|ZIC2|NTS|GPM6A|USP9Y|SERPINA9|NPIPA5///NPIPB5///NPIPB11///NPIPB8///LOC613037///NPIPB4///NPIPB3|STAG3|PITX1|HMCN1|EPCAM,0.058287999288804224,0.05693604858482863,0.09871638297668911,0.4020893711996616
297,280,146,134,0.125,MYBPC1|SMPX|XIRP2|EPHB1|ASB5|FAM9C|MYOT|CA3|HTR3A|NLRP7|EML6|LRRN1|C17orf99|TCL1A|CTAG1A///CTAG1B|LOC101929272,CRNDE|SUSD5|LTF|GTSF1|SUGCT|IL17RB|BEX2|COL9A3|CHI3L1|PXDNL|EIF1AY|SAA2-SAA4///SAA2///SAA1|CA3|MT1M|MMP1|LOC101930415,0.05821798945132316,0.05572714637993009,0.14816151149384757,0.42656628242734435
298,280,146,134,0.1875,LECT2|EPCAM|STEAP2|CNTN3|KCCAT333|TSIX|LOC101930114|LOC283454///HRK|TCL1A|RASSF6|CCR10|CENPV|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|LOC101928173|TPRG1|KRT5,KRT5|CCL22|MMP20|CD163|MMP7|LMO2|CCL21|SNX29P1///SNX29P2|ARL14|CENPV|PRAME|CXCL6|TNFRSF17|ICOS|PTPN20|HTR2B,0.058287554130776714,0.05774982007374005,0.1041754914622855,0.4159134815527352
