resample,real_subspace_capture,null_subspace_capture,delta_subspace_capture,real_corr_neighborhood,null_corr_neighborhood,delta_corr_neighborhood,real_exact_overlap,null_exact_overlap,delta_exact_overlap
61,0.43997761402371405,0.24188482057405755,0.1980927934496565,0.5457624742332496,0.3869433030354428,0.15881917119780686,0.375,0.125,0.25
62,0.3327658576440099,0.19284915421556395,0.13991670342844595,0.47758257188405706,0.3100105470873324,0.16757202479672467,0.25,0.0625,0.1875
63,0.379997671199803,0.3005220187812185,0.07947565241858451,0.5204257520388047,0.43844160701238755,0.08198414502641715,0.3125,0.1875,0.125
64,0.2973843662934962,0.18532772184247476,0.11205664445102143,0.4130382892469655,0.29857701004442405,0.11446127920254145,0.1875,0.0625,0.125
65,0.54077429714238,0.1859762637974111,0.3547980333449689,0.6390754198842286,0.31895567200543695,0.3201197478787916,0.5,0.0625,0.4375
66,0.38234604695102176,0.1327393941498455,0.24960665280117625,0.529835561256565,0.26332020067999407,0.2665153605765709,0.3125,0.0,0.3125
67,0.2569666215495119,0.18758197735456847,0.06938464419494342,0.36958978992432956,0.3323473011484329,0.03724248877589664,0.1875,0.0625,0.125
68,0.37541579205998843,0.23767866990912653,0.1377371221508619,0.48363757575372296,0.4229874208554997,0.060650154898223285,0.3125,0.0625,0.25
69,0.29253428550470956,0.15961807763473462,0.13291620786997493,0.40842757017224884,0.30380207873129594,0.1046254914409529,0.1875,0.0,0.1875
70,0.10247987190864064,0.12419342016769581,-0.02171354825905518,0.21174613125039926,0.2548973388479968,-0.04315120759759755,0.0,0.0,0.0
71,0.22795391002502347,0.18765632670619709,0.04029758331882638,0.3629845405827181,0.3276496437542864,0.03533489682843172,0.125,0.0,0.125
72,0.3810234631438605,0.21725104221672603,0.16377242092713445,0.5005645414965003,0.3856818393497875,0.11488270214671281,0.3125,0.0625,0.25
73,0.23147815575684227,0.19049118639331517,0.04098696936352711,0.36744063122359893,0.35412783283295035,0.013312798390648584,0.125,0.0625,0.0625
74,0.4736024927322407,0.2223782076167731,0.25122428511546757,0.598499748834248,0.3436819506057024,0.25481779822854556,0.4375,0.125,0.3125
75,0.2911193691960605,0.12009128795833546,0.17102808123772506,0.4474228766018483,0.23883245374362533,0.208590422858223,0.1875,0.0,0.1875
76,0.4544735658931325,0.24204436912799515,0.21242919676513733,0.571696032974792,0.3779167411979869,0.19377929177680508,0.375,0.125,0.25
77,0.379314150457876,0.17725208435027925,0.20206206610759672,0.4934905919997821,0.3128436653822131,0.18064692661756904,0.3125,0.0625,0.25
78,0.32198844268183596,0.13709976724731338,0.1848886754345226,0.4722010572898589,0.2917093267731514,0.18049173051670747,0.25,0.0,0.25
79,0.23786842299824917,0.17583609673133746,0.062032326266911714,0.3908514717092869,0.3074290068124397,0.08342246489684724,0.125,0.0625,0.0625
80,0.30810793933490654,0.23465903809588137,0.07344890123902517,0.4183229076787413,0.37338551480008364,0.04493739287865767,0.25,0.125,0.125
81,0.20848101603055785,0.20908995281607784,-0.0006089367855199868,0.3403570715030637,0.3618115144159312,-0.021454442912867466,0.0625,0.0625,0.0
82,0.22140145525591035,0.20798342510222764,0.013418030153682703,0.33789323376580815,0.37023697757342666,-0.03234374380761851,0.125,0.0625,0.0625
83,0.3275064739020942,0.18463753041494135,0.14286894348715284,0.43687138088751076,0.36718801817011787,0.0696833627173929,0.25,0.0,0.25
84,0.32694917072496743,0.16255656177961103,0.1643926089453564,0.4557338855309843,0.28300079141285633,0.17273309411812798,0.25,0.0625,0.1875
85,0.33907329168588773,0.17302725539474223,0.1660460362911455,0.4739155294980346,0.324479302066848,0.14943622743118662,0.25,0.0625,0.1875
86,0.2173493722208732,0.16546333071175615,0.05188604150911705,0.33594512892196404,0.3284305580822829,0.007514570839681156,0.125,0.0,0.125
87,0.4111952637456372,0.21725184850716545,0.19394341523847175,0.5458698241159246,0.40728508183260775,0.1385847422833168,0.375,0.0625,0.3125
88,0.24483102221047592,0.21011818189582723,0.03471284031464869,0.39703896168415365,0.3622264806311418,0.03481248105301182,0.125,0.0625,0.0625
89,0.4287145756749362,0.2194278729253413,0.2092867027495949,0.5409687709552724,0.3882595997138202,0.15270917124145222,0.375,0.0625,0.3125
90,0.26715057563409067,0.17807147004871537,0.0890791055853753,0.4070814290397929,0.33731415981646135,0.06976726922333154,0.1875,0.0625,0.125
91,0.3892553765239964,0.1544073478604674,0.234848028663529,0.5169709871173518,0.30141250140970377,0.21555848570764802,0.3125,0.0,0.3125
92,0.43987724983274457,0.34281668262718523,0.09706056720555933,0.5508700094609373,0.47452981134425487,0.07634019811668247,0.375,0.25,0.125
93,0.23860784096196577,0.19070416400370288,0.04790367695826289,0.37337214392163043,0.33791549596476345,0.03545664795686698,0.125,0.0625,0.0625
94,0.33215807764788635,0.2841428819541728,0.04801519569371354,0.47466531902416453,0.421063718851701,0.053601600172463515,0.25,0.1875,0.0625
95,0.320574231782157,0.20699700965985401,0.11357722212230298,0.44386172931528767,0.3518309234629465,0.09203080585234119,0.25,0.0625,0.1875
96,0.26559639597250906,0.14739121841391783,0.11820517755859122,0.42125424689470536,0.28656274307188123,0.13469150382282413,0.1875,0.0,0.1875
97,0.1995490074360699,0.24087141790157546,-0.041322410465505555,0.29700959769156765,0.36317332764952404,-0.06616372995795639,0.125,0.125,0.0
98,0.41852881618251436,0.17889547035953912,0.23963334582297524,0.5422615491467515,0.31654741755746185,0.22571413158928966,0.3125,0.0625,0.25
99,0.3759112829645297,0.128016691411471,0.24789459155305868,0.5027987580148363,0.24706902165257377,0.25572973636226254,0.3125,0.0,0.3125
100,0.14240109957511038,0.1632081119721337,-0.020807012397023317,0.26126744710985134,0.2844148433748073,-0.02314739626495599,0.0,0.0625,-0.0625
101,0.5788788425799878,0.19588428265488722,0.38299455992510056,0.6700535301233252,0.3400918982329387,0.3299616318903865,0.5625,0.0625,0.5
102,0.43778230227399095,0.21000884928160124,0.2277734529923897,0.540970471871164,0.3691806090055851,0.1717898628655789,0.375,0.0625,0.3125
103,0.4558252145893184,0.17951502507082515,0.2763101895184933,0.6071149762608974,0.35546059400401175,0.25165438225688563,0.375,0.0,0.375
104,0.41530058242388035,0.2047263704031026,0.21057421202077775,0.5122044156086394,0.3856970276835235,0.1265073879251159,0.375,0.0625,0.3125
