version,seed,family,order,g_minus,g_plus,E_abs,prominence,A_group,C_group,R_response,D_response,response_label_R,response_label_D,h2
v32.19,25042000,dephasing,1,23,40,0.6293356210701317,0.16502413161883028,-0.1736094653995119,0.4995935560081616,0.00830015662119216,3.3179496476687387e-12,R1_E,D1_E,
v32.19,25042000,dephasing,1,24,39,0.2843715887463743,-0.5475178260577758,0.19067313091171223,0.7641062464191464,0.32222848676926386,2.676470156615096e-12,R1_E,D1_E,
v32.19,25042000,dephasing,1,25,38,0.2812054412565679,-0.46029967445888076,-0.240662053511429,0.39125837018188253,0.2207521666567883,3.1327024307969964e-13,R1_E,D1_E,
v32.19,25042000,dephasing,1,26,37,0.26482062964046393,-0.585737424372401,0.1760731442064309,0.7763057620342307,0.3157134933456122,5.1144019574955735e-12,R1_E,D1_E,
v32.19,25042000,dephasing,1,27,36,0.2619864687735263,-0.751304197451854,-0.2198704284879519,0.45414680659142626,0.237757943730397,1.9148745089569985e-12,R1_E,D1_E,
v32.19,25042000,dephasing,1,28,35,0.07278294475567904,0.1666843876215432,0.01648694930559751,0.9269563716522953,0.07033659115137322,2.397200493664542e-12,R1_E,D1_E,
v32.19,25042000,dephasing,1,29,34,0.07081255002358793,0.12307328643041221,0.012052718621335995,0.9241532274014413,0.07239973162943844,5.973485595056616e-13,R1_E,D1_E,
v32.19,25042000,dephasing,1,30,33,0.048600388009180644,0.1783224940845633,0.012678301528060189,0.9519289652379235,0.07319491661619396,1.0276057782476755e-11,R1_E,D1_E,
v32.19,25042000,dephasing,1,31,32,0.04659378773055864,0.07724022316920248,0.012330759849457869,0.9515077916535497,0.09520462422061624,5.074995979015284e-12,R1_E,D1_E,
v32.19,25042000,transverse,2,0,63,2.874552422746733,0.18871847023623955,0.8672911957584107,0.9790091153958035,21.13629334747319,68.84727472576216,R2_E,D2_E,0.001
v32.19,25042000,transverse,2,1,62,2.87344508633917,-0.31508147386664376,0.5780328038571096,0.8204843482512657,21.84642719315636,59.61533997578261,R2_E,D2_E,0.001
v32.19,25042000,transverse,2,2,61,2.8439494108712084,0.30490189758471686,0.8182574156423933,0.955666486085111,27.185251183588505,85.08449213501245,R2_E,D2_E,0.001
v32.19,25042000,transverse,2,3,60,2.8428147436945483,-0.37654043188966524,0.5033507921872238,0.7714393643525351,26.940171071045015,68.02929251012446,R2_E,D2_E,0.001
v32.19,25042000,transverse,2,4,59,1.9787294107422513,0.09163904430626355,0.5531377953749617,0.972941911995407,4792.506813830272,79645.53960511781,R2_E,D2_E,0.001
v32.19,25042000,transverse,2,5,58,1.9761806190048739,-0.047486139244666936,-0.33149252853540156,0.21379905642678876,4861.2661434853,18101.953119064372,R2_E,D2_E,0.001
v32.19,25042000,transverse,2,6,57,1.966744402461953,0.46365890923314146,0.4823727247697548,0.874104469432512,2536.4450179168425,29198.156524209357,R2_E,D2_E,0.001
v32.19,25042000,transverse,2,7,56,1.9644309918628977,-0.4975409645034512,-0.2601503178590552,0.13023112704946424,2351.579334775988,4103.207072675965,R2_E,D2_E,0.001
v32.19,25042000,transverse,2,8,55,1.6921458564839147,0.023834044377988334,0.17556353403560576,0.7184266361374598,3017.1113241724097,50469.261223807276,R2_E,D2_E,0.001
v32.19,25042000,transverse,2,9,54,1.6886100349699211,0.01571539170803185,-0.21477583449185783,0.37484679025898093,3219.63579085969,28166.758613318667,R2_E,D2_E,0.001
v32.19,25042000,transverse,2,10,53,1.6764420039565993,0.46343244789583143,0.22659477557132662,0.7320037978015923,3050.8014389540276,48342.07060985829,R2_E,D2_E,0.001
v32.19,25042000,transverse,2,11,52,1.6720595812293473,-0.2931208456369997,-0.24859368712920626,0.19601498046578628,3074.2807098535313,13073.280315179476,R2_E,D2_E,0.001
v32.19,25042000,transverse,2,12,51,1.4639107662982664,-0.1691666279032112,-0.12717926536755628,0.4326472172133027,592.0347629812507,6097.361550018684,R2_E,D2_E,0.001
