version,seed,family,g_minus,g_plus,E_abs,prominence,dim_minus,dim_plus,A_group,C_group,S_group,C2_group,A_group_direct,C_group_direct,n_channels_mean,identity_residual_maxabs,A_vs_base_residual_maxabs,C_vs_base_residual_maxabs
v32.21,25042000,transverse,25,38,0.2812054412565679,-0.46029967445888076,4,4,-0.06894238490630508,0.061417598743775996,0.07271450634175658,0.003772121435451476,-0.06894238490630511,0.061417598743776,63.0,1.3010426069826053e-18,2.7755575615628914e-17,1.3877787807814457e-17
v32.21,25042000,transverse,26,37,0.26482062964046393,-0.585737424372401,4,4,-0.0648909508960914,0.114680150612476,0.07804248784059162,0.013151536944500181,-0.06489095089609143,0.11468015061247601,63.0,1.214306433183765e-17,4.163336342344337e-17,2.7755575615628914e-17
v32.21,25042000,transverse,27,36,0.2619864687735263,-0.751304197451854,4,4,-0.06061207223601379,0.10208594695477025,0.07103361280166601,0.010421540565652176,-0.060612072236013836,0.1020859469547703,63.0,1.3877787807814457e-17,6.245004513516506e-17,5.551115123125783e-17
v32.21,25042000,transverse,28,35,0.07278294475567904,0.1666843876215432,4,4,0.06098098316256717,0.967552651106938,0.875177149501497,0.9361581326640642,0.060980983162567184,0.9675526511069381,63.0,0.0,2.42861286636753e-16,1.1102230246251565e-16
v32.21,25042000,transverse,29,34,0.07081255002358793,0.12307328643041221,4,4,-0.0537945173538253,0.9099879179073228,0.8818725280911297,0.8280780107373045,-0.05379451735382519,0.9099879179073228,63.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0
v32.21,25042000,transverse,30,33,0.048600388009180644,0.1783224940845633,4,4,0.05947264140154374,0.9438874220291555,0.8314508240633016,0.8909234654648455,0.05947264140154385,0.9438874220291558,63.0,1.1102230246251565e-16,1.5265566588595902e-16,4.440892098500626e-16
v32.21,25042000,transverse,31,32,0.04659378773055864,0.07724022316920248,4,4,-0.0696891923638916,0.8776881841755937,0.8400257410053429,0.7703365486414513,-0.06968919236389162,0.8776881841755939,63.0,0.0,2.7755575615628914e-17,1.1102230246251565e-16
v32.21,25042001,dephasing,0,31,3.3993954056915845,0.03692250294628535,8,8,0.11557206374689856,0.9815986342021055,0.8479638149205404,0.9635358786674391,0.11557206374689868,0.9815986342021055,31.0,1.1102230246251565e-16,2.636779683484747e-16,3.3306690738754696e-16
v32.21,25042001,dephasing,1,30,3.3842297996904556,0.17102702157231045,8,8,-0.0951426780381458,0.8813605909794733,0.8719391693698322,0.7767964913316864,-0.09514267803814587,0.8813605909794733,31.0,0.0,1.5265566588595902e-16,1.1102230246251565e-16
v32.21,25042001,dephasing,2,29,3.217664522712653,0.1396026882935279,8,8,-0.01343532838545522,0.43580863459136754,0.20336449436984727,0.18992916598439208,-0.013435328385455202,0.4358086345913675,31.0,0.0,3.642919299551295e-17,5.551115123125783e-17
v32.21,25042001,dephasing,3,28,3.1069474185291,-0.1010418180254361,8,8,-0.1476742686456235,0.19182173071872916,0.18446984502155211,0.036795576375928625,-0.14767426864562347,0.1918217307187291,31.0,2.0816681711721685e-17,8.326672684688674e-17,5.551115123125783e-17
v32.21,25042001,dephasing,4,27,2.7582925100189017,0.18670224093779636,8,8,0.12230508428729087,0.5923683799896337,0.22859521332425226,0.3509002976115431,0.1223050842872909,0.5923683799896338,31.0,0.0,5.551115123125783e-17,1.1102230246251565e-16
