version,seed,family,group,lambda,exact_norm,k2_term_norm,k3_term_norm,k4_term_norm,abs_err_K2,abs_err_K2K3,abs_err_K2K3K4,rel_err_K2,rel_err_K2K3,rel_err_K2K3K4
v32.24,25042000,transverse,14,0.01,0.0005631096331851928,0.0005651038191788011,7.261673363730559e-18,2.068050422537408e-06,2.0646264717710864e-06,2.064626471772522e-06,3.795721233110256e-09,0.003666473365217821,0.0036664733652203704,6.7406434012503165e-06
v32.24,25042000,transverse,14,0.003,5.08431677272058e-05,5.08593437260921e-05,1.9606518082072505e-19,1.6751208422553006e-08,1.6748688561144183e-08,1.674868856118146e-08,2.7888991226210074e-12,0.00032941866744038616,0.00032941866744111935,5.4852977249265455e-08
v32.24,25042000,transverse,14,0.001,5.6508384627594075e-06,5.651038191788011e-06,7.261673363730558e-21,2.0680504225374083e-10,2.0680158277728176e-10,2.0680158277872605e-10,3.8282892034338775e-15,3.659661909292958e-05,3.6596619093185164e-05,6.774727730518869e-10
v32.24,25042000,transverse,14,0.0003,5.085918194324199e-07,5.085934372609209e-07,1.9606518082072501e-22,1.6751208422552997e-12,1.675118320053887e-12,1.6751183201117407e-12,2.791012888547096e-18,3.2936399211518806e-06,3.2936399212656333e-06,5.487726663912566e-12
v32.24,25042000,transverse,15,0.01,0.0006621430360972096,0.0006593553103597549,6.7763253825866915e-18,2.7909050634170753e-06,2.8005623760396435e-06,2.800562376037785e-06,9.657383891378108e-09,0.004229542898384408,0.004229542898381602,1.4585041848813316e-05
v32.24,25042000,transverse,15,0.003,5.936448725196185e-05,5.934197793237794e-05,1.8296078532984063e-19,2.260633101367831e-08,2.2613343704456443e-08,2.261334370440404e-08,7.01275257206587e-12,0.0003809237601678961,0.0003809237601670134,1.1813043280069964e-07
v32.24,25042000,transverse,15,0.001,6.593830919422871e-06,6.593553103597548e-06,6.77632538258669e-21,2.7909050634170757e-10,2.7910012264712806e-10,2.791001226452875e-10,9.616389903577092e-15,4.2327461237291846e-05,4.232746123701271e-05,1.4583919456064506e-09
v32.24,25042000,transverse,15,0.0003,5.934220295610377e-07,5.934197793237793e-07,1.829607853298406e-22,2.26063310136783e-12,2.2606401116250804e-12,2.2606401116011394e-12,7.010301357350875e-18,3.8094981295138415e-06,3.8094981294734973e-06,1.1813348693065018e-11
v32.24,25042000,transverse,16,0.01,0.00015913132354514206,0.00015881619803530624,3.8355358143511475e-19,3.651051509192388e-07,3.6904676109906663e-07,3.6904676109909496e-07,3.968966315732532e-09,0.0023191333602801097,0.0023191333602802875,2.494145230060016e-05
v32.24,25042000,transverse,16,0.003,1.4295986435444246e-05,1.4293457823177562e-05,1.0355946698748096e-20,2.9573517224458342e-09,2.960195256013935e-09,2.960195256014482e-09,2.8631060069254437e-12,0.00020706477789281334,0.00020706477789285158,2.002734137902442e-07
v32.24,25042000,transverse,16,0.001,1.5881931721278508e-06,1.5881619803530624e-06,3.8355358143511472e-22,3.651051509192388e-11,3.65144121207898e-11,3.651441212083312e-11,3.923833221718737e-15,2.2991165534270638e-05,2.2991165534297916e-05,2.4706271822473654e-09
v32.24,25042000,transverse,16,0.0003,1.429348308615316e-07,1.429345782317756e-07,1.0355946698748095e-23,2.957351722445833e-13,2.957380128658681e-13,2.9573801286460724e-13,2.8601554601907848e-18,2.0690409124446713e-06,2.06904091243585e-06,2.0010206350344138e-11
v32.24,25042000,transverse,17,0.01,0.00011132811262005621,0.00011087701021687183,3.5438682863115333e-19,5.195822074239795e-07,5.160170377638908e-07,5.160170377637771e-07,3.6602985778880116e-09,0.004635100924821825,0.004635100924820804,3.2878475092629875e-05
v32.24,25042000,transverse,17,0.003,9.982602714944112e-06,9.978930919518463e-06,9.568444373041138e-21,4.208615880134234e-09,4.205983418642253e-09,4.205983418639223e-09,2.703483087339625e-12,0.00042133134401370397,0.00042133134401340044,2.708194610702546e-07
v32.24,25042000,transverse,17,0.001,1.1088154525813556e-06,1.1087701021687182e-06,3.543868286311533e-22,5.195822074239796e-11,5.1954605605856615e-11,5.195460560574394e-11,3.712763893070778e-15,4.6855953788256414e-05,4.685595378815479e-05,3.3484056200942655e-09
v32.24,25042000,transverse,17,0.0003,9.978967655160837e-08,9.978930919518462e-08,9.568444373041135e-24,4.2086158801342323e-13,4.2085895224506965e-13,4.2085895224066005e-13,2.706967683582252e-18,4.2174598293984195e-06,4.217459829354231e-06,2.7126730711290418e-11
v32.24,25042000,transverse,18,0.01,9.01293737648066e-05,9.000294449297267e-05,1.8657743931578894e-19,1.87725720388035e-07,1.876970311235297e-07,1.8769703112352445e-07,8.678491473422908e-11,0.0020825289612388382,0.00208252896123878,9.628926853602143e-07
v32.24,25042000,transverse,18,0.003,8.101288879646018e-06,8.10026500436754e-06,5.0375908615263004e-21,1.5205783351430835e-09,1.5205526427570838e-09,1.5205526427570416e-09,6.424172330630545e-14,0.00018769268265169227,0.00018769268265168707,7.92981515172342e-09
v32.24,25042000,transverse,18,0.001,9.000420851764837e-07,9.000294449297266e-07,1.8657743931578892e-22,1.8772572038803503e-11,1.8772536221581915e-11,1.8772536221560476e-11,8.82635664394359e-17,2.0857398260327932e-05,2.085739826030411e-05,9.806604368075615e-11
v32.24,25042000,transverse,18,0.0003,8.100275242950264e-08,8.100265004367538e-08,5.0375908615262995e-24,1.520578335143083e-13,1.5205780734402338e-13,1.5205780734418302e-13,6.439151579788151e-20,1.87719309262189e-06,1.8771930926238609e-06,7.949299729527335e-13
v32.24,25042000,transverse,19,0.01,8.318082035674987e-05,8.300863090711154e-05,1.618351455903507e-19,2.1243966315197403e-07,2.111714610885608e-07,2.1117146108858142e-07,1.32222712560329e-09,0.0025387037562611017,0.0025387037562613493,1.5895817328230947e-05
v32.24,25042000,transverse,19,0.003,7.472176864650593e-06,7.4707767816400385e-06,4.369548930939468e-21,1.7207612715309895e-09,1.7198305833521432e-09,1.7198305833525789e-09,9.706233750355971e-13,0.00023016459788155247,0.00023016459788161077,1.2989834055286172e-07
v32.24,25042000,transverse,19,0.001,8.301035998707871e-07,8.300863090711153e-07,1.6183514559035068e-22,2.1243966315197406e-11,2.124268890100006e-11,2.124268890103282e-11,1.332261921036765e-15,2.5590406913434263e-05,2.559040691347373e-05,1.6049345181061053e-09
v32.24,25042000,transverse,19,0.0003,7.47079078772456e-08,7.470776781640037e-08,4.369548930939467e-24,1.7207612715309887e-13,1.7207519583534591e-13,1.7207519583550755e-13,9.713015728935393e-19,2.303306312875029e-06,2.303306312877193e-06,1.300132208881433e-11
v32.24,25042000,transverse,20,0.01,0.003669990756068985,0.0036571400583050714,1.1190143640268464e-16,1.302278938456948e-05,1.3524234569097966e-05,1.352423456908739e-05,5.320529300007309e-07,0.003685086821195184,0.0036850868211923023,0.00014497391556664996
v32.24,25042000,transverse,20,0.003,0.00032924274783797274,0.0003291426052474564,3.0213387828724847e-18,1.0548459401501279e-07,1.0584085076803925e-07,1.058408507677309e-07,3.789122025122956e-10,0.0003214675234703294,0.00032146752346939286,1.1508596772456967e-06
v32.24,25042000,transverse,20,0.001,3.6572632733171394e-05,3.657140058305071e-05,1.1190143640268461e-19,1.3022789384569483e-09,1.3027665366978776e-09,1.3027665366858193e-09,5.18717547331864e-13,3.5621349608672493e-05,3.562134960834279e-05,1.4183215934066103e-08
v32.24,25042000,transverse,20,0.0003,3.2914360290495193e-06,3.2914260524745633e-06,3.021338782872484e-21,1.0548459401501274e-11,1.0548814769960525e-11,1.0548814769693901e-11,3.7805751306757756e-16,3.204927781326726e-06,3.2049277812457208e-06,1.1486096333968571e-10
v32.24,25042000,transverse,21,0.01,0.0032243095379789893,0.0033335566674789333,1.1841183187066696e-16,0.00010785212911547508,0.00010962672106848907,0.0001096267210684931,1.8059172957625265e-06,0.03400006102925327,0.03400006102925453,0.0005600942696384178
v32.24,25042000,transverse,21,0.003,0.0002991483549014495,0.000300020100073104,3.197119460508007e-18,8.736022458353481e-07,8.748882329355149e-07,8.748882329356265e-07,1.3085084759123978e-09,0.002924596504044742,0.002924596504045115,4.374112223827769e-06
v32.24,25042000,transverse,21,0.001,3.3324818575575245e-05,3.333556667478933e-05,1.1841183187066694e-19,1.078521291154751e-08,1.0786976020155855e-08,1.0786976020158989e-08,1.7939642768092615e-12,0.0003236919653648753,0.0003236919653649693,5.383267947103279e-08
v32.24,25042000,transverse,21,0.0003,3.000113954191099e-06,3.0002010007310397e-06,3.1971194605080065e-21,8.736022458353478e-11,8.736150981212732e-11,8.736150981229169e-11,1.3077194086544616e-15,2.911939717825886e-05,2.911939717831365e-05,4.3588991239069563e-10
v32.24,25042000,transverse,22,0.01,0.0036167415291356053,0.003759858210199095,1.4873235547230313e-16,0.00014276610163550135,0.0001435914355664907,0.00014359143556651565,9.405216386387764e-07,0.039701879277176,0.03970187927718289,0.0002600466831987188
v32.24,25042000,transverse,22,0.003,0.00033723420033918866,0.00033838723891791854,4.015773597752184e-18,1.156405423247561e-06,1.1570005954532078e-06,1.1570005954538759e-06,6.79861922921432e-10,0.003430851895476502,0.003430851895478483,2.015993402322866e-06
v32.24,25042000,transverse,22,0.001,3.758435371736641e-05,3.7598582101990946e-05,1.4873235547230312e-19,1.4276610163550137e-08,1.4277425806870843e-08,1.4277425806894317e-08,9.319022618329033e-13,0.0003798768475370576,0.00037987684753768215,2.479495241133557e-08
v32.24,25042000,transverse,22,0.0003,3.3837571453933528e-06,3.3838723891791848e-06,4.015773597752183e-21,1.1564054232475605e-10,1.1564113686424674e-10,1.1564113686475608e-10,6.79299630042901e-16,3.417536539869021e-05,3.417536539884073e-05,2.0075306851370808e-10
v32.24,25042000,transverse,23,0.01,0.0042106829710065186,0.004181956129276338,1.429703016786848e-16,2.8425118178425924e-05,2.9174616908426987e-05,2.917461690841776e-05,7.588269838816158e-07,0.006928713728702569,0.006928713728700378,0.00018021470367317308
v32.24,25042000,transverse,23,0.003,0.0003766031103484071,0.00037637605163487036,3.860198145324489e-18,2.3024345724525e-07,2.3077610799199254e-07,2.307761079917626e-07,5.393971900869437e-10,0.0006127833298522003,0.0006127833298515897,1.4322696102746758e-06
v32.24,25042000,transverse,23,0.001,4.182235854240282e-05,4.1819561292763374e-05,1.429703016786848e-19,2.842511817842593e-09,2.84324086509988e-09,2.84324086509279e-09,7.382952417207626e-13,6.798375233231232e-05,6.79837523321428e-05,1.7653123053120505e-08
v32.24,25042000,transverse,23,0.0003,3.7637831686070937e-06,3.763760516348703e-06,3.860198145324488e-21,2.3024345724524987e-11,2.3024877067336505e-11,2.302487706709163e-11,5.380838805386328e-16,6.11748234047648e-06,6.117482340411419e-06,1.4296357054430627e-10
v32.24,25042000,transverse,24,0.01,5.983143432545392e-05,5.943860319934443e-05,5.995466163689214e-19,4.350973227682444e-07,4.381077623715751e-07,4.381077623715169e-07,3.08292405524845e-09,0.007322367703713768,0.007322367703712794,5.152682849752258e-05
v32.24,25042000,transverse,24,0.003,5.352636160258986e-06,5.349474287940999e-06,1.6187758641960874e-20,3.5242883144227794e-09,3.5264704719626162e-09,3.5264704719609325e-09,2.2345651740397837e-12,0.0006588287278229628,0.0006588287278226482,4.174700291849586e-07
v32.24,25042000,transverse,24,0.001,5.944250458196773e-07,5.943860319934443e-07,5.995466163689213e-22,4.3509732276824445e-11,4.351272413994152e-11,4.351272413985449e-11,3.0637006084909654e-15,7.320136398347756e-05,7.320136398333115e-05,5.154057067474844e-09
v32.24,25042000,transverse,24,0.0003,5.349505887148023e-08,5.349474287940998e-08,1.6187758641960872e-23,3.524288314422778e-13,3.524310123132222e-13,3.5243101231308356e-13,2.233240780748458e-18,6.5881040183528685e-06,6.588104018350277e-06,4.174667395195752e-11
v32.24,25042000,transverse,25,0.01,2.801630425477443e-05,2.8098159706720594e-05,6.182385872036316e-19,8.25259209235654e-08,8.22544615166661e-08,8.225446151655356e-08,4.577811599020654e-10,0.0029359497515682714,0.0029359497515642546,1.6339812551259398e-05
v32.24,25042000,transverse,25,0.003,2.52816961723035e-06,2.5288343736048534e-06,1.669244185449805e-20,6.684599594808798e-10,6.682622373921968e-10,6.682622373890668e-10,3.3440325055006857e-13,0.000264326504376035,0.0002643265043747969,1.3227089206000846e-07
v32.24,25042000,transverse,25,0.001,2.809733883330962e-07,2.809815970672059e-07,6.182385872036316e-22,8.252592092356542e-12,8.252320888695825e-12,8.252320888584552e-12,4.587985731530122e-16,2.9370471480069967e-05,2.9370471479673938e-05,1.6328897760563103e-09
v32.24,25042000,transverse,25,0.0003,2.528827724358433e-08,2.528834373604853e-08,1.6692441854498047e-23,6.684599594808794e-14,6.684579829999608e-14,6.684579829688559e-14,3.3441308087301586e-19,2.643351211951575e-06,2.643351211828574e-06,1.3224035692579926e-11
v32.24,25042000,transverse,26,0.01,5.3324963989742373e-05,5.324347757832546e-05,5.611058652759032e-19,8.543716165877548e-08,8.574203013800765e-08,8.574203013809102e-08,3.0881174389347265e-10,0.001607915387519081,0.0016079153875206444,5.7911289720303585e-06
v32.24,25042000,transverse,26,0.003,4.7925707237374865e-06,4.791912982049292e-06,1.5149858362449382e-20,6.920410094360815e-10,6.922624843469328e-10,6.922624843490413e-10,2.2438338319027525e-13,0.00014444491782211445,0.0001444449178225544,4.681900302042697e-08
v32.24,25042000,transverse,26,0.001,5.324428935650932e-07,5.324347757832546e-07,5.611058652759031e-22,8.54371616587755e-12,8.544019879215755e-12,8.544019879313414e-12,3.0770716785361976e-16,1.6046828650500555e-05,1.604682865068397e-05,5.779158132683414e-10
v32.24,25042000,transverse,26,0.0003,4.791919557223606e-08,4.791912982049291e-08,1.514985836244938e-23,6.92041009436081e-14,6.92043223840319e-14,6.920432238545817e-14,2.243486058843819e-19,1.4441878991835215e-06,1.4441878992132853e-06,4.6818107692602295e-12
v32.24,25042000,transverse,27,0.01,4.791373522293996e-05,4.775622469176776e-05,5.381889489558832e-19,1.7824287192682821e-07,1.7736909529795404e-07,1.7736909529784747e-07,8.788301084057395e-10,0.003701842373020293,0.0037018423730180686,1.8341924383824212e-05
v32.24,25042000,transverse,27,0.003,4.2993409389859384e-06,4.298060222259098e-06,1.4531101621808845e-20,1.4437672626073085e-09,1.4431268226877491e-09,1.4431268226845279e-09,6.441866887350458e-13,0.0003356623359644819,0.00033566233596373266,1.4983382287588165e-07
v32.24,25042000,transverse,27,0.001,4.775780635562221e-07,4.775622469176776e-07,5.381889489558832e-22,1.7824287192682824e-11,1.7823408257064346e-11,1.782340825694554e-11,8.840829564860311e-16,3.732040815347482e-05,3.732040815322605e-05,1.8511799932828236e-09
v32.24,25042000,transverse,27,0.0003,4.298073034226759e-08,4.298060222259097e-08,1.453110162180884e-23,1.4437672626073078e-13,1.4437608541871654e-13,1.44376085416397e-13,6.445955100994664e-19,3.3590886955388924e-06,3.3590886954849254e-06,1.4997314028085884e-11
v32.24,25042000,transverse,28,0.01,0.009010954131231902,0.008693439827648588,2.831997658145181e-15,0.0003138001172513124,0.0003175144042623809,0.0003175144042628928,3.7142889360078387e-06,0.035236491012852714,0.03523649101290952,0.00041219707501718826
v32.24,25042000,transverse,28,0.003,0.000784954515653766,0.0007824095844883728,7.646393676991986e-17,2.5417809497356305e-06,2.5449319773032054e-06,2.5449319773170485e-06,3.151029323832613e-09,0.0032421394189746204,0.0032421394189922556,4.014282688988943e-06
v32.24,25042000,transverse,28,0.001,8.696578264772811e-05,8.693439827648587e-05,2.8319976581451806e-18,3.138001172513124e-08,3.138438125474404e-08,3.1384381255255355e-08,4.369532545641552e-12,0.00036088195033985495,0.00036088195034573447,5.024427323722477e-08
v32.24,25042000,transverse,28,0.0003,7.824350026086847e-06,7.824095844883726e-06,7.646393676991986e-20,2.5417809497356293e-10,2.5418128420905386e-10,2.541812842230218e-10,3.189251537894098e-15,3.2485929612248736e-05,3.248592961403392e-05,4.076059388014269e-10
v32.24,25042000,transverse,29,0.01,0.00776847098283452,0.008145057685459233,2.8406944526744065e-15,0.00038450513806264676,0.0003765873974444963,0.00037658739744398165,7.917744385705164e-06,0.04847638592930536,0.04847638592923911,0.0010192152874356464
v32.24,25042000,transverse,29,0.003,0.0007299460321940041,0.0007330551916913309,7.669875022220896e-17,3.1144916183074385e-06,3.109164887054285e-06,3.1091648870403946e-06,5.3267360941247575e-09,0.004259444876642518,0.0042594448766234885,7.297438247748465e-06
v32.24,25042000,transverse,29,0.001,8.141213365115701e-05,8.145057685459232e-05,2.840694452674406e-18,3.845051380626468e-08,3.8443269679368346e-08,3.844326967885388e-08,7.244134384262728e-12,0.00047220565234285563,0.00047220565233653636,8.898101621194615e-08
v32.24,25042000,transverse,29,0.0003,7.330240473563454e-06,7.3305519169133084e-06,7.669875022220894e-20,3.114491618307437e-10,3.1144388615549733e-10,3.1144388614153613e-10,5.275694169327293e-15,4.248754011259537e-05,4.2487540110690766e-05,7.197163842515274e-10
v32.24,25042000,transverse,30,0.01,0.006529947043786985,0.006302251907268141,1.1697541863979725e-15,0.0002246430923958877,0.00022774765087523274,0.00022774765087459336,3.105074261916777e-06,0.0348774116157537,0.03487741161565579,0.00047551293158972033
v32.24,25042000,transverse,30,0.003,0.0005690243875088597,0.0005672026716541326,3.1583363032745255e-17,1.8196090484066903e-06,1.8221410646344802e-06,1.8221410646172011e-06,2.532574616473781e-09,0.0032022196317659747,0.0032022196317356088,4.450731237656047e-06
v32.24,25042000,transverse,30,0.001,6.304498163824885e-05,6.30225190726814e-05,1.1697541863979725e-18,2.2464309239588773e-08,2.246781098068283e-08,2.246781098004636e-08,3.502525489261989e-12,0.00035637746886188005,0.0003563774688517846,5.555597603881348e-08
v32.24,25042000,transverse,30,0.0003,5.672208637517491e-06,5.672026716541325e-06,3.158336303274525e-20,1.8196090484066895e-10,1.8196345995966915e-10,1.819634599423182e-10,2.5556755241489056e-15,3.2079824912665346e-05,3.2079824909606405e-05,4.5056091682611787e-10
v32.24,25042000,transverse,31,0.01,0.00562371711073853,0.005830180850671324,1.1764609197921726e-15,0.00021064096548599847,0.00020650717367381825,0.00020650717367446967,4.134275466170052e-06,0.03672076130563027,0.0367207613057461,0.0007351499701639725
v32.24,25042000,transverse,31,0.003,0.0005230133451942805,0.0005247162765604191,3.1764444834388654e-17,1.7061918204365875e-06,1.7032877378899063e-06,1.7032877379074767e-06,2.9043620394017483e-09,0.003256681217679439,0.003256681217713034,5.55313180072467e-06
v32.24,25042000,transverse,31,0.001,5.828075278117516e-05,5.8301808506713235e-05,1.1764609197921725e-18,2.106409654859985e-08,2.106012820693969e-08,2.1060128207590433e-08,3.968714519175743e-12,0.0003613564890970689,0.00036135648910823456,6.809648691527623e-08
v32.24,25042000,transverse,31,0.0003,5.246992184978015e-06,5.24716276560419e-06,3.1764444834388646e-20,1.7061918204365868e-10,1.7061629039225033e-10,1.70616290409833e-10,2.891905337357713e-15,3.251697055709741e-05,3.2516970560448415e-05,5.511548779579191e-10
v32.24,25042000,transverse,32,0.01,0.005623717110737818,0.005830180850671268,1.27409864882376e-15,0.00021064096548599487,0.00020650717367447794,0.0002065071736744409,4.1342754661950625e-06,0.03672076130575222,0.036720761305745635,0.000735149970168513
v32.24,25042000,transverse,32,0.003,0.0005230133451942571,0.000524716276560414,3.4400663518241516e-17,1.7061918204365585e-06,1.703287737908405e-06,1.7032877379073946e-06,2.904362039484621e-09,0.0032566812177149546,0.0032566812177130225,5.553131800883371e-06
v32.24,25042000,transverse,32,0.001,5.828075278117391e-05,5.830180850671267e-05,1.2740986488237599e-18,2.106409654859949e-08,2.1060128207634125e-08,2.1060128207596968e-08,3.9687145128744205e-12,0.00036135648910899204,0.00036135648910835447,6.809648680715757e-08
v32.24,25042000,transverse,32,0.0003,5.246992184977944e-06,5.24716276560414e-06,3.440066351824151e-20,1.7061918204365576e-10,1.7061629041265522e-10,1.7061629041150865e-10,2.891903676845569e-15,3.251697056098673e-05,3.251697056076821e-05,5.511545614885884e-10
v32.24,25042000,transverse,33,0.01,0.006529947043786243,0.0063022519072680905,1.2620682323002907e-15,0.00022464309239588842,0.00022774765087454606,0.00022774765087457525,3.105074261897834e-06,0.034877411615652505,0.034877411615656974,0.0004755129315868734
v32.24,25042000,transverse,33,0.003,0.0005690243875088371,0.0005672026716541281,3.4075842272107847e-17,1.8196090484066962e-06,1.82214106461644e-06,1.8221410646172225e-06,2.532574616489768e-09,0.003202219631734399,0.0032022196317357736,4.450731237684319e-06
v32.24,25042000,transverse,33,0.001,6.304498163824769e-05,6.30225190726809e-05,1.2620682323002906e-18,2.2464309239588845e-08,2.246781098002328e-08,2.2467810980053005e-08,3.5025254924741975e-12,0.0003563774688514251,0.00035637746885189655,5.5555976089765564e-08
v32.24,25042000,transverse,33,0.0003,5.67220863751743e-06,5.67202671654128e-06,3.407584227210784e-20,1.8196090484066954e-10,1.8196345994321882e-10,1.8196345994395018e-10,2.555676879568863e-15,3.2079824909765525e-05,3.2079824909894464e-05,4.5056115578418017e-10
v32.24,25042000,transverse,34,0.01,0.007768470982835266,0.008145057685459249,3.4563787938511777e-15,0.00038450513806264296,0.0003765873974437644,0.0003765873974440065,7.917744385676462e-06,0.048476385929206486,0.04847638592923765,0.0010192152874318539
v32.24,25042000,transverse,34,0.003,0.000729946032194026,0.0007330551916913323,9.332222743398178e-17,3.114491618307408e-06,3.1091648870337085e-06,3.109164887040261e-06,5.326736094204997e-09,0.004259444876614201,0.004259444876623178,7.297438247858172e-06
v32.24,25042000,transverse,34,0.001,8.141213365115793e-05,8.145057685459248e-05,3.4563787938511772e-18,3.8450513806264303e-08,3.84432696785936e-08,3.844326967883691e-08,7.244134404603309e-12,0.000472205652333334,0.0004722056523363226,8.898101646179218e-08
v32.24,25042000,transverse,34,0.0003,7.330240473563492e-06,7.330551916913322e-06,9.332222743398176e-20,3.1144916183074066e-10,3.1144388612917733e-10,3.1144388613560447e-10,5.275700100342626e-15,4.248754010900454e-05,4.248754010988134e-05,7.197171933675893e-10
v32.24,25042000,transverse,35,0.01,0.009010954131232669,0.008693439827648607,3.436630187349231e-15,0.00031380011725131454,0.0003175144042631295,0.0003175144042629089,3.714288936021781e-06,0.03523649101293279,0.03523649101290831,0.00041219707501870045
v32.24,25042000,transverse,35,0.003,0.000784954515653787,0.0007824095844883746,9.278901505842922e-17,2.541780949735648e-06,2.5449319773224424e-06,2.5449319773165055e-06,3.1510293232627394e-09,0.003242139418999041,0.0032421394189914776,4.01428268826284e-06
v32.24,25042000,transverse,35,0.001,8.696578264772903e-05,8.693439827648606e-05,3.4366301873492306e-18,3.138001172513146e-08,3.138438125547765e-08,3.1384381255258776e-08,4.36953254905882e-12,0.0003608819503482868,0.00036088195034577003,5.024427327651863e-08
v32.24,25042000,transverse,35,0.0003,7.824350026086882e-06,7.824095844883745e-06,9.27890150584292e-20,2.5417809497356464e-10,2.541812842285853e-10,2.54181284223025e-10,3.1892515418553965e-15,3.248592961474483e-05,3.2485929614034186e-05,4.076059393077033e-10
v32.24,25042000,transverse,36,0.01,4.791373522293883e-05,4.775622469176667e-05,9.517089316748098e-19,1.7824287192686395e-07,1.7736909529793177e-07,1.773690952979376e-07,8.78830108351522e-10,0.003701842373019915,0.0037018423730200366,1.834192438269308e-05
v32.24,25042000,transverse,36,0.003,4.299340938985841e-06,4.298060222259e-06,2.5696141155219863e-20,1.443767262607598e-09,1.4431268226882186e-09,1.4431268226885157e-09,6.441866851426957e-13,0.00033566233596459867,0.0003356623359646678,1.4983382204032672e-07
v32.24,25042000,transverse,36,0.001,4.775780635562108e-07,4.775622469176666e-07,9.517089316748097e-22,1.7824287192686398e-11,1.7823408256749113e-11,1.782340825676061e-11,8.84083128595464e-16,3.732040815281564e-05,3.732040815283971e-05,1.851180353662554e-09
v32.24,25042000,transverse,36,0.0003,4.298073034226669e-08,4.298060222258999e-08,2.5696141155219857e-23,1.4437672626075973e-13,1.443760855024958e-13,1.44376085501784e-13,6.445119162191771e-19,3.359088697488191e-06,3.35908869747163e-06,1.4995369112780582e-11
v32.24,25042000,transverse,37,0.01,5.3324963989745965e-05,5.3243477578328905e-05,1.039458950132502e-18,8.543716165875617e-08,8.574203013817081e-08,8.574203013810252e-08,3.088117439273091e-10,0.0016079153875220324,0.0016079153875207517,5.7911289726645016e-06
v32.24,25042000,transverse,37,0.003,4.792570723737804e-06,4.791912982049601e-06,2.806539165357755e-20,6.92041009435925e-10,6.922624843529748e-10,6.922624843512473e-10,2.2438338589521787e-13,0.0001444449178233656,0.00014444491782300513,4.6819003584827144e-08
v32.24,25042000,transverse,37,0.001,5.32442893565128e-07,5.32434775783289e-07,1.0394589501325019e-21,8.543716165875619e-12,8.544019879385153e-12,8.54401987932288e-12,3.077072362169701e-16,1.6046828650817657e-05,1.6046828650700702e-05,5.779159416639515e-10
v32.24,25042000,transverse,37,0.0003,4.791919557223913e-08,4.7919129820496006e-08,2.8065391653577545e-23,6.920410094359247e-14,6.920432233511583e-14,6.920432233153382e-14,2.242993689420531e-19,1.4441878981626257e-06,1.4441878980878748e-06,4.680783269909391e-12
v32.24,25042000,transverse,38,0.01,2.801630425477402e-05,2.8098159706719794e-05,5.1468436355423355e-19,8.252592092355733e-08,8.225446151626843e-08,8.225446151648082e-08,4.577811600148549e-10,0.0029359497515541204,0.002935949751561701,1.633981255528549e-05
v32.24,25042000,transverse,38,0.003,2.528169617230295e-06,2.5288343736047814e-06,1.3896477815964303e-20,6.684599594808143e-10,6.682622373746846e-10,6.682622373803678e-10,3.344032581534925e-13,0.0002643265043691139,0.00026432650437136184,1.322708950674931e-07
v32.24,25042000,transverse,38,0.001,2.8097338833308905e-07,2.809815970671979e-07,5.146843635542336e-22,8.252592092355734e-12,8.252320887899092e-12,8.25232088811768e-12,4.587988770355493e-16,2.9370471477235093e-05,2.9370471478013066e-05,1.6328908575912933e-09
v32.24,25042000,transverse,38,0.0003,2.5288277243583717e-08,2.528834373604781e-08,1.38964778159643e-23,6.68459959480814e-14,6.684579818881552e-14,6.684579819441854e-14,3.3451294879921424e-19,2.6433512075551137e-06,2.6433512077766798e-06,1.3227984871294019e-11
v32.24,25042000,transverse,39,0.01,5.983143432545511e-05,5.943860319934581e-05,4.602871560938709e-19,4.3509732276825025e-07,4.3810776237131455e-07,4.3810776237154166e-07,3.082924055260214e-09,0.007322367703709268,0.007322367703713063,5.152682849771818e-05
v32.24,25042000,transverse,39,0.003,5.3526361602591075e-06,5.349474287941123e-06,1.2427753214534511e-20,3.5242883144228274e-09,3.5264704719591156e-09,3.5264704719652876e-09,2.2345651784234585e-12,0.0006588287278222938,0.0006588287278234469,4.174700300039241e-07
v32.24,25042000,transverse,39,0.001,5.944250458196913e-07,5.943860319934581e-07,4.602871560938708e-22,4.3509732276825033e-11,4.351272414019506e-11,4.35127241404155e-11,3.0637010823284968e-15,7.320136398390235e-05,7.32013639842732e-05,5.154057864610601e-09
v32.24,25042000,transverse,39,0.0003,5.349505887148152e-08,5.349474287941122e-08,1.2427753214534508e-23,3.5242883144228256e-13,3.5243101236131116e-13,3.524310123680048e-13,2.233288408118523e-18,6.588104019251652e-06,6.588104019376778e-06,4.1747564265399847e-11
v32.24,25042000,transverse,40,0.01,0.0042106829710064665,0.004181956129276273,1.2728217598889865e-16,2.8425118178424013e-05,2.917461690844502e-05,2.917461690841586e-05,7.588269838809858e-07,0.006928713728706937,0.006928713728700012,0.0001802147036730257
v32.24,25042000,transverse,40,0.003,0.0003766031103484018,0.0003763760516348646,3.436618751700263e-18,2.302434572452345e-07,2.3077610799258017e-07,2.3077610799178732e-07,5.393971901413996e-10,0.0006127833298537693,0.000612783329851664,1.4322696104192935e-06
v32.24,25042000,transverse,40,0.001,4.18223585424022e-05,4.181956129276273e-05,1.2728217598889864e-19,2.8425118178424017e-09,2.8432408651273674e-09,2.84324086509946e-09,7.382952501993168e-13,6.798375233297057e-05,6.798375233230328e-05,1.7653123255848554e-08
