version,seed,family,group,lambda,exact_norm,k2_term_norm,k3_term_norm,k4_term_norm,abs_err_K2,abs_err_K2K3,abs_err_K2K3K4,rel_err_K2,rel_err_K2K3,rel_err_K2K3K4
v32.24,25042000,dephasing,25,0.003,1.0929598351272402e-05,1.0920320374746328e-05,5.960308499715265e-09,1.0970671806202105e-08,1.2476051522804733e-08,1.094978660006569e-08,2.9816937289587696e-11,0.0011414922233946771,0.0010018471171715964,2.7280908530473554e-06
v32.24,25042000,dephasing,25,0.001,1.213483626342067e-06,1.2133689305273698e-06,2.2075216665612094e-10,1.354403926691618e-10,2.590422065777577e-10,1.3541170402728833e-10,9.090083115020596e-14,0.00021346988204415761,0.00011158923045008383,7.490898861504874e-08
v32.24,25042000,dephasing,25,0.0003,1.0920413292455186e-07,1.0920320374746327e-07,5.960308499715264e-12,1.09706718062021e-12,6.060617661898371e-12,1.0970462633227861e-12,2.1027351692996785e-16,5.5498061287530175e-05,1.0045830995066143e-05,1.925508781570052e-09
v32.24,25042000,dephasing,26,0.01,0.00024696480441267245,0.0002455821420040952,3.157134933442506e-07,1.479340492599929e-06,1.5446754103359826e-06,1.5140688670359848e-06,3.658092824170553e-08,0.006254637838008957,0.00613070704806184,0.0001481220302978057
v32.24,25042000,dephasing,26,0.003,2.2113371424263575e-05,2.210239278036857e-05,8.524264320294764e-09,1.1982657990059425e-08,1.4712877582704275e-08,1.2007643167028198e-08,3.370847732661389e-11,0.0006653385094667557,0.0005430037300351671,1.5243481728719012e-06
v32.24,25042000,dephasing,26,0.001,2.455956722470538e-06,2.455821420040952e-06,3.1571349334425055e-10,1.4793404925999293e-10,3.4858613865437846e-10,1.4796828152880841e-10,9.722967919857384e-14,0.00014193496793531553,6.024873328385104e-05,3.9589329204778044e-08
v32.24,25042000,dephasing,26,0.0003,2.210250235358531e-07,2.2102392780368565e-07,8.524264320294763e-12,1.1982657990059419e-12,8.607858251519871e-12,1.1982907509914264e-12,2.2195709401985365e-16,3.8945175138160614e-05,5.421516223917734e-06,1.00421703601289e-09
v32.24,25042000,dephasing,27,0.01,0.00014485293614711724,0.00014374558802109254,2.3775794372909987e-07,1.341271624319538e-06,1.333440875493319e-06,1.310138261127048e-06,3.376124641384518e-08,0.009205480475307963,0.009044609629427392,0.00023307257216765141
v32.24,25042000,dephasing,27,0.003,1.2946227503489877e-05,1.293710292189833e-05,6.419464480685695e-09,1.0864300156988258e-08,1.2613194941101552e-08,1.0841280984571174e-08,3.672893650037923e-11,0.0009742757060079045,0.0008374085023338823,2.8370377772581488e-06
v32.24,25042000,dephasing,27,0.001,1.4375686990530182e-06,1.4374558802109254e-06,2.3775794372909987e-10,1.3412716243195383e-10,2.7306409701210824e-10,1.3409554782500335e-10,1.2075660563708084e-13,0.00018994855494000812,9.327940147370853e-05,8.400058078381079e-08
v32.24,25042000,dephasing,27,0.0003,1.2937194320805756e-07,1.2937102921898327e-07,6.419464480685694e-12,1.0864300156988252e-12,6.511015217092545e-12,1.0864069654782166e-12,2.8379696797243544e-16,5.032787678408331e-05,8.397546937445652e-06,2.193651582677626e-09
v32.24,25042000,dephasing,28,0.01,0.0007544169538836834,0.0007542886475801146,7.033659115146859e-08,1.2784431276155045e-07,1.583080645072235e-07,1.355655983644017e-07,1.450724136549707e-08,0.00020984160508623933,0.00017969585342232823,1.9229739324938088e-05
v32.24,25042000,dephasing,28,0.003,6.788696652079023e-05,6.788597828221032e-05,1.8990879610896516e-09,1.0355389333685587e-09,2.1926973118627585e-09,1.043318945964767e-09,3.093094934853438e-11,3.229923834041472e-05,1.5368472026883877e-05,4.5562426683274833e-07
v32.24,25042000,dephasing,28,0.001,7.54289859937204e-06,7.542886475801146e-06,7.033659115146859e-11,1.2784431276155048e-11,7.161063254333061e-11,1.2795259216986755e-11,1.2347745418151314e-13,9.493781680863684e-06,1.6963318608117023e-06,1.6370027059861693e-08
v32.24,25042000,dephasing,28,0.0003,6.788598809510786e-07,6.788597828221031e-07,1.899087961089651e-12,1.0355389333685582e-13,1.90220485437457e-12,1.0356179946216345e-13,2.9894098681857584e-16,2.8020581385802216e-06,1.5255254046987427e-07,4.403574216225023e-10
v32.24,25042000,dephasing,29,0.01,0.0007523916068537486,0.0007523518075247102,7.239973162937628e-08,6.48331668703211e-08,8.587877293148253e-08,6.224427410236818e-08,1.2830986315664451e-08,0.00011414105653118459,8.272855988207129e-05,1.7053601075268993e-05
v32.24,25042000,dephasing,29,0.003,6.77119983760782e-05,6.771166267722392e-05,1.954792753993159e-09,5.25148651649601e-10,1.9928806142240254e-09,5.24301077283549e-10,3.199991005289615e-11,2.943172055202679e-05,7.743104469780027e-06,4.7258847501687856e-07
v32.24,25042000,dephasing,29,0.001,7.523522222982486e-06,7.523518075247102e-06,7.239973162937628e-11,6.483316687032112e-12,7.255787719487115e-11,6.482332934790072e-12,1.3205702238818137e-13,9.644136754620717e-06,8.616087974045136e-07,1.755255297642108e-08
v32.24,25042000,dephasing,29,0.0003,6.771166603706764e-07,6.771166267722391e-07,1.9547927539931586e-12,5.2514865164960076e-14,1.9551774112504595e-12,5.251416336381889e-14,3.2099987403075226e-16,2.887504510936313e-06,7.755556233850586e-08,4.740687872825728e-10
v32.24,25042000,dephasing,30,0.01,0.0011396457810816465,0.0011391614159650552,7.319491661639546e-08,4.243408559433721e-07,5.097871536224447e-07,5.009611970045447e-07,8.03655583531582e-08,0.00044732070445485417,0.00043957623089612856,7.05180150598045e-05
v32.24,25042000,dephasing,30,0.003,0.00010252791977958845,0.00010252452743685496,1.9762627486426773e-09,3.4371609331413143e-09,4.046715107228978e-09,3.49665574079244e-09,8.706621623224651e-11,3.946939639396263e-05,3.410442490503513e-05,8.491951891681694e-07
v32.24,25042000,dephasing,30,0.001,1.1391655427607556e-05,1.139161415965055e-05,7.319491661639545e-11,4.243408559433722e-11,8.486420569745816e-11,4.251548153085433e-11,2.7273778745427e-13,7.44968158813781e-06,3.7321600711182425e-06,2.3941892307705592e-08
v32.24,25042000,dephasing,30,0.0003,1.025245608075902e-06,1.0252452743685494e-06,1.9762627486426765e-12,3.437160933141313e-13,2.006542542228587e-12,3.437754099701151e-13,6.349384836772982e-16,1.957133516518353e-06,3.3531029761276907e-07,6.193037830894974e-10
v32.24,25042000,dephasing,31,0.01,0.0011385109300890033,0.0011389448135618319,9.520462422058879e-08,5.116921146140527e-07,4.437936675871039e-07,4.386071745283277e-07,7.925200605745071e-08,0.00038980185069669045,0.00038524634497276146,6.961022855639617e-05
v32.24,25042000,dephasing,31,0.003,0.0001025010039015868,0.00010250503322056487,2.570524853955897e-09,4.144706128373827e-09,4.79017445971607e-09,4.084324010672814e-09,9.302643615477277e-11,4.6732951652992675e-05,3.984667325399322e-05,9.075660980266032e-07
v32.24,25042000,dephasing,31,0.001,1.1389397753657053e-05,1.1389448135618318e-05,9.520462422058878e-11,5.116921146140528e-11,1.0779940716847445e-10,5.108552960197708e-11,2.997664982878275e-13,9.464890901177003e-06,4.485358287322425e-06,2.6319784835995798e-08
v32.24,25042000,dephasing,31,0.0003,1.0250499235181566e-06,1.0250503322056486e-06,2.570524853955896e-12,4.144706128373825e-13,2.6030473928104547e-12,4.1440953839750847e-13,7.011374108068706e-16,2.539434746628072e-06,4.0428229775890334e-07,6.840031833770986e-10
v32.24,25042000,dephasing,32,0.01,0.0011385109300889992,0.0011389448135618288,9.52046242206408e-08,5.116921146140859e-07,4.437936675882855e-07,4.386071745292871e-07,7.925200605655751e-08,0.00038980185069772977,0.00038524634497360557,6.961022855561189e-05
v32.24,25042000,dephasing,32,0.003,0.00010250100390158649,0.0001025050332205646,2.5705248539573014e-09,4.144706128374095e-09,4.79017445976069e-09,4.08432401072246e-09,9.30264361247286e-11,4.673295165342814e-05,3.9846673254477685e-05,9.07566097733495e-07
v32.24,25042000,dephasing,32,0.001,1.1389397753657021e-05,1.1389448135618287e-05,9.520462422064079e-11,5.116921146140859e-11,1.0779940717179385e-10,5.1085529607472555e-11,2.997664967081124e-13,9.464890901468478e-06,4.485358287804946e-06,2.6319784697295377e-08
v32.24,25042000,dephasing,32,0.0003,1.0250499235181534e-06,1.0250503322056458e-06,2.5705248539573005e-12,4.144706128374093e-13,2.603047392793346e-12,4.144095388283841e-13,7.011374847359328e-16,2.5394347466113895e-06,4.042822981792506e-07,6.840032554995024e-10
v32.24,25042000,dephasing,33,0.01,0.0011396457810816504,0.001139161415965059,7.319491661600103e-08,4.243408559434161e-07,5.097871536226063e-07,5.009611970046572e-07,8.036555835321673e-08,0.0004473207044549945,0.0004395762308962258,7.05180150598556e-05
v32.24,25042000,dephasing,33,0.003,0.0001025279197795888,0.0001025245274368553,1.9762627486320277e-09,3.437160933141671e-09,4.046715107236028e-09,3.4966557408025607e-09,8.70662162362894e-11,3.946939639403126e-05,3.410442490513372e-05,8.491951892075986e-07
v32.24,25042000,dephasing,33,0.001,1.1391655427607594e-05,1.1391614159650587e-05,7.319491661600103e-11,4.2434085594341615e-11,8.486420569857977e-11,4.2515481531859286e-11,2.7273778901496563e-13,7.449681588236244e-06,3.7321600712064487e-06,2.3941892444708923e-08
v32.24,25042000,dephasing,33,0.0003,1.0252456080759056e-06,1.0252452743685528e-06,1.9762627486320273e-12,3.437160933141669e-13,2.006542542132091e-12,3.4377541032562616e-13,6.349383735492218e-16,1.957133516424226e-06,3.3531029795952487e-07,6.193036756732082e-10
v32.24,25042000,dephasing,34,0.01,0.0007523916068537485,0.0007523518075247099,7.23997316295016e-08,6.483316687040272e-08,8.58787729320357e-08,6.224427410252346e-08,1.2830986315521366e-08,0.00011414105653191981,8.272855988227769e-05,1.705360107507882e-05
v32.24,25042000,dephasing,34,0.003,6.771199837607814e-05,6.771166267722389e-05,1.9547927539965426e-09,5.251486516502621e-10,1.9928806142141885e-09,5.243010772737954e-10,3.1999910066967055e-11,2.943172055188154e-05,7.743104469635988e-06,4.725884752246841e-07
v32.24,25042000,dephasing,34,0.001,7.523522222982485e-06,7.523518075247098e-06,7.23997316295016e-11,6.483316687040273e-12,7.255787719394603e-11,6.4823329366660125e-12,1.320570235886351e-13,9.644136754497754e-06,8.61608797653857e-07,1.755255313598115e-08
v32.24,25042000,dephasing,34,0.0003,6.771166603706758e-07,6.771166267722388e-07,1.9547927539965425e-12,5.251486516502618e-14,1.955177411167171e-12,5.2514163359614427e-14,3.2099995938368654e-16,2.8875045108133112e-06,7.755556233229655e-08,4.740689133360869e-10
v32.24,25042000,dephasing,35,0.01,0.0007544169538836838,0.0007542886475801152,7.033659115127802e-08,1.278443127616578e-07,1.5830806450728892e-07,1.355655983644476e-07,1.4507241365446568e-08,0.0002098416050863259,0.00017969585342238894,1.9229739324871135e-05
v32.24,25042000,dephasing,35,0.003,6.788696652079026e-05,6.788597828221037e-05,1.899087961084506e-09,1.0355389333694281e-09,2.1926973118502094e-09,1.04331894594598e-09,3.0930949341974297e-11,3.229923834022985e-05,1.536847202660713e-05,4.556242667361157e-07
v32.24,25042000,dephasing,35,0.001,7.542898599372042e-06,7.542886475801151e-06,7.033659115127801e-11,1.2784431276165782e-11,7.161063254281166e-11,1.2795259214285883e-11,1.2347745408306093e-13,9.493781680794881e-06,1.6963318604536335e-06,1.6370027046809382e-08
v32.24,25042000,dephasing,35,0.0003,6.788598809510789e-07,6.788597828221035e-07,1.899087961084506e-12,1.0355389333694277e-13,1.9022048543582604e-12,1.035617992686403e-13,2.989409981021638e-16,2.802058138556195e-06,1.5255254018480337e-07,4.40357438243882e-10
v32.24,25042000,dephasing,36,0.01,0.0001448529361471192,0.00014374558802109365,2.3775794373169558e-07,1.341271624319392e-06,1.3334408754953234e-06,1.3101382611267608e-06,3.376124641393282e-08,0.009205480475321678,0.009044609629425288,0.00023307257216825325
v32.24,25042000,dephasing,36,0.003,1.2946227503489991e-05,1.293710292189843e-05,6.41946448075578e-09,1.0864300156987075e-08,1.2613194941168739e-08,1.0841280984558766e-08,3.672893650590611e-11,0.0009742757060130857,0.0008374085023329165,2.837037777685034e-06
v32.24,25042000,dephasing,36,0.001,1.4375686990530286e-06,1.4374558802109364e-06,2.3775794373169556e-10,1.341271624319392e-10,2.730640970142352e-10,1.3409554782354756e-10,1.2075660569517132e-13,0.0001899485549414863,9.327940147269518e-05,8.400058082421903e-08
v32.24,25042000,dephasing,36,0.0003,1.293719432080586e-07,1.2937102921898428e-07,6.419464480755778e-12,1.0864300156987069e-12,6.511015217126048e-12,1.0864069654946306e-12,2.837969295437767e-16,5.032787678434188e-05,8.39754693757246e-06,2.1936512856374796e-09
v32.24,25042000,dephasing,37,0.01,0.0002469648044126663,0.00024558214200409093,3.157134933469765e-07,1.4793404925999233e-06,1.5446754103353388e-06,1.514068867035928e-06,3.6580928241649856e-08,0.006254637838006506,0.006130707048061762,0.00014812203029758396
v32.24,25042000,dephasing,37,0.003,2.2113371424263145e-05,2.210239278036818e-05,8.524264320368364e-09,1.1982657990059379e-08,1.471287758273064e-08,1.2007643167034731e-08,3.370847732593571e-11,0.0006653385094679609,0.0005430037300354732,1.5243481728412623e-06
v32.24,25042000,dephasing,37,0.001,2.4559567224704936e-06,2.4558214200409088e-06,3.157134933469765e-10,1.4793404925999236e-10,3.4858613865643416e-10,1.4796828152869119e-10,9.722967898671452e-14,0.00014193496793615514,6.02487332838044e-05,3.95893291185153e-08
v32.24,25042000,dephasing,37,0.0003,2.2102502353584907e-07,2.2102392780368178e-07,8.524264320368362e-12,1.1982657990059372e-12,8.607858251659225e-12,1.198290750923048e-12,2.219570114691269e-16,3.8945175138791816e-05,5.4215162236084625e-06,1.004216662522498e-09
v32.24,25042000,dephasing,38,0.01,0.00012246509395548476,0.0001213368930527385,2.2075216665745378e-07,1.3544039266915714e-06,1.3456834033966254e-06,1.326202005511623e-06,2.9950581833509064e-08,0.010988301726904912,0.010829224578831323,0.0002445642334982072
v32.24,25042000,dephasing,38,0.003,1.0929598351272551e-05,1.0920320374746465e-05,5.960308499751251e-09,1.097067180620173e-08,1.247605152282172e-08,1.0949786600067111e-08,2.981693728682422e-11,0.0011414922233962158,0.0010018471171717128,2.728090852794475e-06
v32.24,25042000,dephasing,38,0.001,1.2134836263420836e-06,1.2133689305273848e-06,2.2075216665745373e-10,1.3544039266915718e-10,2.5904220657981666e-10,1.3541170402792614e-10,9.090083153308021e-14,0.00021346988204585144,0.0001115892304506079,7.490898893056434e-08
v32.24,25042000,dephasing,38,0.0003,1.0920413292455324e-07,1.0920320374746463e-07,5.96030849975125e-12,1.0970671806201725e-12,6.060617661999397e-12,1.097046263332946e-12,2.1027358767883613e-16,5.5498061288454586e-05,1.0045830995159052e-05,1.925509429428917e-09
v32.24,25042000,dephasing,39,0.01,0.00023849248334523916,0.00023713177441735293,3.222284867696209e-07,1.4403040457497563e-06,1.5045282807666458e-06,1.4711195315895682e-06,3.206914583181492e-08,0.006308493499095763,0.006168410471285132,0.00013446606526962095
v32.24,25042000,dephasing,39,0.003,2.135268144935153e-05,2.1341859697561764e-05,8.700169142779762e-09,1.1666462770573025e-08,1.45616068397094e-08,1.1688585976798606e-08,2.760619234792019e-11,0.0006819568246849685,0.0005474060016548219,1.2928677090697936e-06
v32.24,25042000,dephasing,39,0.001,2.3714511324865267e-06,2.371317744173529e-06,3.222284867696209e-10,1.4403040457497564e-10,3.5290631741613346e-10,1.4406071089332585e-10,7.25225815042373e-14,0.00014881450120631507,6.074791460799555e-05,3.058152053430489e-08
v32.24,25042000,dephasing,39,0.0003,2.1341967722447168e-07,2.134185969756176e-07,8.70016914277976e-12,1.1666462770573021e-12,8.77788789843971e-12,1.1666683670326636e-12,1.610475460733019e-16,4.112970281183237e-05,5.466545457313099e-06,7.546049556804197e-10
v32.24,25042000,dephasing,40,0.01,0.00019853717294989246,0.00019968541372169816,8.300156620894798e-09,1.1660641238616455e-06,1.1609439899201929e-06,1.1609158250917609e-06,5.258422820513774e-09,0.005847489277049372,0.005847347415311273,2.648583508258634e-05
v32.24,25042000,dephasing,40,0.003,1.7962349487068434e-05,1.7971687234952835e-05,2.2410422876415952e-10,9.445119403279327e-09,9.443997869715324e-09,9.441350800680757e-09,3.978070275825713e-12,0.0005257662911254625,0.0005256189234864756,2.214671459704996e-07
v32.24,25042000,dephasing,40,0.001,1.996738816044978e-06,1.9968541372169813e-06,8.300156620894797e-12,1.1660641238616456e-10,1.1689613602668844e-10,1.1660124095834425e-10,6.8175429210678765e-15,5.854352862144954e-05,5.8395840267832865e-05,3.414338854077902e-09
v32.24,25042000,dephasing,40,0.0003,1.7971593821085742e-07,1.797168723495283e-07,2.2410422876415946e-13,9.445119403279323e-13,9.70729657430514e-13,9.445081702585797e-13,1.1204517375787206e-17,5.401466709600206e-06,5.2555615248237225e-06,6.234570782832378e-11
v32.24,25042000,dephasing,41,0.01,0.0002976831147048674,0.0002970742373117034,3.0939282497477496e-07,6.549786898848022e-07,7.270415124395204e-07,6.575329741678118e-07,2.720975305949897e-09,0.002442333731828669,0.002208835307369419,9.140509392504708e-06
v32.24,25042000,dephasing,41,0.003,2.6741595621030104e-05,2.6736681358053308e-05,8.353606274318922e-09,5.3053273880668984e-09,9.898606492033968e-09,5.307182958304996e-09,2.8564212344117753e-12,0.0003701576612073781,0.00019846171610385605,1.0681566182107064e-07
v32.24,25042000,dephasing,41,0.001,2.9708030239530053e-06,2.970742373117034e-06,3.093928249747749e-10,6.549786898848023e-11,3.1625831632543864e-10,6.550041357022098e-11,9.254123590407012e-15,0.00010645549831998605,2.20480499858469e-05,3.1150242933620365e-09
v32.24,25042000,dephasing,41,0.0003,2.67367304834733e-07,2.67366813580533e-07,8.35360627431892e-12,5.305327388066895e-13,8.370456332019211e-12,5.305345937351165e-13,2.1689271658001214e-17,3.130695556509132e-05,1.9842912134041757e-06,8.1121630303331e-11
v32.24,25042000,dephasing,42,0.01,0.0001945918223942656,0.0001963469975859321,3.521778892520794e-08,1.7689138990310764e-06,1.7620741942490698e-06,1.7616859975819338e-06,7.688743017885904e-09,0.009055232499333416,0.009053237571374164,3.951215895551674e-05
v32.24,25042000,dephasing,42,0.003,1.7656960496063752e-05,1.7671229782733887e-05,9.508803009806142e-10,1.432820258215172e-08,1.4354725421057095e-08,1.4322903440109987e-08,7.2020057794890845e-12,0.0008129782826583986,0.0008111760482956836,4.0788479880750823e-07
v32.24,25042000,dephasing,42,0.001,1.9632937546387415e-06,1.963469975859321e-06,3.521778892520793e-11,1.7689138990310767e-10,1.803595441494775e-10,1.7688411721254652e-10,2.074752023637747e-14,9.186579630446834e-05,9.009559409773314e-05,1.0567710607420102e-08
v32.24,25042000,dephasing,42,0.0003,1.7671087038273174e-07,1.7671229782733884e-07,9.50880300980614e-13,1.4328202582151712e-12,1.7196558182406415e-12,1.4328149560578017e-12,4.73351063982867e-17,9.731465950657709e-06,8.108244574623616e-06,2.678675414577795e-10
v32.24,25042000,dephasing,43,0.01,0.00033557801420261825,0.0003343847142231574,2.6961917186713136e-07,1.2172724313040768e-06,1.252824211485195e-06,1.2233882462383673e-06,6.1778462411379324e-09,0.003733332216242134,0.0036456150118931783,1.840956790872425e-05
v32.24,25042000,dephasing,43,0.003,3.0104246498727153e-05,3.0094624280084167e-05,7.2797176404125456e-09,9.859906693563023e-09,1.2260191829498728e-08,9.864343822162096e-09,4.566320986946292e-12,0.00040725788735543024,0.0003276728358764659,1.5168361669970256e-07
v32.24,25042000,dephasing,43,0.001,3.343965888074353e-06,3.343847142231574e-06,2.6961917186713133e-10,1.217272431304077e-10,2.958300879811899e-10,1.2173332717129224e-10,7.197574393747372e-15,8.846683784550978e-05,3.6403878282799485e-05,2.1524066436850366e-09
v32.24,25042000,dephasing,43,0.0003,3.0094720459890214e-07,3.009462428008416e-07,7.279717640412544e-12,9.859906693563019e-13,7.346196468756628e-12,9.859951044331305e-13,1.018367545776533e-17,2.4410249892659833e-05,3.2763059080321078e-06,3.3838744145631714e-11
v32.24,25042000,dephasing,44,0.01,0.00022805088305131297,0.00022994503419502583,1.604299714823797e-07,1.907690419508952e-06,1.9028684551959476e-06,1.896262316608374e-06,1.1629944847477028e-08,0.008344052124401508,0.008315084297137768,5.099714893390794e-05
v32.24,25042000,dephasing,44,0.003,2.067962650212166e-05,2.0695053077552323e-05,4.3316092300242515e-09,1.545229239802251e-08,1.6038550920985555e-08,1.544391737642143e-08,9.713793200952449e-12,0.000775572562654362,0.0007468180034507363,4.6972769067931894e-07
v32.24,25042000,dephasing,44,0.001,2.2992597987645224e-06,2.299450341950258e-06,1.6042997148237968e-10,1.9076904195089523e-10,2.4923837112341636e-10,1.907575482540145e-10,2.3179134856802135e-14,0.00010839939499544217,8.296476472842068e-05,1.0081129096093075e-08
v32.24,25042000,dephasing,44,0.0003,2.069489872912431e-07,2.069505307755232e-07,4.33160923002425e-12,1.5452292398022505e-12,4.598926250913634e-12,1.5452208603628693e-12,4.959191653333219e-17,2.2222511504448587e-05,7.4666751482492234e-06,2.3963353086401226e-10
v32.24,25042000,dephasing,45,0.01,0.0003722311976239247,0.000370469616148372,2.74583619938069e-07,1.7583073650271528e-06,1.7902218683154676e-06,1.7687473502216852e-06,1.0634528997208931e-08,0.004809435318004101,0.004751743973939279,2.8569687508980065e-05
v32.24,25042000,dephasing,45,0.003,3.335645782493049e-05,3.334226545335348e-05,7.413757738327862e-09,1.4242289656719937e-08,1.60651648584998e-08,1.4249861275836457e-08,8.855111643427586e-12,0.0004816208286508394,0.00042719947515488783,2.6546918410531315e-07
v32.24,25042000,dephasing,45,0.001,3.704871293449082e-06,3.7046961614837196e-06,2.74583619938069e-10,1.758307365027153e-10,3.2607743700483726e-10,1.7584111811628683e-10,2.1453402060057826e-14,8.801316190967397e-05,4.746213948841014e-05,5.790593076199847e-09
v32.24,25042000,dephasing,45,0.0003,3.334240730264802e-07,3.3342265453353475e-07,7.41375773832786e-12,1.4242289656719932e-12,7.549365851833995e-12,1.42423653345728e-12,4.621146232301577e-17,2.2641933989074726e-05,4.271546803833113e-06,1.3859665831430745e-10
v32.24,25042000,dephasing,46,0.01,0.0002400833084411272,0.0002421092555685773,9.037848316625035e-08,2.037825446402652e-06,2.0288928800444207e-06,2.0269577140721053e-06,1.1050304425674302e-08,0.008450786909003057,0.008442726515363529,4.602695829803611e-05
v32.24,25042000,dephasing,46,0.003,2.1773342942970025e-05,2.1789833001171954e-05,2.4402190454887594e-09,1.650638611586148e-08,1.667727127969964e-08,1.6498418897393322e-08,9.125016254079612e-12,0.0007659490471160857,0.000757734764964981,4.1909119228867943e-07
v32.24,25042000,dephasing,46,0.001,2.420888887485582e-06,2.4210925556857725e-06,9.037848316625035e-11,2.037825446402652e-10,2.2290787023321857e-10,2.0377161026294924e-10,2.118734846790785e-14,9.207686952734882e-05,8.417222753027439e-05,8.751888026514821e-09
v32.24,25042000,dephasing,46,0.0003,2.1789668021887777e-07,2.178983300117195e-07,2.4402190454887586e-12,1.6506386115861473e-12,2.946020904638842e-12,1.6506306400244645e-12,4.47703895023318e-17,1.3520265208628036e-05,7.5752904466759285e-06,2.0546613861835723e-10
v32.24,25042000,dephasing,47,0.01,0.00039166342273235817,0.00038981997514381185,1.8996785185191412e-07,1.8385030815108914e-06,1.8590077254568168e-06,1.8491243976027667e-06,1.0745684333234378e-08,0.004746442015156374,0.004721207777593159,2.743601702265009e-05
v32.24,25042000,dephasing,47,0.003,3.509865180543497e-05,3.508379776294306e-05,5.129132000001681e-09,1.489187496023822e-08,1.5758869101285566e-08,1.4899578154468525e-08,8.5012382761205e-12,0.0004489878753361498,0.00042450571141770604,2.4220982399113394e-07
v32.24,25042000,dephasing,47,0.001,3.898383050620357e-06,3.898199751438118e-06,1.899678518519141e-10,1.8385030815108918e-10,2.6438261790228673e-10,1.8386087018031358e-10,1.806974593892115e-14,6.781853257345121e-05,4.716336691209846e-05,4.635189950368186e-09
v32.24,25042000,dephasing,47,0.0003,3.5083946227539613e-07,3.508379776294306e-07,5.129132000001679e-12,1.4891874960238214e-12,5.340979540474527e-12,1.4891951952701342e-12,3.641261236346325e-17,1.5223428703929701e-05,4.244662745780777e-06,1.0378710572438595e-10
v32.24,25042000,dephasing,48,0.01,0.00019104937448808553,0.00019242790061608432,8.47088630315757e-08,1.385942391602264e-06,1.3816329260006813e-06,1.3789126520917112e-06,7.307881968826716e-09,0.007231810780342777,0.007217572189317505,3.8251273988245696e-05
v32.24,25042000,dephasing,48,0.003,1.730729321309903e-05,1.7318511055447587e-05,2.2871393018525436e-09,1.122613337197834e-08,1.1452668896060076e-08,1.1220985767725633e-08,7.075271621287469e-12,0.0006617250170230039,0.0006483385720438958,4.0880289795590615e-07
v32.24,25042000,dephasing,48,0.001,1.924140457807102e-06,1.924279006160843e-06,8.470886303157569e-11,1.3859423916022644e-10,1.6243573237975081e-10,1.3858717519759648e-10,2.1188113310337938e-14,8.441989342341204e-05,7.202549826094351e-05,1.1011729016126782e-08
v32.24,25042000,dephasing,48,0.0003,1.7318398826075502e-07,1.7318511055447584e-07,2.2871393018525428e-12,1.1226133371978334e-12,2.5478376105146478e-12,1.1226081873537174e-12,4.881396706702964e-17,1.4711738862824246e-05,6.482170774722308e-06,2.8186189472396684e-10
v32.24,25042000,dephasing,49,0.01,0.0003223941141720769,0.00032114231813584163,1.0567725417706715e-07,1.2471369151686922e-06,1.2580174240653854e-06,1.2533607456431034e-06,6.706892498524458e-09,0.0039021103945896555,0.003887666339262403,2.0803396227465474e-05
v32.24,25042000,dephasing,49,0.003,2.8912902399678142e-05,2.8902808632225747e-05,2.853285862780813e-09,1.0101809012866408e-08,1.0503016129893206e-08,1.0106326575374968e-08,7.516299812889353e-12,0.0003632639845251276,0.0003495438277233444,2.5996351763609263e-07
v32.24,25042000,dephasing,49,0.001,3.2115477463175474e-06,3.211423181358416e-06,1.0567725417706714e-10,1.2471369151686925e-10,1.634868538329588e-10,1.247198860931871e-10,2.546222000706864e-14,5.0905939050857176e-05,3.883482231774212e-05,7.928333008987442e-09
v32.24,25042000,dephasing,49,0.0003,2.8902909525288e-07,2.890280863222574e-07,2.853285862780812e-12,1.0101809012866402e-12,3.0268890302580597e-12,1.010185416815226e-12,6.017728227704007e-17,1.0472610128090205e-05,3.4950993979737063e-06,2.082049290725877e-10
v32.24,25042000,dephasing,50,0.01,0.00016936822115884797,0.00017083425418461948,3.0079778979877533e-07,1.474308249063973e-06,1.4957840913458907e-06,1.4664781535307097e-06,9.939159883321045e-09,0.008831551049609341,0.008658520137348087,5.868373544526545e-05
v32.24,25042000,dephasing,50,0.003,1.536315031849167e-05,1.537508287661575e-05,8.121540324566934e-09,1.1941896817418183e-08,1.4428749274830807e-08,1.1936160464156726e-08,1.6002590270053124e-11,0.0009391790730227912,0.0007769344318521644,1.0416216686229906e-06
v32.24,25042000,dephasing,50,0.001,1.70819516336344e-06,1.7083425418461945e-06,3.007977897987753e-10,1.4743082490639733e-10,3.3492662597928756e-10,1.4742295269027425e-10,6.200257203911641e-14,0.00019607046850537635,8.630334276324618e-05,3.6297124221469645e-08
v32.24,25042000,dephasing,50,0.0003,1.537496349424182e-07,1.537508287661575e-07,8.121540324566932e-12,1.1941896817418176e-12,8.208718856098764e-12,1.1941839426334646e-12,1.495634325927938e-16,5.339016810786618e-05,7.767068475191543e-06,9.727726029971243e-10
v32.24,25042000,dephasing,51,0.01,0.00030807968059058487,0.00030673797250911964,6.109025978441207e-07,1.334682973457088e-06,1.476791879990573e-06,1.3420474048420113e-06,9.137923507331658e-09,0.004793538727252578,0.004356169813826486,2.9660909443343923e-05
v32.24,25042000,dephasing,51,0.003,2.7617231144921532e-05,2.7606417525820768e-05,1.6494370141791255e-08,1.0810932085002415e-08,1.9735428452457897e-08,1.0816274653888033e-08,1.4116159628831985e-11,0.0007146056152007475,0.00039164949582127145,5.111359482330933e-07
