seed,family,candidate,pearson,spearman,n_pairs
25042003,transverse,delta_sigma,0.31822139518075393,0.20234604105571843,32
25042003,transverse,delta_sigma_over_gap,-0.039286989596867654,0.04032258064516129,32
25042003,transverse,local_real_sigma,0.6213978307522348,0.6693548387096774,32
25042003,transverse,local_delta_sigma,0.12080114256183179,-0.024926686217008793,32
25042003,transverse,real_pvq2,0.09129929340153906,0.16092375366568912,32
25042003,transverse,real_pvq2_over_gap,-0.2456415986804272,-0.14956011730205276,32
25042003,transverse,real_gap,0.12765273572712343,0.14610449374735032,32
25042004,dephasing,real_sigma,0.3338718312539249,0.2529325513196481,32
25042004,dephasing,real_sigma_over_gap,0.04954268705942777,0.14332844574780057,32
25042004,dephasing,delta_sigma,0.3856082301780665,0.36217008797653955,32
25042004,dephasing,delta_sigma_over_gap,0.3826612619793099,0.2749266862170087,32
25042004,dephasing,local_real_sigma,0.27902575868038515,0.08027859237536657,32
25042004,dephasing,local_delta_sigma,0.3805113749438075,0.43841642228739,32
25042004,dephasing,real_pvq2,0.21919300933234645,0.17521994134897356,32
25042004,dephasing,real_pvq2_over_gap,-0.24704627877735,-0.18695014662756596,32
25042004,dephasing,real_gap,0.1903380612544944,0.19356612674092463,32
25042004,transverse,real_sigma,0.09041245321063612,0.3390762463343108,32
25042004,transverse,real_sigma_over_gap,-0.1885890241107915,0.08284457478005865,32
25042004,transverse,delta_sigma,0.1798197431346821,0.3020527859237536,32
25042004,transverse,delta_sigma_over_gap,0.3769060470153825,0.26392961876832843,32
25042004,transverse,local_real_sigma,0.07867199384143624,0.21517595307917886,32
25042004,transverse,local_delta_sigma,0.14592899383819194,0.1821847507331378,32
25042004,transverse,real_pvq2,0.020799990288402206,0.11363636363636363,32
25042004,transverse,real_pvq2_over_gap,-0.2472558716497483,-0.19574780058651026,32
25042004,transverse,real_gap,0.1903380612544944,0.19356612674092463,32
25042005,dephasing,real_sigma,0.16535079322114477,0.22647058823529412,16
25042005,dephasing,real_sigma_over_gap,0.42476903566984753,0.3,16
25042005,dephasing,delta_sigma,0.22978059680004617,0.2088235294117647,16
25042005,dephasing,delta_sigma_over_gap,-0.3366313124986115,-0.22058823529411767,16
25042005,dephasing,local_real_sigma,-0.19477651798658724,-0.18529411764705883,16
25042005,dephasing,local_delta_sigma,-0.1973980645580579,-0.2588235294117647,16
25042005,dephasing,real_pvq2,0.21297842999886413,0.22058823529411767,16
25042005,dephasing,real_pvq2_over_gap,0.46773885675264987,0.3058823529411765,16
25042005,dephasing,real_gap,-0.28933952736900953,-0.30905085629526163,16
25042005,transverse,real_sigma,0.7275734911027095,0.8058823529411765,16
25042005,transverse,real_sigma_over_gap,0.44932272865028267,0.6911764705882353,16
25042005,transverse,delta_sigma,0.6620422414096873,0.4705882352941176,16
25042005,transverse,delta_sigma_over_gap,-0.32141111730344557,-0.23823529411764705,16
