version,seed,family,group,lambda,leading_norm,exact_norm,abs_error,rel_error
v32.23,25042000,dephasing,51,0.0003,2.760641752582116e-07,2.760652560921031e-07,1.6529891975782455e-11,5.987699041471615e-05
v32.23,25042000,dephasing,52,0.01,0.00019107528466316993,0.00018943900518507596,1.8017347715929625e-06,0.009429449626460506
v32.23,25042000,dephasing,52,0.003,1.7196775619685295e-05,1.7183448797035215e-05,2.427544289459605e-08,0.001411627588302527
v32.23,25042000,dephasing,52,0.001,1.910752846631699e-06,1.910588238335687e-06,7.690708306696797e-10,0.0004024962370331716
v32.23,25042000,dephasing,52,0.0003,1.7196775619685293e-07,1.7196642279625307e-07,2.0326745163657646e-11,0.00011820090936343584
v32.23,25042000,dephasing,53,0.01,0.0003175273016924398,0.0003192134654394264,1.7478642568422582e-06,0.005504610934322925
v32.23,25042000,dephasing,53,0.003,2.8577457152319585e-05,2.8591038197873017e-05,1.839132830413425e-08,0.0006435606991240457
v32.23,25042000,dephasing,53,0.001,3.1752730169243982e-06,3.175440601181641e-06,4.888490822242008e-10,0.00015395497634962583
v32.23,25042000,dephasing,53,0.0003,2.857745715231958e-07,2.857759288792725e-07,1.2472924538363095e-11,4.364602655821213e-05
v32.23,25042000,dephasing,54,0.01,0.0002333766652638008,0.00023108963050382777,2.2934488780566762e-06,0.009827241620169017
v32.23,25042000,dephasing,54,0.003,2.100389987374207e-05,2.098526014005711e-05,1.9133838293377338e-08,0.0009109659829076513
v32.23,25042000,dephasing,54,0.001,2.3337666526380074e-06,2.3335364072081823e-06,2.7978606320088906e-10,0.00011988604896921841
v32.23,25042000,dephasing,54,0.0003,2.1003899873742065e-07,2.100371336339577e-07,4.6766072248029725e-12,2.2265423340021788e-05
v32.23,25042000,dephasing,55,0.01,0.00036067441032131383,0.0003629631356733512,2.292648104930756e-06,0.0063565588223692
v32.23,25042000,dephasing,55,0.003,3.246069692891824e-05,3.2479119407536856e-05,1.8624646812706103e-08,0.0005737599181400809
v32.23,25042000,dephasing,55,0.001,3.6067441032131378e-06,3.606971415833079e-06,2.4755124283205164e-10,6.863565469241796e-05
v32.23,25042000,dephasing,55,0.0003,3.2460696928918235e-07,3.2460881040594103e-07,3.2157295683682634e-12,9.906532738375894e-06
v32.23,25042000,dephasing,56,0.01,0.00012494623744343445,0.00012376952783809582,1.1835952158583378e-06,0.009472835997916094
v32.23,25042000,dephasing,56,0.003,1.1245161369909102e-05,1.1235590101444842e-05,1.0052338591157757e-08,0.0008939256859449597
v32.23,25042000,dephasing,56,0.001,1.2494623744343445e-06,1.2493441673636893e-06,1.6319017021258261e-10,0.000130608310863672
v32.23,25042000,dephasing,56,0.0003,1.12451613699091e-07,1.12450656181968e-07,3.181260845661374e-12,2.8290041743412436e-05
v32.23,25042000,dephasing,57,0.01,0.00021726796598197563,0.0002184316591523419,1.1744241552603176e-06,0.005405417913093303
v32.23,25042000,dephasing,57,0.003,1.9554116938377807e-05,1.9563504050000078e-05,1.005051578205495e-08,0.00051398464137899
v32.23,25042000,dephasing,57,0.001,2.1726796598197563e-06,2.1727955078979503e-06,1.7454463066981294e-10,8.03361093205489e-05
v32.23,25042000,dephasing,57,0.0003,1.9554116938377805e-07,1.9554210771433397e-07,3.6404660029719645e-12,1.8617388933718705e-05
v32.23,25042000,dephasing,58,0.01,0.00010066378678325615,9.968863691181478e-05,9.7866945358806e-07,0.009722160121944134
v32.23,25042000,dephasing,58,0.003,9.059740810493054e-06,9.05180646462287e-06,8.176576783472548e-09,0.0009025177380353288
v32.23,25042000,dephasing,58,0.001,1.0066378678325617e-06,1.0065398742144497e-06,1.2174466962979325e-10,0.0001209418734583543
v32.23,25042000,dephasing,58,0.0003,9.05974081049305e-08,9.059661432093903e-08,2.103239451077256e-12,2.3215227621537145e-05
v32.23,25042000,dephasing,59,0.01,0.00019240120148201993,0.00019336612859032244,9.801407482059562e-07,0.005094254820947941
v32.23,25042000,dephasing,59,0.003,1.731610813338179e-05,1.7323888721488488e-05,8.88413320472796e-09,0.0005130560017467916
v32.23,25042000,dephasing,59,0.001,1.924012014820199e-06,1.9241080331821533e-06,1.8457312817553053e-10,9.59313802376536e-05
v32.23,25042000,dephasing,59,0.0003,1.7316108133381788e-07,1.73161859047281e-07,4.322895902444951e-12,2.4964592904749328e-05
v32.23,25042000,dephasing,60,0.01,3.9631167775096205e-05,3.9727272274678946e-05,1.453117767887915e-07,0.003666603457496497
v32.23,25042000,dephasing,60,0.003,3.566805099758658e-06,3.567526527148705e-06,3.028268279836259e-09,0.0008490142284592903
v32.23,25042000,dephasing,60,0.001,3.96311677750962e-07,3.9632052010491347e-07,1.092828437705443e-10,0.00027574974421827776
v32.23,25042000,dephasing,60,0.0003,3.566805099758658e-08,3.566812256134802e-08,2.941819800437001e-12,8.247772777481042e-05
v32.23,25042000,dephasing,61,0.01,8.797503615963533e-05,8.805211651418501e-05,1.3364906478220817e-07,0.0015191703307708213
v32.23,25042000,dephasing,61,0.003,7.91775325436718e-06,7.918439538121467e-06,3.0249112712387875e-09,0.0003820416188860575
v32.23,25042000,dephasing,61,0.001,8.797503615963532e-07,8.797588990800429e-07,1.0943775089765062e-10,0.00012439636932807857
v32.23,25042000,dephasing,61,0.0003,7.917753254367178e-08,7.91776017568425e-08,2.946601912230323e-12,3.7215126786188646e-05
v32.23,25042000,dephasing,62,0.01,4.069452174799415e-05,4.077269786625607e-05,1.2956239415506588e-07,0.0031837797469987978
v32.23,25042000,dephasing,62,0.003,3.662506957319473e-06,3.6630809409832194e-06,2.8465930057126825e-09,0.0007772252828144949
v32.23,25042000,dephasing,62,0.001,4.0694521747994146e-07,4.0695223710556295e-07,1.034985159673827e-10,0.00025433034109187977
v32.23,25042000,dephasing,62,0.0003,3.6625069573194724e-08,3.662512637061197e-08,2.788592865543734e-12,7.613890971512743e-05
v32.23,25042000,dephasing,63,0.01,8.671059923641705e-05,8.676920059502735e-05,1.1916582240847771e-07,0.0013742936095225368
v32.23,25042000,dephasing,63,0.003,7.803953931277536e-06,7.804492787888236e-06,2.851647534061628e-09,0.00036541060585102694
v32.23,25042000,dephasing,63,0.001,8.671059923641707e-07,8.671127121859199e-07,1.039252602602194e-10,0.00011985300663978396
v32.23,25042000,dephasing,63,0.0003,7.803953931277534e-08,7.803959380511831e-08,2.800621269367151e-12,3.588720915102429e-05
v32.23,25042000,transverse,0,0.01,0.00016290205635139459,0.000162978759871641,7.671381689036336e-08,0.0004709198803782112
v32.23,25042000,transverse,0,0.003,1.4661185071625513e-05,1.466202132379078e-05,8.364371771365754e-10,5.705113011330659e-05
v32.23,25042000,transverse,0,0.001,1.6290205635139459e-06,1.6290311025095212e-06,1.0541383301451289e-11,6.470994619437194e-06
v32.23,25042000,transverse,0,0.0003,1.466118507162551e-07,1.4661193627865742e-07,8.55818375792244e-14,5.837306954459978e-07
v32.23,25042000,transverse,1,0.01,0.00013653611889586828,0.00013666974867316777,1.3373590919621281e-07,0.000979491070038463
v32.23,25042000,transverse,1,0.003,1.2288250700628146e-05,1.2289154100637416e-05,9.040354453671661e-10,7.356909192298249e-05
v32.23,25042000,transverse,1,0.001,1.3653611889586828e-06,1.3653721311084633e-06,1.0949724376293013e-11,8.019654040879846e-06
v32.23,25042000,transverse,1,0.0003,1.2288250700628143e-07,1.228825954418988e-07,8.849672039539406e-14,7.201734612304935e-07
v32.23,25042000,transverse,2,0.01,0.00015653227843132926,0.00015664103287058934,1.0877447166337169e-07,0.0006949012226324366
v32.23,25042000,transverse,2,0.003,1.4087905058819633e-05,1.4088987383228844e-05,1.0826093655678428e-09,7.68467249777555e-05
v32.23,25042000,transverse,2,0.001,1.5653227843132922e-06,1.5653363481565834e-06,1.3567485160366073e-11,8.66753189586909e-06
v32.23,25042000,transverse,2,0.0003,1.408790505881963e-07,1.408791606399391e-07,1.1008135515249916e-13,7.813891042911559e-07
v32.23,25042000,transverse,3,0.01,0.00012636725165564365,0.0001265248144644831,1.5771124304404374e-07,0.0012480388785681108
v32.23,25042000,transverse,3,0.003,1.1373052649007927e-05,1.1374160811199863e-05,1.1091159147234147e-09,9.75213910418469e-05
v32.23,25042000,transverse,3,0.001,1.2636725165564364e-06,1.2636860000009566e-06,1.3494919008057325e-11,1.0679126776319847e-05
v32.23,25042000,transverse,3,0.0003,1.1373052649007926e-07,1.1373063552263406e-07,1.0912521934753393e-13,9.59506851109609e-07
v32.23,25042000,transverse,4,0.01,0.0008309670938201005,0.0008557683448889259,2.480213255267806e-05,0.029847310124710636
v32.23,25042000,transverse,4,0.003,7.478703844380905e-05,7.498173727764957e-05,1.9470554840463976e-07,0.0026034664890618848
v32.23,25042000,transverse,4,0.001,8.309670938201005e-06,8.312067944298316e-06,2.39708851682223e-09,0.0002884697281817017
v32.23,25042000,transverse,4,0.0003,7.478703844380904e-07,7.478897940344256e-07,1.9410263493964083e-11,2.5954047516599968e-05
v32.23,25042000,transverse,5,0.01,0.00018620478071961229,0.00016271717864382293,2.349043719591473e-05,0.12615378136443606
v32.23,25042000,transverse,5,0.003,1.6758430264765105e-05,1.656217126277964e-05,1.9627920227550996e-07,0.01171226655328157
v32.23,25042000,transverse,5,0.001,1.8620478071961227e-06,1.8596182471083694e-06,2.429806752892064e-09,0.0013049110465916953
v32.23,25042000,transverse,5,0.0003,1.67584302647651e-07,1.6756461711492264e-07,1.9687528230052128e-11,0.00011747835518607913
v32.23,25042000,transverse,6,0.01,0.0005755802136810231,0.0005885308388219868,1.295079033753754e-05,0.022500409203980474
v32.23,25042000,transverse,6,0.003,5.180221923129207e-05,5.1905141965651805e-05,1.0292410116057026e-07,0.001986866637914174
v32.23,25042000,transverse,6,0.001,5.7558021368102295e-06,5.7570706142432075e-06,1.2684943367799643e-09,0.00022038532712365664
v32.23,25042000,transverse,6,0.0003,5.180221923129206e-07,5.18032464975737e-07,1.027279976441352e-11,1.9830810179282916e-05
v32.23,25042000,transverse,7,0.01,8.72532822890923e-05,7.576604260120024e-05,1.148868979828659e-05,0.1316705744114203
v32.23,25042000,transverse,7,0.003,7.852795406018306e-06,7.757761734732278e-06,9.504418308490856e-08,0.012103229254141477
v32.23,25042000,transverse,7,0.001,8.725328228909229e-07,8.713574288486582e-07,1.1755226151596978e-09,0.0013472531741154366
v32.23,25042000,transverse,7,0.0003,7.852795406018305e-08,7.851843139980816e-08,9.523700717445302e-12,0.00012127784088385179
v32.23,25042000,transverse,8,0.01,0.0008370536948896472,0.0008524600556249404,1.541885119969989e-05,0.018420384849663237
v32.23,25042000,transverse,8,0.003,7.533483254006824e-05,7.545716642509196e-05,1.2243195629488088e-07,0.0016251706171877818
v32.23,25042000,transverse,8,0.001,8.370536948896471e-06,8.372044624606321e-06,1.5088831683279678e-09,0.0001802612159219835
v32.23,25042000,transverse,8,0.0003,7.533483254006823e-07,7.533605351646268e-07,1.2219541324552691e-11,1.6220307276920675e-05
v32.23,25042000,transverse,9,0.01,0.00043746835170720377,0.0004217035967214655,1.576632590638308e-05,0.03603992344784619
v32.23,25042000,transverse,9,0.003,3.9372151653648334e-05,3.9242016113904415e-05,1.301493521221525e-07,0.0033056194964161296
v32.23,25042000,transverse,9,0.001,4.374683517072037e-06,4.3730742084974634e-06,1.6094803170963947e-09,0.0003679078294042206
v32.23,25042000,transverse,9,0.0003,3.937215165364833e-07,3.9370847864808903e-07,1.3039280634934796e-11,3.31180290821788e-05
v32.23,25042000,transverse,10,0.01,0.0007936159557222088,0.0008092748189388367,1.5685681836847745e-05,0.01976482670711101
v32.23,25042000,transverse,10,0.003,7.14254360149988e-05,7.154909279668183e-05,1.2386487910495468e-07,0.001734184430864993
v32.23,25042000,transverse,10,0.001,7.93615955722209e-06,7.937682819643079e-06,1.5258219426524133e-09,0.00019226200426677157
v32.23,25042000,transverse,10,0.0003,7.14254360149988e-07,7.142666954826781e-07,1.2356056013160115e-11,1.7299237782133296e-05
v32.23,25042000,transverse,11,0.01,0.0002126716684086318,0.0001977252596310408,1.4950473202593037e-05,0.07029837737421087
v32.23,25042000,transverse,11,0.003,1.9140450156776865e-05,1.901628453608969e-05,1.241941891664648e-07,0.0064885720110659266
v32.23,25042000,transverse,11,0.001,2.126716684086318e-06,2.1251803233984243e-06,1.5367088773665906e-09,0.0007225733868857069
v32.23,25042000,transverse,11,0.0003,1.914045015677686e-07,1.9139205385838052e-07,1.2450525586726987e-11,6.504823807562728e-05
v32.23,25042000,transverse,12,0.01,0.0005158830350076018,0.0005129529895879036,2.9353180502586925e-06,0.005689890636189343
v32.23,25042000,transverse,12,0.003,4.6429473150684166e-05,4.64055573073615e-05,2.395916506120377e-08,0.000516033532912288
v32.23,25042000,transverse,12,0.001,5.158830350076018e-06,5.158534893236346e-06,2.959923487749756e-10,5.7375864040695585e-05
v32.23,25042000,transverse,12,0.0003,4.6429473150684153e-07,4.6429233812248096e-07,2.397722604345655e-12,5.164225311288771e-06
v32.23,25042000,transverse,13,0.01,0.0006552144374953949,0.0006590181617778711,3.850407756472991e-06,0.0058765612235155505
v32.23,25042000,transverse,13,0.003,5.896929937458554e-05,5.9000020166665366e-05,3.109558491669587e-08,0.0005273182019540388
v32.23,25042000,transverse,13,0.001,6.552144374953949e-06,6.552523547072259e-06,3.8379558101576514e-10,5.8575568402132864e-05
v32.23,25042000,transverse,13,0.0003,5.896929937458553e-07,5.896960649507212e-07,3.108651590263758e-12,5.27164409825686e-06
v32.23,25042000,transverse,14,0.01,0.0005651038191788067,0.0005631096331851928,2.0646264717798104e-06,0.003653534804949768
v32.23,25042000,transverse,14,0.003,5.08593437260926e-05,5.08431677272058e-05,1.674868856192942e-08,0.00032931389465288684
v32.23,25042000,transverse,14,0.001,5.651038191788066e-06,5.6508384627594075e-06,2.0680158286449865e-10,3.659532564565164e-05
v32.23,25042000,transverse,14,0.0003,5.085934372609259e-07,5.085918194324199e-07,1.675118327928019e-12,3.2936294596122087e-06
v32.23,25042000,transverse,15,0.01,0.0006593553103597447,0.0006621430360972096,2.8005623760527454e-06,0.004247425222866192
v32.23,25042000,transverse,15,0.003,5.934197793237702e-05,5.936448725196185e-05,2.261334370563443e-08,0.00038106825039440717
v32.23,25042000,transverse,15,0.001,6.593553103597446e-06,6.593830919422871e-06,2.7910012277789585e-10,4.2329244702013346e-05
v32.23,25042000,transverse,15,0.0003,5.934197793237702e-07,5.934220295610377e-07,2.2606401233405166e-12,3.8095125948053545e-06
v32.23,25042000,transverse,16,0.01,0.00015881619803530654,0.00015913132354514206,3.6904676109948936e-07,0.0023237350198840948
v32.23,25042000,transverse,16,0.003,1.4293457823177588e-05,1.4295986435444246e-05,2.960195256050846e-09,0.00020710140909715595
v32.23,25042000,transverse,16,0.001,1.5881619803530652e-06,1.5881931721278508e-06,3.6514412124878965e-11,2.2991617087295732e-05
v32.23,25042000,transverse,16,0.0003,1.4293457823177586e-07,1.429348308615316e-07,2.9573801323466343e-13,2.069044571951714e-06
v32.23,25042000,transverse,17,0.01,0.00011087701021687143,0.00011132811262005621,5.160170377643744e-07,0.004653958803137491
v32.23,25042000,transverse,17,0.003,9.978930919518428e-06,9.982602714944112e-06,4.205983418685549e-09,0.00042148637490402877
v32.23,25042000,transverse,17,0.001,1.1087701021687142e-06,1.1088154525813556e-06,5.195460561066743e-11,4.685787027359965e-05
v32.23,25042000,transverse,17,0.0003,9.978930919518427e-08,9.978967655160837e-08,4.208589526775506e-13,4.217475359553455e-06
v32.23,25042000,transverse,18,0.01,9.00029444929728e-05,9.01293737648066e-05,1.876970311236183e-07,0.002085454339088575
v32.23,25042000,transverse,18,0.003,8.100265004367553e-06,8.101288879646018e-06,1.5205526427653428e-09,0.00018771640704908808
v32.23,25042000,transverse,18,0.001,9.000294449297281e-07,9.000420851764837e-07,1.8772536222493155e-11,2.0857691188046482e-05
v32.23,25042000,transverse,18,0.0003,8.100265004367551e-08,8.100275242950264e-08,1.5205780743112595e-13,1.8771954664339806e-06
v32.23,25042000,transverse,19,0.01,8.300863090711162e-05,8.318082035674987e-05,2.111714610885101e-07,0.002543969931570313
v32.23,25042000,transverse,19,0.003,7.470776781640046e-06,7.472176864650593e-06,1.7198305833477411e-09,0.00023020773255792417
v32.23,25042000,transverse,19,0.001,8.300863090711161e-07,8.301035998707871e-07,2.1242688900454155e-11,2.559093996409261e-05
v32.23,25042000,transverse,19,0.0003,7.470776781640045e-08,7.47079078772456e-08,1.7207519578933394e-13,2.3033106304584115e-06
v32.23,25042000,transverse,20,0.01,0.0036571400583050714,0.003669990756068985,1.35242345691056e-05,0.003698035720123201
v32.23,25042000,transverse,20,0.003,0.00032914260524745647,0.00032924274783797274,1.0584085076875658e-07,0.00032156533089717495
v32.23,25042000,transverse,20,0.001,3.657140058305071e-05,3.6572632733171394e-05,1.3027665367786182e-09,3.56225497522344e-05
v32.23,25042000,transverse,20,0.0003,3.2914260524745638e-06,3.2914360290495193e-06,1.0548814777062567e-11,3.204937497876261e-06
v32.23,25042000,transverse,21,0.01,0.0033335566674789637,0.0032243095379789893,0.00010962672106851498,0.03288581296307205
v32.23,25042000,transverse,21,0.003,0.0003000201000731067,0.0002991483549014495,8.748882329378289e-07,0.0029160987304672004
v32.23,25042000,transverse,21,0.001,3.333556667478963e-05,3.3324818575575245e-05,1.0786976020410991e-08,0.000323587600164264
v32.23,25042000,transverse,21,0.0003,3.000201000731067e-06,3.000113954191099e-06,8.736150983534112e-11,2.911855232834517e-05
v32.23,25042000,transverse,22,0.01,0.0037598582101991125,0.0036167415291356053,0.00014359143556651478,0.03819065175835728
v32.23,25042000,transverse,22,0.003,0.0003383872389179201,0.00033723420033918866,1.1570005954553832e-06,0.003419161429240621
v32.23,25042000,transverse,22,0.001,3.759858210199112e-05,3.758435371736641e-05,1.4277425807114608e-08,0.00037973309122097223
v32.23,25042000,transverse,22,0.0003,3.3838723891792004e-06,3.3837571453933528e-06,1.1564113688633544e-10,3.417420150243479e-05
v32.23,25042000,transverse,23,0.01,0.004181956129276356,0.0042106829710065186,2.917461690841693e-05,0.0069763086953916215
v32.23,25042000,transverse,23,0.003,0.00037637605163487204,0.0003766031103484071,2.3077610799108354e-07,0.000613153007447357
v32.23,25042000,transverse,23,0.001,4.181956129276355e-05,4.182235854240282e-05,2.843240865000984e-09,6.798829966427644e-05
v32.23,25042000,transverse,23,0.0003,3.76376051634872e-06,3.7637831686070937e-06,2.3024877058322924e-11,6.117519156255909e-06
v32.23,25042000,transverse,24,0.01,5.9438603199344595e-05,5.983143432545392e-05,4.3810776237137787e-07,0.007370761404033275
v32.23,25042000,transverse,24,0.003,5.349474287941013e-06,5.352636160258986e-06,3.5264704719445043e-09,0.0006592181366109203
v32.23,25042000,transverse,24,0.001,5.943860319934459e-07,5.944250458196773e-07,4.351272413792951e-11,7.320616871159804e-05
v32.23,25042000,transverse,24,0.0003,5.349474287941012e-08,5.349505887148023e-08,3.524310121332374e-13,6.588142930749303e-06
v32.23,25042000,transverse,25,0.01,2.8098159706720902e-05,2.801630425477443e-05,8.225446151693994e-08,0.002927396753932792
v32.23,25042000,transverse,25,0.003,2.528834373604881e-06,2.52816961723035e-06,6.682622374167699e-10,0.0002642570207016582
v32.23,25042000,transverse,25,0.001,2.80981597067209e-07,2.809733883330962e-07,8.25232089143602e-12,2.9369613446471076e-05
v32.23,25042000,transverse,25,0.0003,2.528834373604881e-08,2.528827724358433e-08,6.684579854593051e-14,2.6433442713229613e-06
v32.23,25042000,transverse,26,0.01,5.3243477578325416e-05,5.3324963989742373e-05,8.574203013801799e-08,0.0016103762195451002
v32.23,25042000,transverse,26,0.003,4.791912982049288e-06,4.7925707237374865e-06,6.922624843479071e-10,0.00014446474444363913
v32.23,25042000,transverse,26,0.001,5.324347757832541e-07,5.324428935650932e-07,8.544019879275687e-12,1.604707330903912e-05
v32.23,25042000,transverse,26,0.0003,4.791912982049287e-08,4.791919557223606e-08,6.920432239266509e-14,1.4441898809913174e-06
v32.23,25042000,transverse,27,0.01,4.77562246917678e-05,4.791373522293996e-05,1.7736909529802373e-07,0.003714051863245349
v32.23,25042000,transverse,27,0.003,4.298060222259102e-06,4.2993409389859384e-06,1.4431268226938266e-09,0.00033576235512477423
v32.23,25042000,transverse,27,0.001,4.775622469176779e-07,4.775780635562221e-07,1.7823408257749504e-11,3.732164418939486e-05
v32.23,25042000,transverse,27,0.0003,4.298060222259101e-08,4.298073034226759e-08,1.443760854799167e-13,3.3590987099764566e-06
v32.23,25042000,transverse,28,0.01,0.008693439827648582,0.009010954131231902,0.0003175144042623872,0.03652344877945386
v32.23,25042000,transverse,28,0.003,0.0007824095844883724,0.000784954515653766,2.5449319773037937e-06,0.003252685074107262
v32.23,25042000,transverse,28,0.001,8.693439827648581e-05,8.696578264772811e-05,3.138438125480712e-08,0.0003610122330977936
v32.23,25042000,transverse,28,0.0003,7.824095844883723e-06,7.824350026086847e-06,2.541812842147476e-10,3.248698498254722e-05
v32.23,25042000,transverse,29,0.01,0.008145057685459232,0.00776847098283452,0.0003765873974444942,0.046235080460729924
v32.23,25042000,transverse,29,0.003,0.0007330551916913307,0.0007299460321940041,3.10916488705411e-06,0.004241378987959332
v32.23,25042000,transverse,29,0.001,8.14505768545923e-05,8.141213365115701e-05,3.84432696793493e-08,0.000471982779790243
v32.23,25042000,transverse,29,0.0003,7.330551916913306e-06,7.330240473563454e-06,3.114438861537995e-10,4.2485735001102066e-05
v32.23,25042000,transverse,30,0.01,0.006302251907268144,0.006529947043786985,0.00022774765087522992,0.03613750358226356
v32.23,25042000,transverse,30,0.003,0.000567202671654133,0.0005690243875088597,1.822141064634195e-06,0.003212504375764461
v32.23,25042000,transverse,30,0.001,6.302251907268144e-05,6.304498163824885e-05,2.2467810980646633e-08,0.00035650448936729067
v32.23,25042000,transverse,30,0.0003,5.672026716541329e-06,5.672208637517491e-06,1.8196345995689502e-10,3.2080853820070186e-05
v32.23,25042000,transverse,31,0.01,0.005830180850671324,0.00562371711073853,0.00020650717367381777,0.035420371848334554
v32.23,25042000,transverse,31,0.003,0.000524716276560419,0.0005230133451942805,1.703287737889902e-06,0.0032461118779374765
v32.23,25042000,transverse,31,0.001,5.830180850671323e-05,5.828075278117516e-05,2.1060128206934115e-08,0.0003612259850311354
v32.23,25042000,transverse,31,0.0003,5.247162765604189e-06,5.246992184978015e-06,1.7061629039156894e-10,3.2515913458980185e-05
v32.23,25042000,transverse,32,0.01,0.005830180850671262,0.005623717110737818,0.00020650717367447224,0.03542037184844719
v32.23,25042000,transverse,32,0.003,0.0005247162765604134,0.0005230133451942571,1.7032877379078888e-06,0.00324611187797179
v32.23,25042000,transverse,32,0.001,5.8301808506712605e-05,5.828075278117391e-05,2.1060128207580712e-08,0.00036122598504222976
v32.23,25042000,transverse,32,0.0003,5.247162765604134e-06,5.246992184977944e-06,1.706162904076773e-10,3.251591346205044e-05
v32.23,25042000,transverse,33,0.01,0.006302251907268086,0.006529947043786243,0.00022774765087455284,0.036137503582156456
v32.23,25042000,transverse,33,0.003,0.0005672026716541277,0.0005690243875088371,1.8221410646170783e-06,0.0032125043757343136
v32.23,25042000,transverse,33,0.001,6.302251907268086e-05,6.304498163824769e-05,2.246781098008773e-08,0.00035650448935842564
v32.23,25042000,transverse,33,0.0003,5.672026716541276e-06,5.67220863751743e-06,1.8196345994931928e-10,3.208085381873485e-05
v32.23,25042000,transverse,34,0.01,0.00814505768545926,0.007768470982835266,0.0003765873974437756,0.04623508046064154
v32.23,25042000,transverse,34,0.003,0.0007330551916913333,0.000729946032194026,3.109164887034777e-06,0.004241378987932943
v32.23,25042000,transverse,34,0.001,8.145057685459259e-05,8.141213365115793e-05,3.844326967871307e-08,0.0004719827797824301
v32.23,25042000,transverse,34,0.0003,7.330551916913331e-06,7.330240473563492e-06,3.1144388613972843e-10,4.248573499918241e-05
v32.23,25042000,transverse,35,0.01,0.008693439827648603,0.009010954131232669,0.0003175144042631332,0.036523448779539586
v32.23,25042000,transverse,35,0.003,0.0007824095844883743,0.000784954515653787,2.544931977322772e-06,0.00325268507413151
v32.23,25042000,transverse,35,0.001,8.693439827648603e-05,8.696578264772903e-05,3.1384381255512356e-08,0.00036101223310590493
v32.23,25042000,transverse,35,0.0003,7.824095844883742e-06,7.824350026086882e-06,2.541812842313196e-10,3.2486984984665215e-05
v32.23,25042000,transverse,36,0.01,4.775622469176667e-05,4.791373522293883e-05,1.7736909529795306e-07,0.0037140518632439567
v32.23,25042000,transverse,36,0.003,4.298060222259e-06,4.299340938985841e-06,1.4431268226902255e-09,0.00033576235512394433
v32.23,25042000,transverse,36,0.001,4.775622469176668e-07,4.775780635562108e-07,1.7823408256915195e-11,3.732164418764871e-05
v32.23,25042000,transverse,36,0.0003,4.298060222258999e-08,4.298073034226669e-08,1.4437608552266958e-13,3.359098710971238e-06
v32.23,25042000,transverse,37,0.01,5.324347757832886e-05,5.3324963989745965e-05,8.574203013821377e-08,0.0016103762195486732
v32.23,25042000,transverse,37,0.003,4.791912982049597e-06,4.792570723737804e-06,6.922624843569025e-10,0.00014446474444550702
v32.23,25042000,transverse,37,0.001,5.324347757832886e-07,5.32442893565128e-07,8.54401987981147e-12,1.6047073310044376e-05
v32.23,25042000,transverse,37,0.0003,4.791912982049596e-08,4.791919557223913e-08,6.920432237719039e-14,1.4441898806682906e-06
v32.23,25042000,transverse,38,0.01,2.8098159706719713e-05,2.801630425477402e-05,8.225446151618821e-08,0.0029273967539061624
v32.23,25042000,transverse,38,0.003,2.5288343736047742e-06,2.528169617230295e-06,6.682622373676047e-10,0.0002642570206822275
v32.23,25042000,transverse,38,0.001,2.809815970671971e-07,2.8097338833308905e-07,8.25232088709853e-12,2.9369613431035402e-05
v32.23,25042000,transverse,38,0.0003,2.5288343736047737e-08,2.5288277243583717e-08,6.684579811700516e-14,2.6433442543616877e-06
v32.23,25042000,transverse,39,0.01,5.943860319934572e-05,5.983143432545511e-05,4.3810776237130195e-07,0.007370761404031858
v32.23,25042000,transverse,39,0.003,5.349474287941115e-06,5.3526361602591075e-06,3.526470471957719e-09,0.000659218136613378
v32.23,25042000,transverse,39,0.001,5.943860319934572e-07,5.944250458196913e-07,4.3512724140064014e-11,7.320616871518775e-05
v32.23,25042000,transverse,39,0.0003,5.349474287941114e-08,5.349505887148152e-08,3.5243101234878076e-13,6.588142934778421e-06
v32.23,25042000,transverse,40,0.01,0.004181956129276292,0.0042106829710064665,2.9174616908424974e-05,0.006976308695393652
v32.23,25042000,transverse,40,0.003,0.0003763760516348662,0.0003766031103484018,2.3077610799079256e-07,0.0006131530074465935
v32.23,25042000,transverse,40,0.001,4.1819561292762906e-05,4.18223585424022e-05,2.8432408649268795e-09,6.798829966250548e-05
v32.23,25042000,transverse,40,0.0003,3.763760516348661e-06,3.7637831686070365e-06,2.3024877050429615e-11,6.117519154158817e-06
v32.23,25042000,transverse,41,0.01,0.0037598582101990557,0.003616741529135525,0.00014359143556653473,0.03819065175836316
v32.23,25042000,transverse,41,0.003,0.000338387238917915,0.00033723420033918085,1.1570005954574902e-06,0.003419161429246899
v32.23,25042000,transverse,41,0.001,3.759858210199055e-05,3.758435371736553e-05,1.4277425807354335e-08,0.0003797330912273539
v32.23,25042000,transverse,41,0.0003,3.3838723891791496e-06,3.3837571453932736e-06,1.1564113690749035e-10,3.417420150868699e-05
v32.23,25042000,transverse,42,0.01,0.0033335566674790357,0.0032243095379790605,0.00010962672106850487,0.03288581296306831
v32.23,25042000,transverse,42,0.003,0.0003000201000731132,0.0002991483549014551,8.748882329378415e-07,0.002916098730467179
v32.23,25042000,transverse,42,0.001,3.3335566674790356e-05,3.3324818575575834e-05,1.0786976020456018e-08,0.00032358760016560766
v32.23,25042000,transverse,42,0.0003,3.0002010007311316e-06,3.0001139541911507e-06,8.736150984052138e-11,2.911855233007118e-05
