geometry_angstrom,method,seed,k,captured_probability_mass,absolute_energy_error_hartree,selected_subspace_energy_hartree,exact_sector_energy_hartree,precision_at_k,recall_at_k,ndcg_at_k,selection_efficiency,overlap_with_real
0.75,NULL,25043009,4,0.0008226990466961419,0.4426814786409894,-4.759897498305233,-5.2025789769462225,0.0,0.0,0.00037035484825341427,0.00020567476167403548,0
0.75,RANDOM,25043009,4,0.0005068024532159312,2.1273462736750255,-3.075232703271197,-5.2025789769462225,0.0,0.0,0.00018078283545404106,0.0001267006133039828,0
0.75,NULL,25043010,4,0.0005068024532159139,2.216030707949184,-2.9865482689970384,-5.2025789769462225,0.0,0.0,0.00018078283545404106,0.00012670061330397847,0
0.75,RANDOM,25043010,4,0.0005741634396041034,1.4788667507874966,-3.723712226158726,-5.2025789769462225,0.0,0.0,0.00020432615599330067,0.00014354085990102584,0
0.75,NULL,25043011,4,0.0005642825252076029,2.179259265118474,-3.0233197118277486,-5.2025789769462225,0.0,0.0,0.00020129071318293688,0.00014107063130190073,0
0.75,RANDOM,25043011,4,0.0021772232001571186,0.8989468315413784,-4.303632145404844,-5.2025789769462225,0.0,0.0,0.0007901258243295684,0.0005443058000392796,0
0.75,REAL,,8,0.9982024960051008,0.003779402945477628,-5.198799574000745,-5.2025789769462225,0.125,1.0,0.9999854432197623,0.1247753120006376,
0.75,NULL,25043000,8,0.0023458009170211768,1.4183734084766813,-3.7842055684695413,-5.2025789769462225,0.0,0.0,0.000720428104874981,0.0002932251146276471,1
0.75,RANDOM,25043000,8,3.7965799413147434e-05,0.4426814786409894,-4.759897498305233,-5.2025789769462225,0.0,0.0,8.551261370667527e-06,4.745724926643429e-06,0
0.75,NULL,25043001,8,0.0020521219480325132,0.791916544333203,-4.4106624326130195,-5.2025789769462225,0.0,0.0,0.0009503880817042318,0.00025651524350406415,3
0.75,RANDOM,25043001,8,0.0021785923021957207,0.7912489958066438,-4.411329981139579,-5.2025789769462225,0.0,0.0,0.0005079379807533829,0.0002723240377744651,1
0.75,NULL,25043002,8,0.002976488184584349,1.735105216086867,-3.4674737608593555,-5.2025789769462225,0.0,0.0,0.0007943590958756197,0.0003720610230730436,1
0.75,RANDOM,25043002,8,0.017692389249123384,1.135007417999529,-4.067571558946693,-5.2025789769462225,0.0,0.0,0.004236668853896072,0.002211548656140423,2
0.75,NULL,25043003,8,0.003416885895444694,1.2926523367720124,-3.90992664017421,-5.2025789769462225,0.0,0.0,0.0009865358976302314,0.0004271107369305867,2
0.75,RANDOM,25043003,8,0.0021505074171790897,0.5732479107408723,-4.62933106620535,-5.2025789769462225,0.0,0.0,0.00048402222392653034,0.0002688134271473862,1
0.75,NULL,25043004,8,1.1250016435104038e-05,0.42555165545675333,-4.777027321489469,-5.2025789769462225,0.0,0.0,3.2113304493602565e-06,1.4062520543880047e-06,0
0.75,RANDOM,25043004,8,0.0005741634396041052,0.7908093059684642,-4.411769670977758,-5.2025789769462225,0.0,0.0,0.00013707859141502823,7.177042995051315e-05,0
0.75,NULL,25043005,8,0.0021871041145536336,0.4349926461285998,-4.767586330817623,-5.2025789769462225,0.0,0.0,0.0007748175458805865,0.0002733880143192042,1
0.75,RANDOM,25043005,8,0.002140626502782593,1.2918134836946935,-3.910765493251529,-5.2025789769462225,0.0,0.0,0.000481514403488411,0.0002675783128478241,1
0.75,NULL,25043006,8,6.640474235556898e-05,0.7801509405329625,-4.42242803641326,-5.2025789769462225,0.0,0.0,2.037771387893213e-05,8.300592794446123e-06,0
0.75,RANDOM,25043006,8,0.0006306872675631722,1.3905082449996131,-3.8120707319466094,-5.2025789769462225,0.0,0.0,0.0001509006330584881,7.883590844539653e-05,0
0.75,NULL,25043007,8,0.9731178338586867,0.04181982418634611,-5.160759152759876,-5.2025789769462225,0.125,1.0,0.3299970735352349,0.12163972923233583,1
0.75,RANDOM,25043007,8,0.002946680139603311,0.4426814786409885,-4.759897498305234,-5.2025789769462225,0.0,0.0,0.0007411339059945644,0.00036833501745041385,1
0.75,NULL,25043008,8,0.0022070312451381567,0.4401504797030711,-4.762428497243151,-5.2025789769462225,0.0,0.0,0.0015467422600514277,0.0002758789056422696,1
0.75,RANDOM,25043008,8,1.9761828793002377e-05,1.2511747349006663,-3.951404242045556,-5.2025789769462225,0.0,0.0,5.070356769692855e-06,2.470228599125297e-06,0
0.75,NULL,25043009,8,0.0008325799610926424,0.44268147864099205,-4.7598974983052305,-5.2025789769462225,0.0,0.0,0.0003726718220378209,0.0001040724951365803,1
0.75,RANDOM,25043009,8,0.002852603370237108,0.5791005880084441,-4.623478388937778,-5.2025789769462225,0.0,0.0,0.000827704871034134,0.0003565754212796385,1
